policy,policy_display_name,step,time_s,evidence_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
kubernetes-default,K8s default,0,0.000,replay/model/control-plane,0.912956,0.000000,12,1.035040,0.000000,0.483916,1.012120,,,92.253061,126.000000,0.732167,0.000000
cga,CGA,0,0.000,replay/model/control-plane,0.912956,0.000000,12,1.035040,0.000000,0.483916,1.012120,,,89.265939,126.000000,0.708460,0.000000
hda,HDA,0,0.000,replay/model/control-plane,0.912956,0.000000,12,1.035040,0.000000,0.483916,1.012120,,,81.087022,126.000000,0.643548,0.000000
kubernetes-default,K8s default,1,5.000,replay/model/control-plane,0.928183,0.016406,12,1.035040,0.000000,0.483916,1.012120,,,94.196736,126.000000,0.747593,0.000000
cga,CGA,1,5.000,replay/model/control-plane,0.928183,0.016406,12,1.035040,0.000000,0.483916,1.012120,,,89.534245,126.000000,0.710589,0.000000
hda,HDA,1,5.000,replay/model/control-plane,0.928183,0.016406,12,1.035040,0.000000,0.483916,1.012120,,,84.942453,126.000000,0.674146,0.000000
kubernetes-default,K8s default,2,10.000,replay/model/control-plane,0.961297,0.034447,12,1.035040,0.000000,0.483916,1.012120,,,98.261061,126.000000,0.779850,0.000000
cga,CGA,2,10.000,replay/model/control-plane,0.961297,0.034447,12,1.035040,0.000000,0.483916,1.012120,,,90.600556,126.000000,0.719052,0.000000
hda,HDA,2,10.000,replay/model/control-plane,0.961297,0.034447,12,1.035040,0.000000,0.483916,1.012120,,,89.304248,126.000000,0.708764,0.000000
kubernetes-default,K8s default,3,15.000,replay/model/control-plane,0.995320,0.034183,12,1.035040,0.000000,0.483916,1.012120,,,98.978863,126.000000,0.785547,0.000000
cga,CGA,3,15.000,replay/model/control-plane,0.995320,0.034183,12,1.035040,0.000000,0.483916,1.012120,,,96.001454,126.000000,0.761916,0.000000
hda,HDA,3,15.000,replay/model/control-plane,0.995320,0.034183,12,1.035040,0.000000,0.483916,1.012120,,,86.055641,126.000000,0.682981,0.000000
kubernetes-default,K8s default,4,20.000,replay/model/control-plane,0.945569,0.049986,12,1.035040,0.000000,0.483916,1.012120,,,98.144909,126.000000,0.778928,0.000000
cga,CGA,4,20.000,replay/model/control-plane,0.945569,0.049986,12,1.035040,0.000000,0.483916,1.012120,,,91.618710,126.000000,0.727133,0.000000
hda,HDA,4,20.000,replay/model/control-plane,0.945569,0.049986,12,1.035040,0.000000,0.483916,1.012120,,,87.645900,126.000000,0.695602,0.000000
kubernetes-default,K8s default,5,25.000,replay/model/control-plane,0.947550,0.002091,12,1.035040,0.000000,0.483916,1.012120,,,98.623106,126.000000,0.782723,0.000000
cga,CGA,5,25.000,replay/model/control-plane,0.947550,0.002091,12,1.035040,0.000000,0.483916,1.012120,,,90.619355,126.000000,0.719201,0.000000
hda,HDA,5,25.000,replay/model/control-plane,0.947550,0.002091,12,1.035040,0.000000,0.483916,1.012120,,,86.633774,126.000000,0.687570,0.000000
kubernetes-default,K8s default,6,30.000,replay/model/control-plane,0.963928,0.761874,12,1.035040,1.000000,0.492045,1.410549,,,136.653016,132.400000,1.032122,0.032122
cga,CGA,6,30.000,replay/model/control-plane,0.963928,0.761874,12,1.035040,1.000000,0.492045,1.410549,,,133.061903,132.400000,1.004999,0.004999
hda,HDA,6,30.000,replay/model/control-plane,0.963928,0.761874,12,1.035040,1.000000,0.492045,1.410549,,,122.201979,132.400000,0.922976,0.000000
kubernetes-default,K8s default,7,35.000,replay/model/control-plane,1.020780,0.765932,12,1.035040,1.000000,0.483916,1.012120,,,130.085807,126.000000,1.032427,0.032427
