step,time_s,p_read_home,p_compose_post,p_read_user,qps_read_home,qps_compose_post,qps_read_user,traffic_stress,edge_jaccard_distance,weighted_edge_distance,hot_edge_rank_correlation,graph_change_rate_per_s,request_mix_entropy,top3_hotspot_churn,active_edge_count,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
0,0.000,0.700000,0.200000,0.100000,63.000000,18.000000,9.000000,0.912956,0.000000,0.000000,1.000000,0.00000000,1.156780,0.000000,14,0.432308,1.218858,,,96.057304,129.000000,0.744630,0.000000
1,5.000,0.698119,0.201006,0.100875,62.830707,18.090545,9.078749,0.925071,0.000000,0.013323,1.000000,0.00266460,1.161042,0.000000,14,0.430498,1.218712,,,97.824475,129.048992,0.758041,0.000000
2,10.000,0.696243,0.202010,0.101748,62.661841,18.180858,9.157300,0.955195,0.000000,0.031759,1.000000,0.00635178,1.165267,0.000000,14,0.428693,1.218553,,,101.900021,129.097859,0.789324,0.000000
3,15.000,0.694371,0.203010,0.102618,62.493406,18.270938,9.235656,0.986356,0.066667,0.047866,1.000000,0.00957328,1.169457,0.000000,15,0.441912,1.298609,,,103.340124,129.146601,0.800177,0.000000
4,20.000,0.692504,0.204009,0.103487,62.325402,18.360781,9.313816,0.933872,0.066667,0.068697,1.000000,0.01373940,1.173611,0.000000,14,0.425100,1.218196,,,102.594619,129.195216,0.794105,0.000000
5,25.000,0.690643,0.205004,0.104353,62.157831,18.450386,9.391783,0.933258,0.000000,0.003851,1.000000,0.00077027,1.177730,0.000000,14,0.423311,1.217997,,,102.285618,129.243703,0.791417,0.000000
6,30.000,0.688785,0.205997,0.105217,61.990694,18.539749,9.469557,0.947180,0.000000,0.014921,1.000000,0.00298426,1.181814,0.000000,14,0.421528,1.217784,,,99.591061,129.292061,0.770280,0.000000
7,35.000,0.686933,0.206987,0.106079,61.823992,18.628868,9.547140,1.001721,0.066667,0.070841,1.000000,0.01416819,1.185863,0.000000,15,0.434612,1.296529,,,103.143114,129.340290,0.797455,0.000000
8,40.000,0.685086,0.207975,0.106939,61.657726,18.717740,9.624534,0.942640,0.066667,0.074879,1.000000,0.01497585,1.189877,0.000000,14,0.417978,1.217317,,,104.055969,129.388388,0.804214,0.000000
9,45.000,0.683243,0.208960,0.107797,61.491899,18.806363,9.701738,1.003878,0.066667,0.077528,1.000000,0.01550567,1.193857,0.000000,15,0.430998,1.295388,,,107.121218,129.436354,0.827598,0.000000
10,50.000,0.681406,0.209941,0.108653,61.326510,18.894734,9.778755,0.997916,0.000000,0.005879,1.000000,0.00117581,1.197804,0.000000,15,0.429200,1.294791,,,100.886260,129.484188,0.779140,0.000000
11,55.000,0.679573,0.210921,0.109507,61.161562,18.982852,9.855586,0.947219,0.000000,0.050465,1.000000,0.01009306,1.201716,0.000000,15,0.427408,1.294177,,,101.777850,129.531888,0.785736,0.000000
12,60.000,0.677745,0.211897,0.110358,60.997055,19.070713,9.932232,0.988963,0.000000,0.042549,1.000000,0.00850990,1.205595,0.000000,15,0.425622,1.293545,,,99.975216,129.579454,0.771536,0.000000
13,65.000,0.675922,0.212870,0.111208,60.832990,19.158315,10.008695,0.981982,0.000000,0.006799,1.000000,0.00135978,1.209441,0.000000,15,0.423842,1.292896,,,100.069497,129.626884,0.771981,0.000000
14,70.000,0.674104,0.213841,0.112055,60.669369,19.245656,10.084975,0.980248,0.000000,0.004040,1.000000,0.00080810,1.213254,0.000000,15,0.422069,1.292228,,,102.078616,129.674178,0.787193,0.000000
15,75.000,0.672291,0.214808,0.112901,60.506192,19.332733,10.161075,1.040382,0.000000,0.058130,1.000000,0.01162605,1.217035,0.000000,15,0.420301,1.291541,,,102.707041,129.721334,0.791751,0.000000
16,80.000,0.670483,0.215773,0.113744,60.343460,19.419545,10.236995,0.951788,0.000000,0.084835,1.000000,0.01696705,1.220782,0.000000,15,0.418539,1.290836,,,104.964403,129.768353,0.808860,0.000000
17,85.000,0.668680,0.216734,0.114586,60.181175,19.506088,10.312737,0.946216,0.000000,0.005747,1.000000,0.00114946,1.224498,0.000000,15,0.416784,1.290112,,,99.040755,129.815232,0.762936,0.000000
18,90.000,0.666882,0.217693,0.115426,60.019337,19.592361,10.388301,1.039835,0.000000,0.090347,0.989247,0.01806949,1.228182,0.000000,15,0.415046,1.289369,,,107.930470,129.861972,0.831117,0.000000
19,95.000,0.665088,0.218648,0.116263,59.857947,19.678362,10.463691,0.987796,0.000000,0.049717,1.000000,0.00994337,1.231834,0.000000,15,0.413324,1.288607,,,102.364958,129.908571,0.787977,0.000000
20,100.000,0.663300,0.219601,0.117099,59.697006,19.764088,10.538906,0.968971,0.000000,0.018721,1.000000,0.00374417,1.235455,0.000000,15,0.411609,1.287825,,,103.563530,129.955029,0.796918,0.000000
21,105.000,0.661517,0.220550,0.117933,59.536515,19.849538,10.613948,0.983743,0.000000,0.015353,1.000000,0.00307070,1.239044,0.000000,15,0.409899,1.287024,,,97.497610,130.001344,0.749974,0.000000
