policy,policy_display_name,step,time_s,evidence_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
kubernetes-default,K8s default,0,0.000,replay/model/control-plane,0.912956,0.000000,14,1.156780,0.000000,0.432308,1.218858,,,96.057304,129.000000,0.744630,0.000000
cga,CGA,0,0.000,replay/model/control-plane,0.912956,0.000000,14,1.156780,0.000000,0.432308,1.218858,,,92.841927,129.000000,0.719705,0.000000
hda,HDA,0,0.000,replay/model/control-plane,0.912956,0.000000,14,1.156780,0.000000,0.432308,1.218858,,,84.510841,129.000000,0.655123,0.000000
kubernetes-default,K8s default,1,5.000,replay/model/control-plane,0.925071,0.013323,14,1.161042,0.000000,0.430498,1.218712,,,97.824475,129.048992,0.758041,0.000000
cga,CGA,1,5.000,replay/model/control-plane,0.925071,0.013323,14,1.161042,0.000000,0.430498,1.218712,,,92.944320,129.048992,0.720225,0.000000
hda,HDA,1,5.000,replay/model/control-plane,0.925071,0.013323,14,1.161042,0.000000,0.430498,1.218712,,,88.207418,129.048992,0.683519,0.000000
kubernetes-default,K8s default,2,10.000,replay/model/control-plane,0.955195,0.031759,14,1.165267,0.000000,0.428693,1.218553,,,101.900021,129.097859,0.789324,0.000000
cga,CGA,2,10.000,replay/model/control-plane,0.955195,0.031759,14,1.165267,0.000000,0.428693,1.218553,,,94.021178,129.097859,0.728294,0.000000
hda,HDA,2,10.000,replay/model/control-plane,0.955195,0.031759,14,1.165267,0.000000,0.428693,1.218553,,,92.579311,129.097859,0.717125,0.000000
kubernetes-default,K8s default,3,15.000,replay/model/control-plane,0.986356,0.047866,15,1.169457,0.000000,0.441912,1.298609,,,103.340124,129.146601,0.800177,0.000000
cga,CGA,3,15.000,replay/model/control-plane,0.986356,0.047866,15,1.169457,0.000000,0.441912,1.298609,,,100.101039,129.146601,0.775096,0.000000
hda,HDA,3,15.000,replay/model/control-plane,0.986356,0.047866,15,1.169457,0.000000,0.441912,1.298609,,,89.980776,129.146601,0.696734,0.000000
kubernetes-default,K8s default,4,20.000,replay/model/control-plane,0.933872,0.068697,14,1.173611,0.000000,0.425100,1.218196,,,102.594619,129.195216,0.794105,0.000000
cga,CGA,4,20.000,replay/model/control-plane,0.933872,0.068697,14,1.173611,0.000000,0.425100,1.218196,,,95.801437,129.195216,0.741525,0.000000
hda,HDA,4,20.000,replay/model/control-plane,0.933872,0.068697,14,1.173611,0.000000,0.425100,1.218196,,,91.650640,129.195216,0.709397,0.000000
kubernetes-default,K8s default,5,25.000,replay/model/control-plane,0.933258,0.003851,14,1.177730,0.000000,0.423311,1.217997,,,102.285618,129.243703,0.791417,0.000000
cga,CGA,5,25.000,replay/model/control-plane,0.933258,0.003851,14,1.177730,0.000000,0.423311,1.217997,,,94.062116,129.243703,0.727789,0.000000
hda,HDA,5,25.000,replay/model/control-plane,0.933258,0.003851,14,1.177730,0.000000,0.423311,1.217997,,,89.930034,129.243703,0.695818,0.000000
kubernetes-default,K8s default,6,30.000,replay/model/control-plane,0.947180,0.014921,14,1.181814,0.000000,0.421528,1.217784,,,99.591061,129.292061,0.770280,0.000000
cga,CGA,6,30.000,replay/model/control-plane,0.947180,0.014921,14,1.181814,0.000000,0.421528,1.217784,,,98.223666,129.292061,0.759704,0.000000
hda,HDA,6,30.000,replay/model/control-plane,0.947180,0.014921,14,1.181814,0.000000,0.421528,1.217784,,,88.846219,129.292061,0.687175,0.000000
kubernetes-default,K8s default,7,35.000,replay/model/control-plane,1.001721,0.070841,15,1.185863,0.000000,0.434612,1.296529,,,103.143114,129.340290,0.797455,0.000000
cga,CGA,7,35.000,replay/model/control-plane,1.001721,0.070841,15,1.185863,0.000000,0.434612,1.296529,,,99.245468,129.340290,0.767321,0.000000
hda,HDA,7,35.000,replay/model/control-plane,1.001721,0.070841,15,1.185863,0.000000,0.434612,1.296529,,,97.422685,129.340290,0.753228,0.000000
kubernetes-default,K8s default,8,40.000,replay/model/control-plane,0.942640,0.074879,14,1.189877,0.000000,0.417978,1.217317,,,104.055969,129.388388,0.804214,0.000000
cga,CGA,8,40.000,replay/model/control-plane,0.942640,0.074879,14,1.189877,0.000000,0.417978,1.217317,,,95.191837,129.388388,0.735706,0.000000
hda,HDA,8,40.000,replay/model/control-plane,0.942640,0.074879,14,1.189877,0.000000,0.417978,1.217317,,,92.049928,129.388388,0.711423,0.000000
kubernetes-default,K8s default,9,45.000,replay/model/control-plane,1.003878,0.077528,15,1.193857,0.000000,0.430998,1.295388,,,107.121218,129.436354,0.827598,0.000000
cga,CGA,9,45.000,replay/model/control-plane,1.003878,0.077528,15,1.193857,0.000000,0.430998,1.295388,,,95.326283,129.436354,0.736472,0.000000
hda,HDA,9,45.000,replay/model/control-plane,1.003878,0.077528,15,1.193857,0.000000,0.430998,1.295388,,,94.958039,129.436354,0.733627,0.000000
kubernetes-default,K8s default,10,50.000,replay/model/control-plane,0.997916,0.005879,15,1.197804,0.000000,0.429200,1.294791,,,100.886260,129.484188,0.779140,0.000000
cga,CGA,10,50.000,replay/model/control-plane,0.997916,0.005879,15,1.197804,0.000000,0.429200,1.294791,,,94.206696,129.484188,0.727554,0.000000
hda,HDA,10,50.000,replay/model/control-plane,0.997916,0.005879,15,1.197804,0.000000,0.429200,1.294791,,,91.138486,129.484188,0.703858,0.000000
kubernetes-default,K8s default,11,55.000,replay/model/control-plane,0.947219,0.050465,15,1.201716,0.000000,0.427408,1.294177,,,101.777850,129.531888,0.785736,0.000000
cga,CGA,11,55.000,replay/model/control-plane,0.947219,0.050465,15,1.201716,0.000000,0.427408,1.294177,,,96.591384,129.531888,0.745696,0.000000
hda,HDA,11,55.000,replay/model/control-plane,0.947219,0.050465,15,1.201716,0.000000,0.427408,1.294177,,,91.925463,129.531888,0.709674,0.000000
kubernetes-default,K8s default,12,60.000,replay/model/control-plane,0.988963,0.042549,15,1.205595,0.000000,0.425622,1.293545,,,99.975216,129.579454,0.771536,0.000000
cga,CGA,12,60.000,replay/model/control-plane,0.988963,0.042549,15,1.205595,0.000000,0.425622,1.293545,,,95.637190,129.579454,0.738058,0.000000
hda,HDA,12,60.000,replay/model/control-plane,0.988963,0.042549,15,1.205595,0.000000,0.425622,1.293545,,,92.045177,129.579454,0.710338,0.000000
kubernetes-default,K8s default,13,65.000,replay/model/control-plane,0.981982,0.006799,15,1.209441,0.000000,0.423842,1.292896,,,100.069497,129.626884,0.771981,0.000000
cga,CGA,13,65.000,replay/model/control-plane,0.981982,0.006799,15,1.209441,0.000000,0.423842,1.292896,,,93.385628,129.626884,0.720419,0.000000
hda,HDA,13,65.000,replay/model/control-plane,0.981982,0.006799,15,1.209441,0.000000,0.423842,1.292896,,,88.159061,129.626884,0.680099,0.000000
kubernetes-default,K8s default,14,70.000,replay/model/control-plane,0.980248,0.004040,15,1.213254,0.000000,0.422069,1.292228,,,102.078616,129.674178,0.787193,0.000000
