policy,policy_display_name,step,time_s,evidence_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
kubernetes-default,K8s default,0,0.000,replay,0.969300,0.000000,8,1.636641,0.000000,0.406120,0.093267,,,60.611391,108.333333,0.559490,0.000000
cga,CGA,0,0.000,replay,0.969300,0.000000,8,1.636641,0.000000,0.406120,0.093267,,,61.089042,108.333333,0.563899,0.000000
hda,HDA,0,0.000,replay,0.969300,0.000000,8,1.636641,0.000000,0.406120,0.093267,,,56.771468,108.333333,0.524044,0.000000
policy2,Policy 2,0,0.000,replay,0.969300,0.000000,8,1.636641,0.000000,0.406120,0.093267,,,57.706440,108.333333,0.532675,0.000000
policy3,Policy 3,0,0.000,replay,0.969300,0.000000,8,1.636641,0.000000,0.406120,0.093267,,,53.570968,108.333333,0.494501,0.000000
kubernetes-default,K8s default,1,0.100,replay,0.969753,0.000467,8,1.636641,0.000000,0.406120,0.093267,,,65.016259,108.333333,0.600150,0.000000
cga,CGA,1,0.100,replay,0.969753,0.000467,8,1.636641,0.000000,0.406120,0.093267,,,58.064341,108.333333,0.535979,0.000000
hda,HDA,1,0.100,replay,0.969753,0.000467,8,1.636641,0.000000,0.406120,0.093267,,,57.420856,108.333333,0.530039,0.000000
policy2,Policy 2,1,0.100,replay,0.969753,0.000467,8,1.636641,0.000000,0.406120,0.093267,,,57.061522,108.333333,0.526722,0.000000
policy3,Policy 3,1,0.100,replay,0.969753,0.000467,8,1.636641,0.000000,0.406120,0.093267,,,56.163449,108.333333,0.518432,0.000000
kubernetes-default,K8s default,2,0.200,replay,0.965329,0.004561,8,1.636641,0.000000,0.406120,0.093267,,,63.154083,108.333333,0.582961,0.000000
cga,CGA,2,0.200,replay,0.965329,0.004561,8,1.636641,0.000000,0.406120,0.093267,,,58.309923,108.333333,0.538245,0.000000
hda,HDA,2,0.200,replay,0.965329,0.004561,8,1.636641,0.000000,0.406120,0.093267,,,61.110676,108.333333,0.564099,0.000000
policy2,Policy 2,2,0.200,replay,0.965329,0.004561,8,1.636641,0.000000,0.406120,0.093267,,,55.663819,108.333333,0.513820,0.000000
policy3,Policy 3,2,0.200,replay,0.965329,0.004561,8,1.636641,0.000000,0.406120,0.093267,,,55.675882,108.333333,0.513931,0.000000
kubernetes-default,K8s default,3,0.300,replay,1.003365,0.037908,8,1.636641,0.000000,0.406120,0.093267,,,63.505465,108.333333,0.586204,0.000000
cga,CGA,3,0.300,replay,1.003365,0.037908,8,1.636641,0.000000,0.406120,0.093267,,,58.838237,108.333333,0.543122,0.000000
hda,HDA,3,0.300,replay,1.003365,0.037908,8,1.636641,0.000000,0.406120,0.093267,,,57.848356,108.333333,0.533985,0.000000
policy2,Policy 2,3,0.300,replay,1.003365,0.037908,8,1.636641,0.000000,0.406120,0.093267,,,61.878042,108.333333,0.571182,0.000000
policy3,Policy 3,3,0.300,replay,1.003365,0.037908,8,1.636641,0.000000,0.406120,0.093267,,,56.636135,108.333333,0.522795,0.000000
kubernetes-default,K8s default,4,0.400,replay,0.973969,0.029298,8,1.636641,0.000000,0.406120,0.093267,,,61.274067,108.333333,0.565607,0.000000
cga,CGA,4,0.400,replay,0.973969,0.029298,8,1.636641,0.000000,0.406120,0.093267,,,56.338077,108.333333,0.520044,0.000000
hda,HDA,4,0.400,replay,0.973969,0.029298,8,1.636641,0.000000,0.406120,0.093267,,,51.378520,108.333333,0.474263,0.000000
policy2,Policy 2,4,0.400,replay,0.973969,0.029298,8,1.636641,0.000000,0.406120,0.093267,,,59.756137,108.333333,0.551595,0.000000
policy3,Policy 3,4,0.400,replay,0.973969,0.029298,8,1.636641,0.000000,0.406120,0.093267,,,63.050135,108.333333,0.582001,0.000000
kubernetes-default,K8s default,5,0.500,replay,0.950293,0.024309,8,1.636641,0.000000,0.406120,0.093267,,,65.362114,108.333333,0.603343,0.000000
cga,CGA,5,0.500,replay,0.950293,0.024309,8,1.636641,0.000000,0.406120,0.093267,,,59.485555,108.333333,0.549097,0.000000
