step,time_s,p_single_expert,p_multi_expert_top2,p_multi_expert_top4,p_cache_hit,p_cache_miss,p_payload_small,p_payload_large,p_batch_small,p_batch_large,qps_single_expert,qps_multi_expert_top2,qps_multi_expert_top4,qps_cache_hit,qps_cache_miss,qps_payload_small,qps_payload_large,qps_batch_small,qps_batch_large,traffic_stress,edge_jaccard_distance,weighted_edge_distance,hot_edge_rank_correlation,graph_change_rate_per_s,request_mix_entropy,top3_hotspot_churn,active_edge_count,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
37,3.700,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.034256,0.000000,0.043887,1.000000,0.43887433,1.636641,0.000000,8,0.251809,-0.899226,,,81.405517,129.333333,0.629424,0.000000
38,3.800,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.032812,0.000000,0.001396,1.000000,0.01396272,1.636641,0.000000,8,0.251809,-0.899226,,,77.384229,129.333333,0.598332,0.000000
39,3.900,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.978712,0.000000,0.052382,1.000000,0.52381621,1.636641,0.000000,8,0.251809,-0.899226,,,81.358238,129.333333,0.629059,0.000000
40,4.000,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.026541,0.000000,0.046593,1.000000,0.46593055,1.636641,0.000000,8,0.251809,-0.899226,,,85.394257,129.333333,0.660265,0.000000
41,4.100,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.036085,0.000000,0.009211,1.000000,0.09211051,1.636641,0.000000,8,0.251809,-0.899226,,,78.818348,129.333333,0.609420,0.000000
42,4.200,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.992743,0.000000,0.041833,1.000000,0.41832698,1.636641,0.000000,8,0.251809,-0.899226,,,79.866929,129.333333,0.617528,0.000000
43,4.300,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.998988,0.000000,0.006252,1.000000,0.06251572,1.636641,0.000000,8,0.251809,-0.899226,,,80.623183,129.333333,0.623375,0.000000
44,4.400,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.035066,0.363636,0.380649,0.871596,3.80649344,1.636641,0.500000,10,0.128938,1.157904,,,126.665115,160.833333,0.787555,0.000000
45,4.500,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.049326,0.000000,0.013589,1.000000,0.13589399,1.636641,0.000000,10,0.128938,1.157904,,,104.513160,160.833333,0.649823,0.000000
46,4.600,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.969583,0.000000,0.075994,1.000000,0.75994290,1.636641,0.000000,10,0.128938,1.157904,,,107.008847,160.833333,0.665340,0.000000
47,4.700,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.951842,0.000000,0.018298,1.000000,0.18297725,1.636641,0.000000,10,0.128938,1.157904,,,104.144988,160.833333,0.647534,0.000000
48,4.800,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.014821,0.000000,0.062060,1.000000,0.62059788,1.636641,0.000000,10,0.128938,1.157904,,,112.416337,160.833333,0.698962,0.000000
49,4.900,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.989394,0.000000,0.025056,1.000000,0.25055683,1.636641,0.000000,10,0.128938,1.157904,,,107.254474,160.833333,0.666867,0.000000
50,5.000,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.947055,0.000000,0.042793,1.000000,0.42793071,1.636641,0.000000,10,0.128938,1.157904,,,106.569801,160.833333,0.662610,0.000000
51,5.100,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.030280,0.000000,0.080779,1.000000,0.80778608,1.636641,0.000000,10,0.128938,1.157904,,,110.123890,160.833333,0.684708,0.000000
52,5.200,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.951406,0.000000,0.076555,1.000000,0.76555179,1.636641,0.000000,10,0.128938,1.157904,,,106.127573,160.833333,0.659861,0.000000
53,5.300,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.987303,0.000000,0.036359,1.000000,0.36358572,1.636641,0.000000,10,0.128938,1.157904,,,109.124332,160.833333,0.678493,0.000000
54,5.400,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.938690,0.000000,0.049238,1.000000,0.49238179,1.636641,0.000000,10,0.128938,1.157904,,,109.264174,160.833333,0.679363,0.000000
55,5.500,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.009642,0.000000,0.070274,1.000000,0.70274222,1.636641,0.000000,10,0.128938,1.157904,,,108.537077,160.833333,0.674842,0.000000
56,5.600,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.955367,0.000000,0.053756,1.000000,0.53756449,1.636641,0.000000,10,0.128938,1.157904,,,106.621915,160.833333,0.662934,0.000000
57,5.700,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.927286,0.000000,0.029394,1.000000,0.29393548,1.636641,0.000000,10,0.128938,1.157904,,,107.922528,160.833333,0.671021,0.000000
58,5.800,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.979394,0.000000,0.053205,1.000000,0.53204863,1.636641,0.000000,10,0.128938,1.157904,,,107.444581,160.833333,0.668049,0.000000
59,5.900,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.922468,0.000000,0.058124,1.000000,0.58123746,1.636641,0.000000,10,0.128938,1.157904,,,106.810280,160.833333,0.664105,0.000000
60,6.000,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.899475,0.000000,0.024926,1.000000,0.24926022,1.636641,0.000000,10,0.128938,1.157904,,,103.440985,160.833333,0.643156,0.000000
61,6.100,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.920572,0.000000,0.022918,1.000000,0.22917959,1.636641,0.000000,10,0.128938,1.157904,,,100.048224,160.833333,0.622061,0.000000
62,6.200,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.967906,0.000000,0.048903,1.000000,0.48903169,1.636641,0.000000,10,0.128938,1.157904,,,106.769948,160.833333,0.663855,0.000000
63,6.300,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.882787,0.000000,0.087942,1.000000,0.87941505,1.636641,0.000000,10,0.128938,1.157904,,,106.068238,160.833333,0.659492,0.000000
64,6.400,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.942329,0.000000,0.063186,1.000000,0.63186009,1.636641,0.000000,10,0.128938,1.157904,,,104.214305,160.833333,0.647965,0.000000
65,6.500,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.902726,0.000000,0.042026,1.000000,0.42026441,1.636641,0.000000,10,0.128938,1.157904,,,99.731863,160.833333,0.620094,0.000000
66,6.600,0.033333,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.943392,0.416667,0.741918,0.204588,7.41917716,1.636641,0.800000,9,0.364411,0.424757,,,80.780465,97.833333,0.825695,0.000000
67,6.700,0.033333,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.891963,0.111111,0.072649,1.000000,0.72649483,1.636641,0.000000,8,0.312534,0.351457,,,55.173161,97.833333,0.563951,0.000000
68,6.800,0.033333,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.871918,0.000000,0.022472,1.000000,0.22472211,1.636641,0.000000,8,0.312534,0.351457,,,51.840315,97.833333,0.529884,0.000000
69,6.900,0.033333,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.904008,0.000000,0.035497,1.000000,0.35496826,1.636641,0.000000,8,0.312534,0.351457,,,50.946918,97.833333,0.520752,0.000000
70,7.000,0.033333,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.877641,0.000000,0.029167,1.000000,0.29166515,1.636641,0.000000,8,0.312534,0.351457,,,49.560261,97.833333,0.506578,0.000000
71,7.100,0.033333,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.822898,0.000000,0.062375,1.000000,0.62374580,1.636641,0.000000,8,0.312534,0.351457,,,52.094160,97.833333,0.532479,0.000000
72,7.200,0.033333,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.889112,0.000000,0.074472,1.000000,0.74471724,1.636641,0.000000,8,0.312534,0.351457,,,57.883962,97.833333,0.591659,0.000000
73,7.300,0.033333,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.883297,0.000000,0.006540,1.000000,0.06539985,1.636641,0.000000,8,0.312534,0.351457,,,47.605841,97.833333,0.486601,0.000000
74,7.400,0.033333,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.883761,0.000000,0.000525,1.000000,0.00525078,1.636641,0.000000,8,0.312534,0.351457,,,46.876219,97.833333,0.479144,0.000000
75,7.500,0.033333,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.880190,0.000000,0.004041,1.000000,0.04041168,1.636641,0.000000,8,0.312534,0.351457,,,45.640548,97.833333,0.466513,0.000000
76,7.600,0.033333,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.829598,0.000000,0.057479,1.000000,0.57478517,1.636641,0.000000,8,0.312534,0.351457,,,50.982676,97.833333,0.521118,0.000000
77,7.700,0.033333,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.794941,0.000000,0.041776,1.000000,0.41775868,1.636641,0.000000,8,0.312534,0.351457,,,43.942156,97.833333,0.449153,0.000000
78,7.800,0.033333,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.850148,0.000000,0.064939,1.000000,0.64938501,1.636641,0.000000,8,0.312534,0.351457,,,48.114082,97.833333,0.491796,0.000000
79,7.900,0.033333,0.033333,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,3.000000,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.819663,0.000000,0.035858,1.000000,0.35858236,1.636641,0.000000,8,0.312534,0.351457,,,47.490997,97.833333,0.485428,0.000000
