step,time_s,evidence_type,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count
0,0.000,replay,0.000000,0.025629,0.025629,8,8,0
1,0.100,replay,0.000000,0.024135,0.024135,8,8,0
2,0.200,replay,0.000000,0.021831,0.021831,8,8,0
3,0.300,replay,0.000000,0.015710,0.015710,8,8,0
4,0.400,replay,0.000000,0.022874,0.022874,8,8,0
5,0.500,replay,0.000000,0.013696,0.013696,8,8,0
6,0.600,replay,0.000000,0.017482,0.017482,8,8,0
7,0.700,replay,0.000000,0.013716,0.013716,8,8,0
8,0.800,replay,0.000000,0.013777,0.013777,8,9,0
9,0.900,replay,0.000000,0.023655,0.023655,8,8,0
10,1.000,replay,0.000000,0.014137,0.014137,8,8,0
11,1.100,replay,0.000000,0.013626,0.013626,8,8,0
12,1.200,replay,0.000000,0.013696,0.013696,8,9,0
13,1.300,replay,0.000000,0.016962,0.016962,8,9,0
14,1.400,replay,0.000000,0.017804,0.017804,8,8,0
15,1.500,replay,0.000000,0.018144,0.018144,8,8,0
16,1.600,replay,0.000000,0.013315,0.013315,8,9,0
17,1.700,replay,0.000000,0.014848,0.014848,8,9,0
18,1.800,replay,0.000000,0.014327,0.014327,8,8,0
19,1.900,replay,0.000000,0.017123,0.017123,8,9,0
20,2.000,replay,0.000000,0.014116,0.014116,8,8,0
21,2.100,replay,0.000000,0.013316,0.013316,8,9,0
22,2.200,replay,0.000000,0.012874,0.012874,8,8,0
23,2.300,replay,0.000000,0.013845,0.013845,8,9,0
24,2.400,replay,0.000000,0.013094,0.013094,8,8,0
25,2.500,replay,0.000000,0.013626,0.013626,8,9,0
26,2.600,replay,0.000000,0.017994,0.017994,8,9,0
27,2.700,replay,0.000000,0.019137,0.019137,8,8,0
28,2.800,replay,0.000000,0.013245,0.013245,8,8,0
29,2.900,replay,0.000000,0.013525,0.013525,8,8,0
30,3.000,replay,0.000000,0.013364,0.013364,8,9,0
31,3.100,replay,0.000000,0.013435,0.013435,8,9,0
32,3.200,replay,0.000000,0.013325,0.013325,8,9,0
33,3.300,replay,0.000000,0.016802,0.016802,8,9,0
34,3.400,replay,0.000000,0.013185,0.013185,8,8,0
35,3.500,replay,0.000000,0.016662,0.016662,8,9,0
36,3.600,replay,0.000000,0.017424,0.017424,8,8,0
37,3.700,replay,0.000000,0.016551,0.016551,8,8,0
38,3.800,replay,0.000000,0.013085,0.013085,8,8,0
39,3.900,replay,0.000000,0.016420,0.016420,8,8,0
40,4.000,replay,0.000000,0.012834,0.012834,8,8,0
41,4.100,replay,0.000000,0.013145,0.013145,8,8,0
42,4.200,replay,0.000000,0.012864,0.012864,8,8,0
43,4.300,replay,0.000000,0.012914,0.012914,8,8,0
44,4.400,replay,0.000000,0.013365,0.013365,8,10,0
45,4.500,replay,0.000000,0.013877,0.013877,8,10,0
46,4.600,replay,0.000000,0.027011,0.027011,8,10,0
47,4.700,replay,0.000000,0.014137,0.014137,8,10,0
48,4.800,replay,0.000000,0.013996,0.013996,8,10,0
49,4.900,replay,0.000000,0.012944,0.012944,8,10,0
50,5.000,replay,0.000000,0.016932,0.016932,8,10,0
51,5.100,replay,0.000000,0.029926,0.029926,8,10,0
52,5.200,replay,0.000000,0.034274,0.034274,8,10,0
53,5.300,replay,0.000000,0.016912,0.016912,8,10,0
54,5.400,replay,0.000000,0.013175,0.013175,8,10,0
55,5.500,replay,0.000000,0.013365,0.013365,8,10,0
56,5.600,replay,0.000000,0.024386,0.024386,8,10,0
57,5.700,replay,0.000000,0.014938,0.014938,8,10,0
58,5.800,replay,0.000000,0.021330,0.021330,8,10,0
59,5.900,replay,0.000000,0.017753,0.017753,8,10,0
60,6.000,replay,0.000000,0.013957,0.013957,8,10,0
61,6.100,replay,0.000000,0.013886,0.013886,8,10,0
62,6.200,replay,0.000000,0.014056,0.014056,8,10,0
63,6.300,replay,0.000000,0.015459,0.015459,8,10,0
64,6.400,replay,0.000000,0.013435,0.013435,8,10,0
65,6.500,replay,0.000000,0.014587,0.014587,8,10,0
66,6.600,replay,0.000000,0.016581,0.016581,8,9,0
67,6.700,replay,0.000000,0.013244,0.013244,7,8,0
68,6.800,replay,0.000000,0.013194,0.013194,7,8,0
69,6.900,replay,0.000000,0.013456,0.013456,7,8,0
70,7.000,replay,0.000000,0.014908,0.014908,7,8,0
71,7.100,replay,0.000000,0.014056,0.014056,7,8,0
72,7.200,replay,0.000000,0.016963,0.016963,7,8,0
73,7.300,replay,0.000000,0.017873,0.017873,7,8,0
74,7.400,replay,0.000000,0.019728,0.019728,7,8,0
75,7.500,replay,0.000000,0.017143,0.017143,7,8,0
76,7.600,replay,0.000000,0.013777,0.013777,7,8,0
77,7.700,replay,0.000000,0.023956,0.023956,7,8,0
78,7.800,replay,0.000000,0.028725,0.028725,7,8,0
79,7.900,replay,0.000000,0.017082,0.017082,7,8,0
80,8.000,replay,0.000000,0.013255,0.013255,7,8,0
81,8.100,replay,0.000000,0.013074,0.013074,7,8,0
82,8.200,replay,0.000000,0.013255,0.013255,7,8,0
83,8.300,replay,0.000000,0.013144,0.013144,7,8,0
84,8.400,replay,0.000000,0.013325,0.013325,7,8,0
85,8.500,replay,0.000000,0.017263,0.017263,7,8,0
86,8.600,replay,0.000000,0.016331,0.016331,7,8,0
87,8.700,replay,0.000000,0.012954,0.012954,7,8,0
88,8.800,replay,0.000000,0.013846,0.013846,7,7,0
