step,time_s,source,destination,weight
0,0.0,aggregator,cache,16.720417
0,0.0,expert-0,aggregator,73.133648
0,0.0,expert-1,aggregator,12.213174
0,0.0,frontend,router,86.655376
0,0.0,frontend,tokenizer,61.502054
0,0.0,router,expert-0,81.275764
0,0.0,router,expert-1,13.667123
0,0.0,router,expert-2,5.234217
1,0.1,aggregator,cache,16.728233
1,0.1,expert-0,aggregator,73.167837
1,0.1,expert-1,aggregator,12.218883
1,0.1,frontend,router,86.695887
1,0.1,frontend,tokenizer,61.530806
1,0.1,router,expert-0,81.313760
1,0.1,router,expert-1,13.673512
1,0.1,router,expert-2,5.236664
2,0.2,aggregator,cache,16.651931
2,0.2,expert-0,aggregator,72.834098
2,0.2,expert-1,aggregator,12.163150
2,0.2,frontend,router,86.300442
2,0.2,frontend,tokenizer,61.250146
2,0.2,router,expert-0,80.942864
2,0.2,router,expert-1,13.611144
2,0.2,router,expert-2,5.212778
3,0.30000000000000004,aggregator,cache,17.308044
3,0.30000000000000004,expert-0,aggregator,75.703881
3,0.30000000000000004,expert-1,aggregator,12.642398
3,0.30000000000000004,frontend,router,89.700821
3,0.30000000000000004,frontend,tokenizer,63.663502
3,0.30000000000000004,router,expert-0,84.132146
3,0.30000000000000004,router,expert-1,14.147445
3,0.30000000000000004,router,expert-2,5.418170
4,0.4,aggregator,cache,16.800959
4,0.4,expert-0,aggregator,73.485934
4,0.4,expert-1,aggregator,12.272005
4,0.4,frontend,router,87.072797
4,0.4,frontend,tokenizer,61.798310
4,0.4,router,expert-0,81.667271
4,0.4,router,expert-1,13.732958
4,0.4,router,expert-2,5.259431
5,0.5,aggregator,cache,16.392550
5,0.5,expert-0,aggregator,71.699589
5,0.5,expert-1,aggregator,11.973689
5,0.5,frontend,router,84.956173
5,0.5,frontend,tokenizer,60.296076
5,0.5,router,expert-0,79.682048
5,0.5,router,expert-1,13.399128
5,0.5,router,expert-2,5.131581
6,0.6000000000000001,aggregator,cache,17.327522
6,0.6000000000000001,expert-0,aggregator,75.789074
6,0.6000000000000001,expert-1,aggregator,12.656625
6,0.6000000000000001,frontend,router,89.801765
6,0.6000000000000001,frontend,tokenizer,63.735145
6,0.6000000000000001,router,expert-0,84.226823
6,0.6000000000000001,router,expert-1,14.163366
6,0.6000000000000001,router,expert-2,5.424268
7,0.7000000000000001,aggregator,cache,16.382139
7,0.7000000000000001,expert-0,aggregator,71.654050
7,0.7000000000000001,expert-1,aggregator,11.966084
7,0.7000000000000001,frontend,router,84.902214
7,0.7000000000000001,frontend,tokenizer,60.257779
7,0.7000000000000001,router,expert-0,79.631439
7,0.7000000000000001,router,expert-1,13.390618
7,0.7000000000000001,router,expert-2,5.128322
8,0.8,aggregator,cache,18.088950
8,0.8,expert-0,aggregator,79.119496
8,0.8,expert-1,aggregator,13.212798
8,0.8,expert-2,aggregator,5.033447
8,0.8,frontend,router,93.747951
8,0.8,frontend,tokenizer,66.535878
8,0.8,router,expert-0,87.928028
8,0.8,router,expert-1,14.785751
8,0.8,router,expert-2,5.662628
9,0.9,aggregator,cache,17.656445
9,0.9,expert-0,aggregator,77.227755
9,0.9,expert-1,aggregator,12.896882
9,0.9,frontend,router,91.506445
9,0.9,frontend,tokenizer,64.945011
9,0.9,router,expert-0,85.825676
9,0.9,router,expert-1,14.432225
9,0.9,router,expert-2,5.527235
10,1.0,aggregator,cache,16.594860
10,1.0,expert-0,aggregator,72.584474
10,1.0,expert-1,aggregator,12.121463
10,1.0,frontend,router,86.004665
10,1.0,frontend,tokenizer,61.040224
10,1.0,router,expert-0,80.665449
10,1.0,router,expert-1,13.564494
10,1.0,router,expert-2,5.194913
11,1.1,aggregator,cache,16.902092
11,1.1,expert-0,aggregator,73.928282
11,1.1,expert-1,aggregator,12.345876
11,1.1,frontend,router,87.596931
11,1.1,frontend,tokenizer,62.170305
11,1.1,router,expert-0,82.158866
11,1.1,router,expert-1,13.815623
11,1.1,router,expert-2,5.291090
12,1.2000000000000002,aggregator,cache,18.293167
12,1.2000000000000002,expert-0,aggregator,80.012724
12,1.2000000000000002,expert-1,aggregator,13.361966
12,1.2000000000000002,expert-2,aggregator,5.090273
