benchmark,run_id,namespace,scale,replica_level,replica_config,workload_mode,repeat,policy,policy_display_name,step,time_s,evidence_type,request_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count,latency_ms,p50_ms,p95_ms,p99_ms,throughput_rps,error_rate,sla_ms,sla_pressure,sla_violation_ratio,worker_nodes_selected,actual_app_pods,ready_app_pods,non_empty_worker_nodes,pod_node_occupancy_ratio,pod_restarts,total_pods,cluster_cpu_utilization,cluster_memory_utilization,top_node_cpu_utilization
online-boutique,online-boutique-longmix-stageA-scale20-replica3-linear-steps200-20260612T140706Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,linear,stageA,kubernetes-default,K8s default,0,0.000,replay,mixed,0.978681,0.000000,7,1.383511,0.000000,0.388873,1.073814,,,0.000000,0.014708,0.014708,7,7,0,66.603382,66.603382,66.603382,66.603382,120.000000,0.000000,111.526316,0.597199,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-linear-steps200-20260612T140706Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,linear,stageA,cga,CGA,0,0.000,replay,mixed,0.978681,0.000000,7,1.383511,0.000000,0.388873,1.073814,,,0.000000,0.014708,0.014708,7,7,0,61.654079,61.654079,61.654079,61.654079,120.000000,0.000000,111.526316,0.552821,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-linear-steps200-20260612T140706Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,linear,stageA,hda,HDA,0,0.000,replay,mixed,0.978681,0.000000,7,1.383511,0.000000,0.388873,1.073814,,,0.000000,0.014708,0.014708,7,7,0,53.075675,53.075675,53.075675,53.075675,120.000000,0.000000,111.526316,0.475903,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-linear-steps200-20260612T140706Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,linear,stageA,kubernetes-default,K8s default,1,1.000,replay,mixed,0.979490,0.009104,7,1.413390,0.000000,0.382456,1.089210,,,0.000000,0.015488,0.015488,7,7,0,66.491244,66.491244,66.491244,66.491244,120.000000,0.000000,112.068186,0.593311,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-linear-steps200-20260612T140706Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,linear,stageA,cga,CGA,1,1.000,replay,mixed,0.979490,0.009104,7,1.413390,0.000000,0.382456,1.089210,,,0.000000,0.015488,0.015488,7,7,0,56.795908,56.795908,56.795908,56.795908,120.000000,0.000000,112.068186,0.506798,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-linear-steps200-20260612T140706Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,linear,stageA,hda,HDA,1,1.000,replay,mixed,0.979490,0.009104,7,1.413390,0.000000,0.382456,1.089210,,,0.000000,0.015488,0.015488,7,7,0,54.369213,54.369213,54.369213,54.369213,120.000000,0.000000,112.068186,0.485144,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-linear-steps200-20260612T140706Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,linear,stageA,kubernetes-default,K8s default,2,2.000,replay,mixed,0.980291,0.009046,7,1.441732,0.000000,0.376095,1.103989,,,0.000000,0.015149,0.015149,7,7,0,65.922576,65.922576,65.922576,65.922576,120.000000,0.000000,112.606628,0.585424,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-linear-steps200-20260612T140706Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,linear,stageA,cga,CGA,2,2.000,replay,mixed,0.980291,0.009046,7,1.441732,0.000000,0.376095,1.103989,,,0.000000,0.015149,0.015149,7,7,0,62.259510,62.259510,62.259510,62.259510,120.000000,0.000000,112.606628,0.552894,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-linear-steps200-20260612T140706Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,linear,stageA,hda,HDA,2,2.000,replay,mixed,0.980291,0.009046,7,1.441732,0.000000,0.376095,1.103989,,,0.000000,0.015149,0.015149,7,7,0,58.532673,58.532673,58.532673,58.532673,120.000000,0.000000,112.606628,0.519798,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-linear-steps200-20260612T140706Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,linear,stageA,kubernetes-default,K8s default,3,3.000,replay,mixed,0.975723,0.013064,7,1.468726,0.000000,0.370424,1.118101,,,0.000000,0.010049,0.010049,7,7,0,66.535010,66.535010,66.535010,66.535010,120.000000,0.000000,113.141644,0.588068,0.000000,20,,,,,,,,,
