step,time_s,request_type,probability,qps,evidence_type
0,0.000,index,0.715789,85.894737,replay
0,0.000,setCurrency,0.031579,3.789474,replay
0,0.000,browseProduct,0.157895,18.947368,replay
0,0.000,addToCart,0.031579,3.789474,replay
0,0.000,viewCart,0.047368,5.684211,replay
0,0.000,checkout,0.015789,1.894737,replay
1,1.000,index,0.710030,85.203617,replay
1,1.000,setCurrency,0.031480,3.777547,replay
1,1.000,browseProduct,0.157398,18.887735,replay
1,1.000,addToCart,0.034627,4.155224,replay
1,1.000,viewCart,0.047219,5.666321,replay
1,1.000,checkout,0.019246,2.309556,replay
2,2.000,index,0.704308,84.516901,replay
2,2.000,setCurrency,0.031381,3.765698,replay
2,2.000,browseProduct,0.156904,18.828491,replay
2,2.000,addToCart,0.037655,4.518590,replay
2,2.000,viewCart,0.047071,5.648547,replay
2,2.000,checkout,0.022681,2.721773,replay
3,3.000,index,0.698622,83.834609,replay
3,3.000,setCurrency,0.031283,3.753929,replay
3,3.000,browseProduct,0.156414,18.769646,replay
3,3.000,addToCart,0.040663,4.879503,replay
3,3.000,viewCart,0.046924,5.630894,replay
3,3.000,checkout,0.026095,3.131418,replay
4,4.000,index,0.692973,83.156763,replay
4,4.000,setCurrency,0.031185,3.742242,replay
4,4.000,browseProduct,0.155927,18.711212,replay
4,4.000,addToCart,0.043649,5.237901,replay
4,4.000,viewCart,0.046778,5.613364,replay
4,4.000,checkout,0.029488,3.538519,replay
5,5.000,index,0.687361,82.483379,replay
5,5.000,setCurrency,0.031089,3.730640,replay
5,5.000,browseProduct,0.155443,18.653198,replay
5,5.000,addToCart,0.046614,5.593719,replay
5,5.000,viewCart,0.046633,5.595959,replay
5,5.000,checkout,0.032859,3.943105,replay
6,6.000,index,0.681787,81.814474,replay
6,6.000,setCurrency,0.030993,3.719123,replay
6,6.000,browseProduct,0.154963,18.595614,replay
6,6.000,addToCart,0.049557,5.946898,replay
6,6.000,viewCart,0.046489,5.578684,replay
6,6.000,checkout,0.036210,4.345206,replay
7,7.000,index,0.676251,81.150060,replay
7,7.000,setCurrency,0.030897,3.707694,replay
7,7.000,browseProduct,0.154487,18.538471,replay
7,7.000,addToCart,0.052478,6.297378,replay
7,7.000,viewCart,0.046346,5.561541,replay
7,7.000,checkout,0.039540,4.744855,replay
8,8.000,index,0.670751,80.490149,replay
8,8.000,setCurrency,0.030803,3.696355,replay
8,8.000,browseProduct,0.154015,18.481777,replay
8,8.000,addToCart,0.055376,6.645104,replay
8,8.000,viewCart,0.046204,5.544533,replay
8,8.000,checkout,0.042851,5.142082,replay
9,9.000,index,0.665290,79.834750,replay
9,9.000,setCurrency,0.030709,3.685108,replay
9,9.000,browseProduct,0.153546,18.425540,replay
9,9.000,addToCart,0.058250,6.990019,replay
9,9.000,viewCart,0.046064,5.527662,replay
9,9.000,checkout,0.046141,5.536921,replay
10,10.000,index,0.659866,79.183868,replay
10,10.000,setCurrency,0.030616,3.673954,replay
10,10.000,browseProduct,0.153081,18.369771,replay
10,10.000,addToCart,0.061101,7.332070,replay
10,10.000,viewCart,0.045924,5.510931,replay
10,10.000,checkout,0.049412,5.929405,replay
11,11.000,index,0.654479,78.537510,replay
11,11.000,setCurrency,0.030524,3.662895,replay
11,11.000,browseProduct,0.152621,18.314477,replay
11,11.000,addToCart,0.063927,7.671206,replay
11,11.000,viewCart,0.045786,5.494343,replay
11,11.000,checkout,0.052663,6.319568,replay
12,12.000,index,0.649131,77.895677,replay
12,12.000,setCurrency,0.030433,3.651933,replay
12,12.000,browseProduct,0.152164,18.259667,replay
12,12.000,addToCart,0.066728,8.007377,replay
12,12.000,viewCart,0.045649,5.477900,replay
12,12.000,checkout,0.055895,6.707445,replay
13,13.000,index,0.643820,77.258372,replay
13,13.000,setCurrency,0.030342,3.641070,replay
13,13.000,browseProduct,0.151711,18.205348,replay
13,13.000,addToCart,0.069504,8.340535,replay
13,13.000,viewCart,0.045513,5.461604,replay
13,13.000,checkout,0.059109,7.093072,replay
14,14.000,index,0.638547,76.625592,replay
14,14.000,setCurrency,0.030253,3.630305,replay
14,14.000,browseProduct,0.151263,18.151527,replay
14,14.000,addToCart,0.072255,8.670634,replay
14,14.000,viewCart,0.045379,5.445458,replay
14,14.000,checkout,0.062304,7.476483,replay
15,15.000,index,0.633311,75.997337,replay
15,15.000,setCurrency,0.030164,3.619643,replay
15,15.000,browseProduct,0.150818,18.098213,replay
15,15.000,addToCart,0.074980,8.997627,replay
15,15.000,viewCart,0.045246,5.429464,replay
15,15.000,checkout,0.065481,7.857717,replay
16,16.000,index,0.628113,75.373600,replay
16,16.000,setCurrency,0.030076,3.609082,replay
16,16.000,browseProduct,0.150378,18.045412,replay
16,16.000,addToCart,0.077679,9.321473,replay
16,16.000,viewCart,0.045114,5.413624,replay
16,16.000,checkout,0.068640,8.236809,replay
17,17.000,index,0.622953,74.754377,replay
17,17.000,setCurrency,0.029989,3.598626,replay
17,17.000,browseProduct,0.149943,17.993131,replay
17,17.000,addToCart,0.080351,9.642130,replay
17,17.000,viewCart,0.044983,5.397939,replay
17,17.000,checkout,0.071782,8.613797,replay
18,18.000,index,0.617830,74.139659,replay
18,18.000,setCurrency,0.029902,3.588275,replay
18,18.000,browseProduct,0.149511,17.941377,replay
18,18.000,addToCart,0.082996,9.959556,replay
18,18.000,viewCart,0.044853,5.382413,replay
18,18.000,checkout,0.074906,8.988720,replay
19,19.000,index,0.612745,73.529437,replay
19,19.000,setCurrency,0.029817,3.578031,replay
19,19.000,browseProduct,0.149085,17.890155,replay
19,19.000,addToCart,0.085614,10.273715,replay
19,19.000,viewCart,0.044725,5.367047,replay
19,19.000,checkout,0.078013,9.361616,replay
20,20.000,index,0.607698,72.923701,replay
20,20.000,setCurrency,0.029732,3.567895,replay
20,20.000,browseProduct,0.148662,17.839473,replay
20,20.000,addToCart,0.088205,10.584567,replay
20,20.000,viewCart,0.044599,5.351842,replay
20,20.000,checkout,0.081104,9.732523,replay
21,21.000,index,0.602687,72.322438,replay
21,21.000,setCurrency,0.029649,3.557867,replay
21,21.000,browseProduct,0.148244,17.789335,replay
21,21.000,addToCart,0.090767,10.892077,replay
21,21.000,viewCart,0.044473,5.336801,replay
21,21.000,checkout,0.084179,10.101482,replay
22,22.000,index,0.597714,71.725635,replay
22,22.000,setCurrency,0.029566,3.547950,replay
22,22.000,browseProduct,0.147831,17.739748,replay
22,22.000,addToCart,0.093302,11.196211,replay
22,22.000,viewCart,0.044349,5.321924,replay
22,22.000,checkout,0.087238,10.468531,replay
23,23.000,index,0.592777,71.133277,replay
23,23.000,setCurrency,0.029485,3.538143,replay
