policy,policy_display_name,step,time_s,evidence_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
kubernetes-default,K8s default,0,0.000,replay,0.978681,0.000000,7,1.563267,0.000000,0.307166,0.178480,,,88.053462,135.890114,0.647975,0.000000
cga,CGA,0,0.000,replay,0.978681,0.000000,7,1.563267,0.000000,0.307166,0.178480,,,81.817154,135.890114,0.602083,0.000000
hda,HDA,0,0.000,replay,0.978681,0.000000,7,1.563267,0.000000,0.307166,0.178480,,,72.380747,135.890114,0.532642,0.000000
kubernetes-default,K8s default,1,1.000,replay,0.976378,0.003183,7,1.564522,0.000000,0.307755,0.175129,,,87.140886,135.867720,0.641366,0.000000
cga,CGA,1,1.000,replay,0.976378,0.003183,7,1.564522,0.000000,0.307755,0.175129,,,76.206572,135.867720,0.560888,0.000000
hda,HDA,1,1.000,replay,0.976378,0.003183,7,1.564522,0.000000,0.307755,0.175129,,,72.953892,135.867720,0.536948,0.000000
kubernetes-default,K8s default,2,2.000,replay,0.974189,0.003083,7,1.565837,0.000000,0.308333,0.171827,,,86.037159,135.845543,0.633345,0.000000
cga,CGA,2,2.000,replay,0.974189,0.003083,7,1.565837,0.000000,0.308333,0.171827,,,81.167218,135.845543,0.597496,0.000000
hda,HDA,2,2.000,replay,0.974189,0.003083,7,1.565837,0.000000,0.308333,0.171827,,,76.635797,135.845543,0.564139,0.000000
kubernetes-default,K8s default,3,3.000,replay,0.966759,0.008477,7,1.567212,0.000000,0.308898,0.168575,,,86.139865,135.823587,0.634204,0.000000
cga,CGA,3,3.000,replay,0.966759,0.008477,7,1.567212,0.000000,0.308898,0.168575,,,77.694069,135.823587,0.572022,0.000000
hda,HDA,3,3.000,replay,0.966759,0.008477,7,1.567212,0.000000,0.308898,0.168575,,,72.911175,135.823587,0.536808,0.000000
kubernetes-default,K8s default,4,4.000,replay,1.002093,0.034423,7,1.568649,0.000000,0.309450,0.165373,,,86.255924,135.801854,0.635160,0.000000
cga,CGA,4,4.000,replay,1.002093,0.034423,7,1.568649,0.000000,0.309450,0.165373,,,83.131212,135.801854,0.612151,0.000000
hda,HDA,4,4.000,replay,1.002093,0.034423,7,1.568649,0.000000,0.309450,0.165373,,,77.465792,135.801854,0.570433,0.000000
kubernetes-default,K8s default,5,5.000,replay,0.934081,0.068691,7,1.570147,0.000000,0.309991,0.162222,,,89.552380,135.780347,0.659539,0.000000
cga,CGA,5,5.000,replay,0.934081,0.068691,7,1.570147,0.000000,0.309991,0.162222,,,86.811217,135.780347,0.639350,0.000000
hda,HDA,5,5.000,replay,0.934081,0.068691,7,1.570147,0.000000,0.309991,0.162222,,,77.926898,135.780347,0.573919,0.000000
kubernetes-default,K8s default,6,6.000,replay,0.952292,0.018245,7,1.571707,0.000000,0.310519,0.159121,,,85.507546,135.759070,0.629848,0.000000
cga,CGA,6,6.000,replay,0.952292,0.018245,7,1.571707,0.000000,0.310519,0.159121,,,78.357260,135.759070,0.577179,0.000000
hda,HDA,6,6.000,replay,0.952292,0.018245,7,1.571707,0.000000,0.310519,0.159121,,,74.231880,135.759070,0.546791,0.000000
kubernetes-default,K8s default,7,7.000,replay,0.985291,0.032615,7,1.573331,0.000000,0.311034,0.156071,,,85.931298,135.738025,0.633067,0.000000
cga,CGA,7,7.000,replay,0.985291,0.032615,7,1.573331,0.000000,0.311034,0.156071,,,82.163034,135.738025,0.605306,0.000000
hda,HDA,7,7.000,replay,0.985291,0.032615,7,1.573331,0.000000,0.311034,0.156071,,,74.983762,135.738025,0.552415,0.000000
kubernetes-default,K8s default,8,8.000,replay,0.943147,0.043653,7,1.575018,0.000000,0.311547,0.153072,,,84.968057,135.717216,0.626067,0.000000
cga,CGA,8,8.000,replay,0.943147,0.043653,7,1.575018,0.000000,0.311547,0.153072,,,81.185939,135.717216,0.598199,0.000000
hda,HDA,8,8.000,replay,0.943147,0.043653,7,1.575018,0.000000,0.311547,0.153072,,,77.644840,135.717216,0.572108,0.000000
kubernetes-default,K8s default,9,9.000,replay,0.993439,0.049738,7,1.576769,0.000000,0.312067,0.150125,,,89.068706,135.696645,0.656381,0.000000
cga,CGA,9,9.000,replay,0.993439,0.049738,7,1.576769,0.000000,0.312067,0.150125,,,80.691259,135.696645,0.594644,0.000000
hda,HDA,9,9.000,replay,0.993439,0.049738,7,1.576769,0.000000,0.312067,0.150125,,,74.844874,135.696645,0.551560,0.000000
kubernetes-default,K8s default,10,10.000,replay,0.967814,0.026715,7,1.578584,0.000000,0.312574,0.147231,,,85.250174,135.676316,0.628335,0.000000
cga,CGA,10,10.000,replay,0.967814,0.026715,7,1.578584,0.000000,0.312574,0.147231,,,82.001240,135.676316,0.604389,0.000000
hda,HDA,10,10.000,replay,0.967814,0.026715,7,1.578584,0.000000,0.312574,0.147231,,,76.882568,135.676316,0.566662,0.000000
kubernetes-default,K8s default,11,11.000,replay,1.017496,0.047915,7,1.580465,0.000000,0.313067,0.144388,,,88.940378,135.656233,0.655631,0.000000
cga,CGA,11,11.000,replay,1.017496,0.047915,7,1.580465,0.000000,0.313067,0.144388,,,81.267166,135.656233,0.599067,0.000000
