benchmark,run_id,namespace,scale,replica_level,replica_config,workload_mode,repeat,policy,policy_display_name,step,time_s,evidence_type,request_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count,latency_ms,p50_ms,p95_ms,p99_ms,throughput_rps,error_rate,sla_ms,sla_pressure,sla_violation_ratio,worker_nodes_selected,actual_app_pods,ready_app_pods,non_empty_worker_nodes,pod_node_occupancy_ratio,pod_restarts,total_pods,cluster_cpu_utilization,cluster_memory_utilization,top_node_cpu_utilization
online-boutique,online-boutique-longmix-stageC-scale20-replica5-sinusoidal-steps500-20260612T140721Z,idyn-ob-scale20-replica5,scale20,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageC,kubernetes-default,K8s default,0,0.000,replay,mixed,0.978681,0.000000,7,1.563267,0.000000,0.307166,0.178480,,,0.000000,0.017232,0.017232,7,7,0,88.053462,88.053462,88.053462,88.053462,120.000000,0.000000,135.890114,0.647975,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica5-sinusoidal-steps500-20260612T140721Z,idyn-ob-scale20-replica5,scale20,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageC,cga,CGA,0,0.000,replay,mixed,0.978681,0.000000,7,1.563267,0.000000,0.307166,0.178480,,,0.000000,0.017232,0.017232,7,7,0,81.817154,81.817154,81.817154,81.817154,120.000000,0.000000,135.890114,0.602083,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica5-sinusoidal-steps500-20260612T140721Z,idyn-ob-scale20-replica5,scale20,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageC,hda,HDA,0,0.000,replay,mixed,0.978681,0.000000,7,1.563267,0.000000,0.307166,0.178480,,,0.000000,0.017232,0.017232,7,7,0,72.380747,72.380747,72.380747,72.380747,120.000000,0.000000,135.890114,0.532642,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica5-sinusoidal-steps500-20260612T140721Z,idyn-ob-scale20-replica5,scale20,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageC,kubernetes-default,K8s default,1,1.000,replay,mixed,0.976378,0.003183,7,1.564522,0.000000,0.307755,0.175129,,,0.000000,0.010610,0.010610,7,7,0,87.140886,87.140886,87.140886,87.140886,120.000000,0.000000,135.867720,0.641366,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica5-sinusoidal-steps500-20260612T140721Z,idyn-ob-scale20-replica5,scale20,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageC,cga,CGA,1,1.000,replay,mixed,0.976378,0.003183,7,1.564522,0.000000,0.307755,0.175129,,,0.000000,0.010610,0.010610,7,7,0,76.206572,76.206572,76.206572,76.206572,120.000000,0.000000,135.867720,0.560888,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica5-sinusoidal-steps500-20260612T140721Z,idyn-ob-scale20-replica5,scale20,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageC,hda,HDA,1,1.000,replay,mixed,0.976378,0.003183,7,1.564522,0.000000,0.307755,0.175129,,,0.000000,0.010610,0.010610,7,7,0,72.953892,72.953892,72.953892,72.953892,120.000000,0.000000,135.867720,0.536948,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica5-sinusoidal-steps500-20260612T140721Z,idyn-ob-scale20-replica5,scale20,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageC,kubernetes-default,K8s default,2,2.000,replay,mixed,0.974189,0.003083,7,1.565837,0.000000,0.308333,0.171827,,,0.000000,0.020078,0.020078,7,7,0,86.037159,86.037159,86.037159,86.037159,120.000000,0.000000,135.845543,0.633345,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica5-sinusoidal-steps500-20260612T140721Z,idyn-ob-scale20-replica5,scale20,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageC,cga,CGA,2,2.000,replay,mixed,0.974189,0.003083,7,1.565837,0.000000,0.308333,0.171827,,,0.000000,0.020078,0.020078,7,7,0,81.167218,81.167218,81.167218,81.167218,120.000000,0.000000,135.845543,0.597496,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica5-sinusoidal-steps500-20260612T140721Z,idyn-ob-scale20-replica5,scale20,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageC,hda,HDA,2,2.000,replay,mixed,0.974189,0.003083,7,1.565837,0.000000,0.308333,0.171827,,,0.000000,0.020078,0.020078,7,7,0,76.635797,76.635797,76.635797,76.635797,120.000000,0.000000,135.845543,0.564139,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica5-sinusoidal-steps500-20260612T140721Z,idyn-ob-scale20-replica5,scale20,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageC,kubernetes-default,K8s default,3,3.000,replay,mixed,0.966759,0.008477,7,1.567212,0.000000,0.308898,0.168575,,,0.000000,0.009627,0.009627,7,7,0,86.139865,86.139865,86.139865,86.139865,120.000000,0.000000,135.823587,0.634204,0.000000,20,,,,,,,,,
