step,time_s,hot_expert,expert_0_popularity,expert_1_popularity,expert_2_popularity,expert_3_popularity,expert_4_popularity,expert_5_popularity
44,4.400,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
45,4.500,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
46,4.600,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
47,4.700,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
48,4.800,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
49,4.900,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
50,5.000,5,0.075000,0.075000,0.075000,0.075000,0.075000,0.625000
51,5.100,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
52,5.200,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
53,5.300,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
54,5.400,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
55,5.500,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
56,5.600,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
57,5.700,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
58,5.800,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
59,5.900,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
60,6.000,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
61,6.100,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
62,6.200,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
63,6.300,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
64,6.400,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
65,6.500,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
66,6.600,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
67,6.700,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
68,6.800,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
69,6.900,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
70,7.000,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
71,7.100,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
72,7.200,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
73,7.300,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
74,7.400,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
75,7.500,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
76,7.600,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
77,7.700,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
78,7.800,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
79,7.900,4,0.075000,0.075000,0.075000,0.075000,0.625000,0.075000
80,8.000,3,0.075000,0.075000,0.075000,0.625000,0.075000,0.075000
81,8.100,3,0.075000,0.075000,0.075000,0.625000,0.075000,0.075000
82,8.200,3,0.075000,0.075000,0.075000,0.625000,0.075000,0.075000
83,8.300,3,0.075000,0.075000,0.075000,0.625000,0.075000,0.075000
84,8.400,3,0.075000,0.075000,0.075000,0.625000,0.075000,0.075000
85,8.500,3,0.075000,0.075000,0.075000,0.625000,0.075000,0.075000
86,8.600,3,0.075000,0.075000,0.075000,0.625000,0.075000,0.075000
87,8.700,3,0.075000,0.075000,0.075000,0.625000,0.075000,0.075000
88,8.800,3,0.075000,0.075000,0.075000,0.625000,0.075000,0.075000
89,8.900,3,0.075000,0.075000,0.075000,0.625000,0.075000,0.075000
90,9.000,3,0.075000,0.075000,0.075000,0.625000,0.075000,0.075000
91,9.100,3,0.075000,0.075000,0.075000,0.625000,0.075000,0.075000
92,9.200,3,0.075000,0.075000,0.075000,0.625000,0.075000,0.075000
93,9.300,3,0.075000,0.075000,0.075000,0.625000,0.075000,0.075000
94,9.400,2,0.075000,0.075000,0.625000,0.075000,0.075000,0.075000
95,9.500,2,0.075000,0.075000,0.625000,0.075000,0.075000,0.075000
96,9.600,2,0.075000,0.075000,0.625000,0.075000,0.075000,0.075000
97,9.700,2,0.075000,0.075000,0.625000,0.075000,0.075000,0.075000
98,9.800,2,0.075000,0.075000,0.625000,0.075000,0.075000,0.075000
99,9.900,2,0.075000,0.075000,0.625000,0.075000,0.075000,0.075000
100,10.000,2,0.075000,0.075000,0.625000,0.075000,0.075000,0.075000
101,10.100,2,0.075000,0.075000,0.625000,0.075000,0.075000,0.075000
102,10.200,2,0.075000,0.075000,0.625000,0.075000,0.075000,0.075000
103,10.300,2,0.075000,0.075000,0.625000,0.075000,0.075000,0.075000
104,10.400,2,0.075000,0.075000,0.625000,0.075000,0.075000,0.075000
105,10.500,2,0.075000,0.075000,0.625000,0.075000,0.075000,0.075000
106,10.600,2,0.075000,0.075000,0.625000,0.075000,0.075000,0.075000
107,10.700,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
108,10.800,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
109,10.900,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
110,11.000,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
111,11.100,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
112,11.200,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
113,11.300,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
114,11.400,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
115,11.500,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
116,11.600,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
117,11.700,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
118,11.800,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
119,11.900,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
120,12.000,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
121,12.100,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
122,12.200,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
123,12.300,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
124,12.400,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
125,12.500,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
126,12.600,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
127,12.700,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
128,12.800,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
129,12.900,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
130,13.000,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
131,13.100,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
132,13.200,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
133,13.300,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
134,13.400,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
135,13.500,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
136,13.600,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
137,13.700,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
138,13.800,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
139,13.900,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
140,14.000,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
141,14.100,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
142,14.200,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
143,14.300,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
144,14.400,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
145,14.500,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
146,14.600,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
147,14.700,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
148,14.800,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
149,14.900,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
150,15.000,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
151,15.100,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
152,15.200,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
153,15.300,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
154,15.400,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
155,15.500,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
156,15.600,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
157,15.700,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
158,15.800,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
159,15.900,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
160,16.000,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
161,16.100,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
162,16.200,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
163,16.300,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
164,16.400,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
165,16.500,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
166,16.600,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
167,16.700,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
168,16.800,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
169,16.900,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
170,17.000,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
171,17.100,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
172,17.200,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
173,17.300,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
174,17.400,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
175,17.500,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
176,17.600,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
177,17.700,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
178,17.800,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
179,17.900,0,0.625000,0.075000,0.075000,0.075000,0.075000,0.075000
180,18.000,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
181,18.100,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
182,18.200,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
183,18.300,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
184,18.400,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
185,18.500,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
186,18.600,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
187,18.700,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
188,18.800,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
189,18.900,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
190,19.000,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
191,19.100,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
192,19.200,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
193,19.300,1,0.075000,0.625000,0.075000,0.075000,0.075000,0.075000
194,19.400,2,0.075000,0.075000,0.625000,0.075000,0.075000,0.075000
195,19.500,2,0.075000,0.075000,0.625000,0.075000,0.075000,0.075000
196,19.600,2,0.075000,0.075000,0.625000,0.075000,0.075000,0.075000
197,19.700,2,0.075000,0.075000,0.625000,0.075000,0.075000,0.075000
198,19.800,2,0.075000,0.075000,0.625000,0.075000,0.075000,0.075000
199,19.900,2,0.075000,0.075000,0.625000,0.075000,0.075000,0.075000
