step,time_s,p_single_expert,p_multi_expert_top2,p_multi_expert_top4,p_cache_hit,p_cache_miss,p_payload_small,p_payload_large,p_batch_small,p_batch_large,qps_single_expert,qps_multi_expert_top2,qps_multi_expert_top4,qps_cache_hit,qps_cache_miss,qps_payload_small,qps_payload_large,qps_batch_small,qps_batch_large,traffic_stress,edge_jaccard_distance,weighted_edge_distance,hot_edge_rank_correlation,graph_change_rate_per_s,request_mix_entropy,top3_hotspot_churn,active_edge_count,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
16,1.600,0.149651,0.185697,0.186843,0.152553,0.098872,0.050918,0.031129,0.048764,0.095572,13.468626,16.712731,16.815875,13.729794,8.898502,4.582613,2.801579,4.388767,8.601513,1.057042,0.000000,0.043721,1.000000,0.43720997,2.967998,0.000000,13,0.395855,0.535175,,,88.748708,134.823176,0.658260,0.000000
17,1.700,0.151834,0.186569,0.185996,0.150383,0.096395,0.049292,0.031115,0.050369,0.098045,13.665098,16.791203,16.739629,13.534507,8.675550,4.436318,2.800395,4.533247,8.824053,1.055676,0.000000,0.003726,1.000000,0.03726467,2.967998,0.000000,13,0.396901,0.533675,,,83.678782,135.038634,0.619665,0.000000
18,1.800,0.153977,0.187366,0.185075,0.148175,0.093932,0.047728,0.031181,0.052035,0.100531,13.857953,16.862973,16.656731,13.335731,8.453906,4.295515,2.806316,4.683122,9.047754,0.987041,0.000000,0.062819,1.000000,0.62818686,2.967999,0.000000,13,0.397991,0.532037,,,84.002231,135.258441,0.621050,0.000000
19,1.900,0.156078,0.188089,0.184081,0.145930,0.091487,0.046226,0.031326,0.053758,0.103027,14.047000,16.927970,16.567265,13.133664,8.233787,4.160341,2.819336,4.838244,9.272395,1.058129,0.000000,0.069342,1.000000,0.69341563,2.968001,0.000000,13,0.399122,0.530269,,,87.569067,135.482378,0.646350,0.000000
20,2.000,0.158134,0.188735,0.183015,0.143650,0.089060,0.044788,0.031549,0.055538,0.105531,14.232054,16.986129,16.471317,12.928504,8.015411,4.030929,2.839442,4.998460,9.497753,1.009508,0.000000,0.043768,1.000000,0.43768429,2.968003,0.000000,13,0.400294,0.528377,,,84.809569,135.710225,0.624931,0.000000
21,2.100,0.160144,0.189304,0.181878,0.141338,0.086655,0.043416,0.031851,0.057373,0.108040,14.412931,17.037394,16.368983,12.720454,7.798994,3.907409,2.866616,5.163612,9.723608,1.061507,0.000000,0.051123,1.000000,0.51122711,2.968007,0.000000,13,0.401506,0.526370,,,94.174705,135.941758,0.692758,0.000000
22,2.200,0.162105,0.189797,0.180671,0.138997,0.084275,0.042110,0.032231,0.059262,0.110553,14.589453,17.081715,16.260363,12.509719,7.584749,3.789902,2.900829,5.333537,9.949735,0.989571,0.000000,0.065703,1.000000,0.65703455,2.968010,0.000000,13,0.402757,0.524254,,,84.300871,136.176747,0.619055,0.000000
23,2.300,0.164016,0.190212,0.179395,0.136628,0.081921,0.040872,0.032689,0.061201,0.113066,14.761445,17.119046,16.145566,12.296507,7.372887,3.678523,2.942048,5.508067,10.175912,1.066518,0.000000,0.074163,1.000000,0.74162699,2.968014,0.000000,13,0.404044,0.522038,,,93.429777,136.414962,0.684894,0.000000
24,2.400,0.165875,0.190548,0.178052,0.134234,0.079596,0.039704,0.033225,0.063189,0.115577,14.928739,17.149352,16.024703,12.081029,7.163618,3.573382,2.990232,5.687030,10.401915,1.006385,0.000000,0.054367,1.000000,0.54366893,2.968017,0.000000,13,0.405366,0.519730,,,83.557933,136.656165,0.611446,0.000000
25,2.500,0.167680,0.190807,0.176643,0.131817,0.077302,0.038606,0.033837,0.065225,0.118084,15.091169,17.172602,15.897895,11.863497,6.957149,3.474584,3.045334,5.870250,10.627521,1.077849,0.000000,0.068252,1.000000,0.68252010,2.968020,0.000000,13,0.406723,0.517339,,,90.808456,136.900121,0.663319,0.000000
26,2.600,0.169429,0.190986,0.175170,0.129379,0.075041,0.037580,0.034526,0.067306,0.120583,15.248574,17.188774,15.765266,11.644126,6.753682,3.382226,3.107300,6.057545,10.852509,1.085278,0.000000,0.010339,1.000000,0.10339185,2.968023,0.000000,13,0.408112,0.514874,,,80.145271,137.146588,0.584377,0.000000
27,2.700,0.171120,0.191087,0.173633,0.126924,0.072816,0.036627,0.035290,0.069430,0.123074,15.400800,17.197851,15.626947,11.423133,6.553419,3.296398,3.176067,6.248731,11.076654,1.041070,0.000000,0.038813,0.994505,0.38813446,2.968024,0.000000,13,0.409583,0.512342,,,85.273880,137.395322,0.620646,0.000000
28,2.800,0.172752,0.191109,0.172034,0.124453,0.070628,0.035747,0.036129,0.071596,0.125553,15.547695,17.199825,15.483076,11.200735,6.356557,3.217186,3.251570,6.443619,11.299738,1.010416,0.000000,0.027547,1.000000,0.27546904,2.968024,0.000000,13,0.411097,0.509754,,,83.030173,137.646078,0.603215,0.000000
29,2.900,0.174324,0.191052,0.170375,0.121968,0.068481,0.034941,0.037041,0.073800,0.128017,15.689116,17.194693,15.333793,10.977152,6.163291,3.144668,3.333732,6.642016,11.521539,1.015355,0.000000,0.008726,1.000000,0.08725573,2.968023,0.000000,13,0.412638,0.507117,,,86.330931,137.898610,0.626046,0.000000
30,3.000,0.175832,0.190916,0.168658,0.119473,0.066376,0.034210,0.038027,0.076041,0.130465,15.824922,17.182461,15.179247,10.752605,5.973811,3.078916,3.422473,6.843728,11.741838,1.076920,0.000000,0.058913,1.000000,0.58912745,2.968022,0.000000,13,0.414206,0.504440,,,86.118013,138.152667,0.623354,0.000000
31,3.100,0.177278,0.190702,0.166884,0.116970,0.064314,0.033555,0.039086,0.078317,0.132894,15.954980,17.163141,15.019589,10.527315,5.788305,3.019993,3.517705,7.048554,11.960418,1.055617,0.000000,0.018015,1.000000,0.18015474,2.968019,0.000000,13,0.415798,0.501732,,,90.084594,138.407998,0.650863,0.000000
32,3.200,0.178657,0.190408,0.165055,0.114461,0.062299,0.032977,0.040215,0.080625,0.135301,16.079161,17.136752,14.854977,10.301505,5.606955,2.967960,3.619334,7.256293,12.177063,1.062638,0.000000,0.010118,1.000000,0.10117634,2.968016,0.000000,13,0.417413,0.499001,,,88.341497,138.664353,0.637089,0.000000
33,3.300,0.179970,0.190037,0.163173,0.111949,0.060333,0.032476,0.041414,0.082964,0.137684,16.197343,17.103320,14.685574,10.075397,5.429940,2.922865,3.727261,7.466740,12.391560,1.068063,0.000000,0.008828,1.000000,0.08828450,2.968012,0.000000,13,0.419049,0.496255,,,93.191112,138.921477,0.670819,0.000000
34,3.400,0.181216,0.189588,0.161239,0.109436,0.058416,0.032053,0.042682,0.085330,0.140041,16.309408,17.062877,14.511547,9.849215,5.257436,2.884756,3.841377,7.679687,12.603697,1.011892,0.000000,0.051042,1.000000,0.51042224,2.968009,0.000000,13,0.420706,0.493503,,,90.823399,139.179117,0.652565,0.000000
35,3.500,0.182392,0.189061,0.159256,0.106924,0.056551,0.031707,0.044017,0.087721,0.142370,16.415247,17.015464,14.333068,9.623181,5.089612,2.853668,3.961572,7.894924,12.813264,1.048180,0.000000,0.036141,1.000000,0.36140681,2.968005,0.000000,13,0.422382,0.490751,,,87.719999,139.437020,0.629101,0.000000
36,3.600,0.183497,0.188457,0.157226,0.104417,0.054740,0.031440,0.045419,0.090136,0.144667,16.514755,16.961128,14.150313,9.397520,4.926634,2.829632,4.087726,8.112238,13.020055,0.988865,0.000000,0.055157,1.000000,0.55156727,2.968002,0.000000,13,0.424075,0.488009,,,88.811877,139.694929,0.635756,0.000000
37,3.700,0.184531,0.187777,0.155150,0.101916,0.052985,0.031252,0.046886,0.092571,0.146932,16.607833,16.899923,13.963461,9.172453,4.768662,2.812673,4.219714,8.331415,13.223865,1.034256,0.000000,0.045278,1.000000,0.45278283,2.968000,0.000000,13,0.425784,0.485282,,,89.293981,139.952592,0.638030,0.000000
38,3.800,0.185493,0.187021,0.153030,0.099424,0.051287,0.031142,0.048416,0.095025,0.149161,16.694391,16.831907,13.772699,8.948202,4.615854,2.802807,4.357407,8.552239,13.424494,1.032812,0.000000,0.003191,0.994505,0.03191493,2.967998,0.000000,13,0.427545,0.482577,,,85.483366,140.209753,0.609682,0.000000
39,3.900,0.186382,0.186191,0.150869,0.096944,0.049648,0.031112,0.050007,0.097494,0.151353,16.774342,16.757150,13.578213,8.724990,4.468359,2.800044,4.500669,8.774492,13.621744,0.978712,0.000000,0.051120,1.000000,0.51119503,2.967998,0.000000,13,0.429319,0.479902,,,89.343796,140.466158,0.636052,0.000000
40,4.000,0.187196,0.185286,0.148669,0.094478,0.048070,0.031160,0.051660,0.099977,0.153505,16.847607,16.675724,13.380195,8.503036,4.326323,2.804386,4.649357,8.997954,13.815419,1.026541,0.000000,0.047800,1.000000,0.47800256,2.967999,0.000000,13,0.431104,0.477263,,,93.841786,140.721556,0.666861,0.000000
41,4.100,0.187935,0.184308,0.146432,0.092028,0.046554,0.031287,0.053370,0.102471,0.155615,16.914115,16.587710,13.178842,8.282559,4.189886,2.815829,4.803326,9.222405,14.005328,1.036085,0.000000,0.012027,1.000000,0.12026613,2.968000,0.000000,13,0.432899,0.474665,,,87.566285,140.975693,0.621145,0.000000
42,4.200,0.188598,0.183258,0.144159,0.089598,0.045102,0.031493,0.055138,0.104974,0.157681,16.973799,16.493194,12.974352,8.063777,4.059183,2.834363,4.962424,9.447623,14.191285,0.992743,0.000000,0.040744,1.000000,0.40743566,2.968003,0.000000,13,0.434702,0.472114,,,88.488708,141.228319,0.626565,0.000000
43,4.300,0.189184,0.182136,0.141855,0.087188,0.043715,0.031777,0.056961,0.107482,0.159701,17.026601,16.392271,12.766926,7.846906,3.934343,2.859968,5.126493,9.673386,14.373106,0.998988,0.000000,0.009375,1.000000,0.09374756,2.968006,0.000000,13,0.436511,0.469616,,,89.646090,141.479184,0.633634,0.000000
44,4.400,0.189694,0.180945,0.139520,0.084802,0.042394,0.032140,0.058837,0.109994,0.161673,17.072468,16.285039,12.556770,7.632160,3.815489,2.892619,5.295372,9.899472,14.550611,1.035066,0.000000,0.035822,1.000000,0.35821968,2.968009,0.000000,13,0.438326,0.467175,,,94.466061,141.728042,0.666530,0.000000
45,4.500,0.190126,0.179684,0.137157,0.082442,0.041142,0.032581,0.060765,0.112507,0.163596,17.111356,16.171605,12.344091,7.419751,3.702738,2.932284,5.468893,10.125657,14.723625,1.049326,0.000000,0.015623,1.000000,0.15623102,2.968013,0.000000,13,0.440144,0.464797,,,87.675770,141.974645,0.617545,0.000000
46,4.600,0.190480,0.178356,0.134768,0.080110,0.039958,0.033099,0.062743,0.115019,0.165466,17.143226,16.052080,12.129098,7.209888,3.596202,2.978925,5.646886,10.351718,14.891977,0.969583,0.076923,0.084894,1.000000,0.84894488,2.968017,0.000000,12,0.411135,0.353432,,,91.195313,142.218752,0.641233,0.000000
47,4.700,0.190756,0.176962,0.132356,0.077809,0.038844,0.033694,0.064769,0.117527,0.167283,17.168046,15.926582,11.912004,7.002778,3.495986,3.032494,5.829176,10.577432,15.055502,0.951842,0.000000,0.017211,1.000000,0.17210882,2.968020,0.000000,12,0.412661,0.351029,,,88.195448,142.460121,0.619089,0.000000
48,4.800,0.190953,0.175503,0.129922,0.075540,0.037802,0.034366,0.066840,0.120029,0.169045,17.185792,15.795235,11.693023,6.798627,3.402188,3.092939,6.015581,10.802576,15.214037,1.014821,0.000000,0.063026,0.993007,0.63025707,2.968022,0.000000,12,0.414216,0.348688,,,96.335511,142.698513,0.675098,0.000000
49,4.900,0.191072,0.173980,0.127471,0.073307,0.036832,0.035113,0.068955,0.122521,0.170749,17.196447,15.658170,11.472372,6.597634,3.314902,3.160201,6.205918,11.026928,15.367427,0.989394,0.000000,0.024126,1.000000,0.24125676,2.968024,0.000000,12,0.415798,0.346412,,,91.440260,142.933695,0.639739,0.000000
50,5.000,0.191111,0.172395,0.125003,0.071111,0.035936,0.035936,0.071111,0.125003,0.172395,17.200000,15.515520,11.250267,6.400000,3.234213,3.234213,6.400000,11.250267,15.515520,0.947055,0.000000,0.041954,0.993007,0.41954360,2.968024,0.000000,12,0.417440,0.344205,,,91.210578,143.165433,0.637099,0.000000
51,5.100,0.191072,0.170749,0.122521,0.068955,0.035113,0.036832,0.073307,0.127471,0.173980,17.196447,15.367427,11.026928,6.205918,3.160201,3.314902,6.597634,11.472372,15.658170,1.030280,0.000000,0.081511,1.000000,0.81511427,2.968024,0.000000,12,0.419095,0.342070,,,94.494324,143.393498,0.658986,0.000000
52,5.200,0.190953,0.169045,0.120029,0.066840,0.034366,0.037802,0.075540,0.129922,0.175503,17.185792,15.214037,10.802576,6.015581,3.092939,3.402188,6.798627,11.693023,15.795235,0.951406,0.000000,0.075891,1.000000,0.75891311,2.968022,0.000000,12,0.420747,0.340011,,,91.104984,143.617667,0.634358,0.000000
53,5.300,0.190756,0.167283,0.117527,0.064769,0.033694,0.038844,0.077809,0.132356,0.176962,17.168046,15.055502,10.577432,5.829176,3.032494,3.495986,7.002778,11.912004,15.926582,0.987303,0.000000,0.036974,0.993007,0.36974353,2.968020,0.000000,12,0.422417,0.338030,,,94.114354,143.837717,0.654309,0.000000
54,5.400,0.190480,0.165466,0.115019,0.062743,0.033099,0.039958,0.080110,0.134768,0.178356,17.143226,14.891977,10.351718,5.646886,2.978925,3.596202,7.209888,12.129098,16.052080,0.938690,0.000000,0.048706,1.000000,0.48706257,2.968017,0.000000,12,0.424078,0.336129,,,94.670817,144.053431,0.657192,0.000000
55,5.500,0.190126,0.163596,0.112507,0.060765,0.032581,0.041142,0.082442,0.137157,0.179684,17.111356,14.723625,10.125657,5.468893,2.932284,3.702738,7.419751,12.344091,16.171605,1.009642,0.000000,0.070719,1.000000,0.70719443,2.968013,0.000000,12,0.425731,0.334311,,,93.733556,144.264597,0.649734,0.000000
56,5.600,0.189694,0.161673,0.109994,0.058837,0.032140,0.042394,0.084802,0.139520,0.180945,17.072468,14.550611,9.899472,5.295372,2.892619,3.815489,7.632160,12.556770,16.285039,0.955367,0.000000,0.053379,1.000000,0.53379478,2.968009,0.000000,12,0.427373,0.332577,,,92.271781,144.471006,0.638687,0.000000
57,5.700,0.189184,0.159701,0.107482,0.056961,0.031777,0.043715,0.087188,0.141855,0.182136,17.026601,14.373106,9.673386,5.126493,2.859968,3.934343,7.846906,12.766926,16.392271,0.927286,0.000000,0.029085,1.000000,0.29085496,2.968006,0.000000,12,0.429005,0.330930,,,93.902437,144.672454,0.649069,0.000000
58,5.800,0.188598,0.157681,0.104974,0.055138,0.031493,0.045102,0.089598,0.144159,0.183258,16.973799,14.191285,9.447623,4.962424,2.834363,4.059183,8.063777,12.974352,16.493194,0.979394,0.000000,0.053428,1.000000,0.53428390,2.968003,0.000000,12,0.430623,0.329369,,,93.307449,144.868743,0.644083,0.000000
59,5.900,0.187935,0.155615,0.102471,0.053370,0.031287,0.046554,0.092028,0.146432,0.184308,16.914115,14.005328,9.222405,4.803326,2.815829,4.189886,8.282559,13.178842,16.587710,0.922468,0.000000,0.057978,1.000000,0.57978001,2.968000,0.000000,12,0.432228,0.327897,,,93.139045,145.059679,0.642074,0.000000
60,6.000,0.187196,0.153505,0.099977,0.051660,0.031160,0.048070,0.094478,0.148669,0.185286,16.847607,13.815419,8.997954,4.649357,2.804386,4.326323,8.503036,13.380195,16.675724,0.899475,0.083333,0.035818,1.000000,0.35818351,2.967999,0.000000,11,0.399099,0.196721,,,90.536295,145.245073,0.623335,0.000000
61,6.100,0.186382,0.151353,0.097494,0.050007,0.031112,0.049648,0.096944,0.150869,0.186191,16.774342,13.621744,8.774492,4.500669,2.800044,4.468359,8.724990,13.578213,16.757150,0.920572,0.000000,0.023286,0.990909,0.23286483,2.967998,0.500000,11,0.400418,0.195308,,,86.710028,145.424743,0.596254,0.000000
62,6.200,0.185493,0.149161,0.095025,0.048416,0.031142,0.051287,0.099424,0.153030,0.187021,16.694391,13.424494,8.552239,4.357407,2.802807,4.615854,8.948202,13.772699,16.831907,0.967906,0.000000,0.049084,1.000000,0.49083759,2.967998,0.000000,11,0.401736,0.193994,,,93.307690,145.598511,0.640856,0.000000
63,6.300,0.184531,0.146932,0.092571,0.046886,0.031252,0.052985,0.101916,0.155150,0.187777,16.607833,13.223865,8.331415,4.219714,2.812673,4.768662,9.172453,13.963461,16.899923,0.882787,0.090909,0.098648,1.000000,0.98647705,2.968000,0.000000,10,0.360639,0.054040,,,93.674914,145.766205,0.642638,0.000000
64,6.400,0.183497,0.144667,0.090136,0.045419,0.031440,0.054740,0.104417,0.157226,0.188457,16.514755,13.020055,8.112238,4.087726,2.829632,4.926634,9.397520,14.150313,16.961128,0.942329,0.090909,0.074301,1.000000,0.74300543,2.968002,0.000000,11,0.404319,0.191665,,,91.652856,145.927661,0.628070,0.000000
65,6.500,0.182392,0.142370,0.087721,0.044017,0.031707,0.056551,0.106924,0.159256,0.189061,16.415247,12.813264,7.894924,3.961572,2.853668,5.089612,9.623181,14.333068,17.015464,0.902726,0.181818,0.064097,0.997725,0.64096557,2.968005,0.000000,9,0.308630,-0.069115,,,87.996656,146.082719,0.602376,0.000000
66,6.600,0.181216,0.140041,0.085330,0.042682,0.032053,0.058416,0.109436,0.161239,0.189588,16.309408,12.603697,7.679687,3.841377,2.884756,5.257436,9.849215,14.511547,17.062877,0.943392,0.100000,0.054436,1.000000,0.54436166,2.968009,0.000000,10,0.363788,0.050245,,,90.409156,146.231225,0.618262,0.000000
67,6.700,0.179970,0.137684,0.082964,0.041414,0.032476,0.060333,0.111949,0.163173,0.190037,16.197343,12.391560,7.466740,3.727261,2.922865,5.429940,10.075397,14.685574,17.103320,0.891963,0.100000,0.065067,1.000000,0.65066708,2.968012,0.000000,9,0.310096,-0.071309,,,93.994412,146.373034,0.642157,0.000000
68,6.800,0.178657,0.135301,0.080625,0.040215,0.032977,0.062299,0.114461,0.165055,0.190408,16.079161,12.177063,7.256293,3.619334,2.967960,5.606955,10.301505,14.854977,17.136752,0.871918,0.000000,0.022297,1.000000,0.22297314,2.968016,0.000000,9,0.310849,-0.072434,,,90.773642,146.508005,0.619581,0.000000
69,6.900,0.177278,0.132894,0.078317,0.039086,0.033555,0.064314,0.116970,0.166884,0.190702,15.954980,11.960418,7.048554,3.517705,3.019993,5.788305,10.527315,15.019589,17.163141,0.904008,0.000000,0.035563,1.000000,0.35562759,2.968019,0.000000,9,0.311614,-0.073577,,,90.534698,146.636005,0.617411,0.000000
70,7.000,0.175832,0.130465,0.076041,0.038027,0.034210,0.066376,0.119473,0.168658,0.190916,15.824922,11.741838,6.843728,3.422473,3.078916,5.973811,10.752605,15.179247,17.182461,0.877641,0.000000,0.029208,1.000000,0.29207506,2.968022,0.000000,9,0.312391,-0.074738,,,88.817326,146.756908,0.605200,0.000000
71,7.100,0.174324,0.128017,0.073800,0.037041,0.034941,0.068481,0.121968,0.170375,0.191052,15.689116,11.521539,6.642016,3.333732,3.144668,6.163291,10.977152,15.333793,17.194693,0.822898,0.000000,0.062518,1.000000,0.62517820,2.968023,0.000000,9,0.313180,-0.075917,,,90.546038,146.870594,0.616502,0.000000
72,7.200,0.172752,0.125553,0.071596,0.036129,0.035747,0.070628,0.124453,0.172034,0.191109,15.547695,11.299738,6.443619,3.251570,3.217186,6.356557,11.200735,15.483076,17.199825,0.889112,0.000000,0.074228,1.000000,0.74228059,2.968024,0.000000,9,0.313981,-0.077113,,,97.520609,146.976952,0.663510,0.000000
73,7.300,0.171120,0.123074,0.069430,0.035290,0.036627,0.072816,0.126924,0.173633,0.191087,15.400800,11.076654,6.248731,3.176067,3.296398,6.553419,11.423133,15.626947,17.197851,0.883297,0.000000,0.006911,1.000000,0.06910994,2.968024,0.000000,9,0.314791,-0.078328,,,87.265378,147.075876,0.593336,0.000000
74,7.400,0.169429,0.120583,0.067306,0.034526,0.037580,0.075041,0.129379,0.175170,0.190986,15.248574,10.852509,6.057545,3.107300,3.382226,6.753682,11.644126,15.765266,17.188774,0.883761,0.000000,0.001485,1.000000,0.01484690,2.968023,0.000000,9,0.315612,-0.079559,,,86.657338,147.167269,0.588836,0.000000
75,7.500,0.167680,0.118084,0.065225,0.033837,0.038606,0.077302,0.131817,0.176643,0.190807,15.091169,10.627521,5.870250,3.045334,3.474584,6.957149,11.863497,15.897895,17.172602,0.880190,0.000000,0.004632,1.000000,0.04631877,2.968020,0.000000,9,0.316442,-0.080808,,,85.428088,147.251040,0.580153,0.000000
76,7.600,0.165875,0.115577,0.063189,0.033225,0.039704,0.079596,0.134234,0.178052,0.190548,14.928739,10.401915,5.687030,2.990232,3.573382,7.163618,12.081029,16.024703,17.149352,0.829598,0.000000,0.058141,1.000000,0.58140511,2.968017,0.000000,9,0.317281,-0.082074,,,89.998116,147.327107,0.610873,0.000000
77,7.700,0.164016,0.113066,0.061201,0.032689,0.040872,0.081921,0.136628,0.179395,0.190212,14.761445,10.175912,5.508067,2.942048,3.678523,7.372887,12.296507,16.145566,17.119046,0.794941,0.111111,0.055446,1.000000,0.55446168,2.968014,0.000000,8,0.251429,-0.115385,,,83.015321,147.395395,0.563215,0.000000
78,7.800,0.162105,0.110553,0.059262,0.032231,0.042110,0.084275,0.138997,0.180671,0.189797,14.589453,9.949735,5.333537,2.900829,3.789902,7.584749,12.509719,16.260363,17.081715,0.850148,0.111111,0.076681,1.000000,0.76681211,2.968010,0.000000,9,0.318983,-0.084655,,,88.100199,147.455836,0.597468,0.000000
79,7.900,0.160144,0.108040,0.057373,0.031851,0.043416,0.086655,0.141338,0.181878,0.189304,14.412931,9.723608,5.163612,2.866616,3.907409,7.798994,12.720454,16.368983,17.037394,0.819663,0.111111,0.049426,1.000000,0.49426232,2.968007,0.000000,8,0.252819,-0.122142,,,87.101455,147.508371,0.590485,0.000000
