step,time_s,evidence_type,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count
0,0.000,replay,0.000000,0.052610,0.052610,9,13,0
1,0.100,replay,0.000000,0.021590,0.021590,9,13,0
2,0.200,replay,0.000000,0.015378,0.015378,9,13,0
3,0.300,replay,0.000000,0.030357,0.030357,9,13,0
4,0.400,replay,0.000000,0.015218,0.015218,9,13,0
5,0.500,replay,0.000000,0.021891,0.021891,9,13,0
6,0.600,replay,0.000000,0.018525,0.018525,9,13,0
7,0.700,replay,0.000000,0.014999,0.014999,9,13,0
8,0.800,replay,0.000000,0.013665,0.013665,9,13,0
9,0.900,replay,0.000000,0.013625,0.013625,9,13,0
10,1.000,replay,0.000000,0.014057,0.014057,9,13,0
11,1.100,replay,0.000000,0.029955,0.029955,9,13,0
12,1.200,replay,0.000000,0.014969,0.014969,9,13,0
13,1.300,replay,0.000000,0.014036,0.014036,9,13,0
14,1.400,replay,0.000000,0.013946,0.013946,9,13,0
15,1.500,replay,0.000000,0.014015,0.014015,9,13,0
16,1.600,replay,0.000000,0.013846,0.013846,9,13,0
17,1.700,replay,0.000000,0.017904,0.017904,9,13,0
18,1.800,replay,0.000000,0.013996,0.013996,9,13,0
19,1.900,replay,0.000000,0.014828,0.014828,9,13,0
20,2.000,replay,0.000000,0.021741,0.021741,9,13,0
21,2.100,replay,0.000000,0.014788,0.014788,9,13,0
22,2.200,replay,0.000000,0.014467,0.014467,9,13,0
23,2.300,replay,0.000000,0.032030,0.032030,9,13,0
24,2.400,replay,0.000000,0.017342,0.017342,9,13,0
25,2.500,replay,0.000000,0.013807,0.013807,9,13,0
26,2.600,replay,0.000000,0.014748,0.014748,9,13,0
27,2.700,replay,0.000000,0.013365,0.013365,9,13,0
28,2.800,replay,0.000000,0.018735,0.018735,9,13,0
29,2.900,replay,0.000000,0.017894,0.017894,9,13,0
30,3.000,replay,0.000000,0.017553,0.017553,9,13,0
31,3.100,replay,0.000000,0.016862,0.016862,9,13,0
32,3.200,replay,0.000000,0.018865,0.018865,9,13,0
33,3.300,replay,0.000000,0.023305,0.023305,9,13,0
34,3.400,replay,0.000000,0.014007,0.014007,9,13,0
35,3.500,replay,0.000000,0.013736,0.013736,9,13,0
36,3.600,replay,0.000000,0.027902,0.027902,9,13,0
37,3.700,replay,0.000000,0.037341,0.037341,9,13,0
38,3.800,replay,0.000000,0.013715,0.013715,9,13,0
39,3.900,replay,0.000000,0.013837,0.013837,9,13,0
40,4.000,replay,0.000000,0.012874,0.012874,9,13,0
41,4.100,replay,0.000000,0.017623,0.017623,9,13,0
42,4.200,replay,0.000000,0.020269,0.020269,9,13,0
43,4.300,replay,0.000000,0.016742,0.016742,9,13,0
44,4.400,replay,0.000000,0.013426,0.013426,9,13,0
45,4.500,replay,0.000000,0.013756,0.013756,9,13,0
46,4.600,replay,0.000000,0.019556,0.019556,9,13,0
47,4.700,replay,0.000000,0.013886,0.013886,9,13,0
48,4.800,replay,0.000000,0.014097,0.014097,9,13,0
49,4.900,replay,0.000000,0.013966,0.013966,9,13,0
50,5.000,replay,0.000000,0.013806,0.013806,9,13,0
51,5.100,replay,0.000000,0.019959,0.019959,9,13,0
52,5.200,replay,0.000000,0.015258,0.015258,9,13,0
53,5.300,replay,0.000000,0.013466,0.013466,9,13,0
54,5.400,replay,0.000000,0.013506,0.013506,9,13,0
55,5.500,replay,0.000000,0.013676,0.013676,9,13,0
56,5.600,replay,0.000000,0.020238,0.020238,9,13,0
57,5.700,replay,0.000000,0.014027,0.014027,9,13,0
58,5.800,replay,0.000000,0.013617,0.013617,9,13,0
59,5.900,replay,0.000000,0.014289,0.014289,9,13,0
60,6.000,replay,0.000000,0.021941,0.021941,9,13,0
