step,time_s,p_single_expert,p_multi_expert_top2,p_multi_expert_top4,p_cache_hit,p_cache_miss,p_payload_small,p_payload_large,p_batch_small,p_batch_large,qps_single_expert,qps_multi_expert_top2,qps_multi_expert_top4,qps_cache_hit,qps_cache_miss,qps_payload_small,qps_payload_large,qps_batch_small,qps_batch_large,traffic_stress,edge_jaccard_distance,weighted_edge_distance,hot_edge_rank_correlation,graph_change_rate_per_s,request_mix_entropy,top3_hotspot_churn,active_edge_count,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
10,1.000,0.121138,0.169810,0.191016,0.174834,0.128835,0.074543,0.037362,0.034689,0.067774,10.902399,15.282855,17.191404,15.735015,11.595149,6.708895,3.362585,3.121996,6.099701,0.936932,0.000000,0.062425,1.000000,0.62424913,2.968023,0.000000,13,0.390124,0.540856,,,85.791313,132.649317,0.646753,0.000000
11,1.100,0.122134,0.170488,0.191058,0.174221,0.127853,0.073652,0.036978,0.034992,0.068623,10.992090,15.343911,17.195256,15.679861,11.506796,6.628684,3.328049,3.149293,6.176060,0.953046,0.000000,0.017905,1.000000,0.17905175,2.968024,0.000000,13,0.390147,0.541052,,,82.245260,132.707770,0.619747,0.000000
12,1.200,0.123129,0.171157,0.191089,0.173598,0.126869,0.072767,0.036606,0.035307,0.069478,11.081624,15.404123,17.197972,15.623810,11.418205,6.549006,3.294566,3.177672,6.253022,1.032153,0.000000,0.077580,1.000000,0.77580041,2.968024,0.000000,13,0.390178,0.541222,,,90.187776,132.767288,0.679292,0.000000
13,1.300,0.124122,0.171816,0.191106,0.172965,0.125882,0.071887,0.036246,0.035635,0.070340,11.170988,15.463481,17.199551,15.566871,11.329390,6.469873,3.262142,3.207129,6.330576,1.015852,0.000000,0.014793,1.000000,0.14793176,2.968024,0.000000,13,0.390218,0.541366,,,78.064880,132.827859,0.587715,0.000000
14,1.400,0.125113,0.172466,0.191111,0.172323,0.124893,0.071014,0.035898,0.035974,0.071208,11.260166,15.521977,17.199993,15.509053,11.240365,6.391297,3.230781,3.237658,6.408710,1.000983,0.000000,0.013636,1.000000,0.13635639,2.968024,0.000000,13,0.390267,0.541482,,,80.381604,132.889475,0.604876,0.000000
15,1.500,0.126102,0.173107,0.191103,0.171671,0.123902,0.070148,0.035561,0.036325,0.072082,11.349145,15.579600,17.199298,15.450364,11.151145,6.313291,3.200490,3.269255,6.487410,0.981334,0.000000,0.018634,1.000000,0.18633698,2.968024,0.000000,13,0.390325,0.541572,,,78.464835,132.952127,0.590174,0.000000
16,1.600,0.127088,0.173737,0.191083,0.171009,0.122908,0.069287,0.035236,0.036688,0.072963,11.437912,15.636343,17.197467,15.390816,11.061742,6.235868,3.171273,3.301915,6.566666,1.024260,0.000000,0.042881,1.000000,0.42880560,2.968024,0.000000,13,0.390391,0.541636,,,86.414849,133.015803,0.649659,0.000000
17,1.700,0.128072,0.174358,0.191050,0.170338,0.121913,0.068434,0.034924,0.037063,0.073850,11.526451,15.692196,17.194498,15.330415,10.972172,6.159038,3.143133,3.335633,6.646463,1.022211,0.000000,0.001496,1.000000,0.01496093,2.968023,0.000000,13,0.390467,0.541672,,,81.151970,133.080495,0.609796,0.000000
18,1.800,0.129053,0.174968,0.191004,0.169657,0.120916,0.067587,0.034623,0.037449,0.074742,11.614749,15.747149,17.190394,15.269173,10.882448,6.082816,3.116077,3.370403,6.726791,0.953069,0.000000,0.066694,1.000000,0.66693753,2.968023,0.000000,13,0.390550,0.541681,,,81.653143,133.146192,0.613259,0.000000
19,1.900,0.130031,0.175569,0.190946,0.168968,0.119918,0.066747,0.034335,0.037847,0.075640,11.702793,15.801195,17.185154,15.207100,10.792585,6.007211,3.090108,3.406220,6.807635,1.023831,0.000000,0.070057,1.000000,0.70056939,2.968022,0.000000,13,0.390643,0.541663,,,84.913618,133.212883,0.637428,0.000000
20,2.000,0.131006,0.176159,0.190875,0.168269,0.118918,0.065914,0.034058,0.038256,0.076544,11.790567,15.854325,17.178780,15.144203,10.702597,5.932238,3.065230,3.443078,6.888983,0.975065,0.000000,0.046667,1.000000,0.46667434,2.968021,0.000000,13,0.390744,0.541618,,,82.158250,133.280558,0.616431,0.000000
21,2.100,0.131978,0.176739,0.190792,0.167561,0.117917,0.065088,0.033794,0.038677,0.077454,11.878059,15.906531,17.171272,15.080495,10.612498,5.857906,3.041446,3.480971,6.970822,1.027101,0.000000,0.051622,1.000000,0.51621706,2.968020,0.000000,13,0.390853,0.541546,,,91.262672,133.349207,0.684389,0.000000
22,2.200,0.132947,0.177309,0.190696,0.166844,0.116914,0.064269,0.033542,0.039110,0.078368,11.965254,15.957804,17.162631,15.015984,10.522302,5.784229,3.018762,3.519894,7.053140,0.955386,0.000000,0.068884,1.000000,0.68884487,2.968019,0.000000,13,0.390972,0.541446,,,81.443814,133.418818,0.610437,0.000000
23,2.300,0.133913,0.177868,0.190587,0.166119,0.115911,0.063458,0.033302,0.039554,0.079288,12.052139,16.008136,17.152860,14.950681,10.432023,5.711217,2.997180,3.559840,7.135923,1.032738,0.000000,0.075832,1.000000,0.75831982,2.968018,0.000000,13,0.391098,0.541320,,,90.334174,133.489380,0.676714,0.000000
24,2.400,0.134874,0.178417,0.190466,0.165384,0.114908,0.062654,0.033074,0.040009,0.080213,12.138699,16.057519,17.141959,14.884596,10.341677,5.638883,2.976704,3.600804,7.219158,0.973197,0.000000,0.056705,1.000000,0.56705428,2.968017,0.000000,13,0.391233,0.541167,,,80.433200,133.560884,0.602221,0.000000
25,2.500,0.135832,0.178955,0.190333,0.164642,0.113903,0.061858,0.032859,0.040475,0.081143,12.224922,16.105946,17.129930,14.817740,10.251276,5.567237,2.957337,3.642777,7.302833,1.045439,0.000000,0.070035,0.994505,0.70035195,2.968015,0.000000,13,0.391404,0.540986,,,87.491648,133.633316,0.654714,0.000000
26,2.600,0.136787,0.179482,0.190186,0.163890,0.112898,0.061070,0.032656,0.040953,0.082077,12.310794,16.153409,17.116775,14.750124,10.160836,5.496292,2.939082,3.685755,7.386933,1.053832,0.000000,0.008958,1.000000,0.08958040,2.968014,0.000000,13,0.391622,0.540779,,,76.579887,133.706665,0.572745,0.000000
27,2.700,0.137737,0.179999,0.190028,0.163131,0.111893,0.060290,0.032466,0.041441,0.083016,12.396301,16.199900,17.102497,14.681757,10.070371,5.426057,2.921943,3.729730,7.471446,1.010776,0.000000,0.039898,1.000000,0.39897934,2.968012,0.000000,13,0.391849,0.540546,,,81.763575,133.780921,0.611175,0.000000
28,2.800,0.138683,0.180505,0.189857,0.162363,0.110888,0.059517,0.032288,0.041941,0.083960,12.481429,16.245412,17.087097,14.612651,9.979894,5.356545,2.905920,3.774694,7.556358,0.981461,0.000000,0.028033,0.994505,0.28033350,2.968011,0.000000,13,0.392092,0.540286,,,79.435092,133.856071,0.593437,0.000000
29,2.900,0.139624,0.180999,0.189673,0.161587,0.109882,0.058753,0.032122,0.042452,0.084907,12.566166,16.289937,17.070578,14.542816,9.889420,5.287766,2.891019,3.820642,7.641656,0.987926,0.000000,0.007531,1.000000,0.07531271,2.968009,0.000000,13,0.392348,0.539999,,,82.571777,133.932104,0.616520,0.000000
30,3.000,0.140561,0.181483,0.189477,0.160803,0.108877,0.057997,0.031969,0.042973,0.085859,12.650497,16.333470,17.052942,14.472264,9.798964,5.219731,2.877239,3.867566,7.727327,1.051203,0.000000,0.061127,1.000000,0.61127015,2.968008,0.000000,13,0.392613,0.539687,,,82.356782,134.009007,0.614562,0.000000
31,3.100,0.141493,0.181956,0.189269,0.160011,0.107873,0.057249,0.031829,0.043505,0.086815,12.734409,16.376002,17.034192,14.401006,9.708540,5.152451,2.864585,3.915458,7.813356,1.031798,0.000000,0.017488,1.000000,0.17488225,2.968006,0.000000,13,0.392885,0.539348,,,86.150956,134.086768,0.642502,0.000000
32,3.200,0.142421,0.182417,0.189048,0.159212,0.106868,0.056510,0.031701,0.044048,0.087775,12.817890,16.417527,17.014332,14.329053,9.618162,5.085937,2.853057,3.964311,7.899731,1.040902,0.000000,0.009724,1.000000,0.09723814,2.968005,0.000000,13,0.393165,0.538984,,,84.333316,134.165376,0.628577,0.000000
33,3.300,0.143344,0.182867,0.188815,0.158405,0.105865,0.055780,0.031585,0.044601,0.088738,12.900926,16.458039,16.993364,14.256416,9.527844,5.020198,2.842658,4.014117,7.986438,1.048595,0.000000,0.008311,1.000000,0.08311471,2.968004,0.000000,13,0.393453,0.538594,,,89.104000,134.244817,0.663743,0.000000
34,3.400,0.144261,0.183306,0.188570,0.157590,0.104862,0.055058,0.031482,0.045165,0.089705,12.983504,16.497532,16.971292,14.183107,9.437600,4.955246,2.833389,4.064868,8.073462,0.994874,0.000000,0.050301,1.000000,0.50300608,2.968003,0.000000,13,0.393749,0.538179,,,86.743893,134.325079,0.645776,0.000000
35,3.500,0.145173,0.183733,0.188312,0.156768,0.103861,0.054345,0.031392,0.045740,0.090675,13.065611,16.535998,16.948119,14.109138,9.347445,4.891091,2.825251,4.116557,8.160791,1.033795,0.000000,0.038588,1.000000,0.38587885,2.968002,0.000000,13,0.394053,0.537739,,,83.676296,134.406150,0.622563,0.000000
36,3.600,0.146080,0.184149,0.188043,0.155939,0.102860,0.053642,0.031314,0.046324,0.091649,13.147234,16.573432,16.923848,14.034519,9.257394,4.827742,2.818247,4.169174,8.248410,0.977292,0.000000,0.053735,1.000000,0.53735332,2.968001,0.000000,13,0.394364,0.537274,,,84.639401,134.488016,0.629345,0.000000
37,3.700,0.146982,0.184554,0.187761,0.155103,0.101861,0.052947,0.031249,0.046919,0.092626,13.228359,16.609828,16.898485,13.959264,9.167459,4.765210,2.812377,4.222713,8.336305,1.025673,0.000000,0.048093,1.000000,0.48093281,2.968000,0.000000,13,0.394683,0.536785,,,85.198558,134.570665,0.633114,0.000000
38,3.800,0.147877,0.184946,0.187467,0.154260,0.100863,0.052261,0.031196,0.047524,0.093605,13.308975,16.645180,16.872032,13.883383,9.077657,4.703505,2.807642,4.277163,8.424464,1.027395,0.000000,0.003193,0.994505,0.03193196,2.967999,0.000000,13,0.395051,0.536272,,,81.231781,134.654083,0.603263,0.000000
39,3.900,0.148767,0.185328,0.187161,0.153410,0.099867,0.051585,0.031156,0.048139,0.094587,13.389068,16.679483,16.844494,13.806889,8.987999,4.642636,2.804042,4.332517,8.512871,0.976634,0.000000,0.048492,1.000000,0.48492284,2.967999,0.000000,13,0.395450,0.535735,,,85.038815,134.738258,0.631141,0.000000
40,4.000,0.149651,0.185697,0.186843,0.152553,0.098872,0.050918,0.031129,0.048764,0.095572,13.468626,16.712731,16.815875,13.729794,8.898502,4.582613,2.801579,4.388767,8.601513,1.027975,0.000000,0.050853,1.000000,0.50853241,2.967998,0.000000,13,0.395855,0.535175,,,89.685335,134.823176,0.665207,0.000000
41,4.100,0.150529,0.186055,0.186513,0.151690,0.097880,0.050261,0.031114,0.049399,0.096560,13.547637,16.744920,16.786179,13.652110,8.809179,4.523445,2.800253,4.445902,8.690375,1.041198,0.000000,0.013641,1.000000,0.13641150,2.967998,0.000000,13,0.396268,0.534591,,,83.314774,134.908824,0.617564,0.000000
42,4.200,0.151401,0.186400,0.186171,0.150821,0.096889,0.049613,0.031112,0.050043,0.097549,13.626087,16.776043,16.755412,13.573850,8.720043,4.465142,2.800063,4.503914,8.779445,1.001702,0.000000,0.037020,1.000000,0.37019940,2.967998,0.000000,13,0.396689,0.533986,,,84.073423,134.995188,0.622788,0.000000
43,4.300,0.152266,0.186734,0.185818,0.149945,0.095901,0.048975,0.031122,0.050698,0.098541,13.703965,16.806096,16.723579,13.495025,8.631110,4.407714,2.801011,4.562795,8.868707,1.011956,0.000000,0.011068,1.000000,0.11067563,2.967998,0.000000,13,0.397116,0.533358,,,85.457948,135.082255,0.632636,0.000000
44,4.400,0.153125,0.187056,0.185452,0.149063,0.094915,0.048346,0.031145,0.051361,0.099535,13.781257,16.835074,16.690683,13.415648,8.542393,4.351168,2.803095,4.622534,8.958148,1.052202,0.000000,0.039154,1.000000,0.39153570,2.967998,0.000000,13,0.397550,0.532708,,,90.287051,135.170010,0.667952,0.000000
45,4.500,0.153977,0.187366,0.185075,0.148175,0.093932,0.047728,0.031181,0.052035,0.100531,13.857953,16.862973,16.656731,13.335731,8.453906,4.295515,2.806316,4.683122,9.047754,1.070787,0.000000,0.018275,1.000000,0.18274588,2.967999,0.000000,13,0.397991,0.532037,,,83.450628,135.258441,0.616972,0.000000
46,4.600,0.154823,0.187664,0.184686,0.147281,0.092952,0.047120,0.031230,0.052717,0.101528,13.934039,16.889788,16.621728,13.255288,8.365663,4.240762,2.810672,4.744549,9.137510,0.995522,0.000000,0.069424,1.000000,0.69424209,2.968000,0.000000,13,0.398438,0.531345,,,86.354921,135.347532,0.638024,0.000000
47,4.700,0.155661,0.187950,0.184285,0.146381,0.091974,0.046521,0.031291,0.053409,0.102527,14.009504,16.915515,16.585680,13.174331,8.277678,4.186918,2.816164,4.806807,9.227402,0.982407,0.000000,0.012260,1.000000,0.12259974,2.968000,0.000000,13,0.398892,0.530633,,,83.885086,135.437271,0.619365,0.000000
48,4.800,0.156493,0.188224,0.183873,0.145476,0.091000,0.045933,0.031364,0.054110,0.103527,14.084336,16.940150,16.548591,13.092873,8.189965,4.133993,2.822791,4.869884,9.317416,1.050158,0.000000,0.065376,1.000000,0.65375749,2.968001,0.000000,13,0.399353,0.529900,,,92.248813,135.527642,0.680664,0.000000
49,4.900,0.157317,0.188485,0.183450,0.144566,0.090028,0.045355,0.031451,0.054820,0.104528,14.158523,16.963690,16.510468,13.010926,8.102538,4.081994,2.830550,4.933772,9.407538,1.029644,0.000000,0.018637,1.000000,0.18637096,2.968002,0.000000,13,0.399821,0.529148,,,87.106677,135.618632,0.642291,0.000000
50,5.000,0.158134,0.188735,0.183015,0.143650,0.089060,0.044788,0.031549,0.055538,0.105531,14.232054,16.986129,16.471317,12.928504,8.015411,4.030929,2.839442,4.998460,9.497753,0.992354,0.000000,0.035339,1.000000,0.35339264,2.968003,0.000000,13,0.400294,0.528377,,,86.973281,135.710225,0.640875,0.000000
51,5.100,0.158944,0.188972,0.182568,0.142729,0.088096,0.044231,0.031661,0.056266,0.106534,14.304916,17.007466,16.431144,12.845619,7.928597,3.980808,2.849465,5.063937,9.588048,1.080760,0.000000,0.082630,1.000000,0.82629730,2.968005,0.000000,13,0.400775,0.527588,,,90.465955,135.802409,0.666159,0.000000
52,5.200,0.159746,0.189197,0.182111,0.141803,0.087135,0.043685,0.031785,0.057002,0.107538,14.377098,17.027695,16.389956,12.762285,7.842110,3.931636,2.860617,5.130194,9.678408,1.007197,0.000000,0.067229,1.000000,0.67229175,2.968006,0.000000,13,0.401261,0.526780,,,86.894525,135.895168,0.639423,0.000000
53,5.300,0.160540,0.189409,0.181642,0.140872,0.086177,0.043149,0.031921,0.057747,0.108542,14.448589,17.046816,16.347759,12.678515,7.755964,3.883423,2.872896,5.197220,9.768819,1.048526,0.000000,0.040274,1.000000,0.40273610,2.968007,0.000000,13,0.401753,0.525955,,,90.418733,135.988487,0.664900,0.000000
54,5.400,0.161326,0.189609,0.181162,0.139937,0.085224,0.042624,0.032070,0.058500,0.109547,14.519378,17.064823,16.304559,12.594322,7.670173,3.836176,2.886301,5.265005,9.859266,1.005464,0.000000,0.040219,1.000000,0.40218953,2.968009,0.000000,13,0.402252,0.525113,,,90.654977,136.082352,0.666177,0.000000
55,5.500,0.162105,0.189797,0.180671,0.138997,0.084275,0.042110,0.032231,0.059262,0.110553,14.589453,17.081715,16.260363,12.509719,7.584749,3.789902,2.900829,5.333537,9.949735,1.082079,0.000000,0.071622,1.000000,0.71621797,2.968010,0.000000,13,0.402757,0.524254,,,90.044671,136.176747,0.661234,0.000000
56,5.600,0.162876,0.189972,0.180169,0.138052,0.083330,0.041607,0.032405,0.060031,0.111558,14.658803,17.097488,16.215180,12.424720,7.499706,3.744608,2.916478,5.402806,10.040212,1.033576,0.000000,0.043989,1.000000,0.43988508,2.968012,0.000000,13,0.403267,0.523379,,,88.360562,136.271659,0.648415,0.000000
57,5.700,0.163638,0.190135,0.179656,0.137104,0.082390,0.041114,0.032592,0.060809,0.112563,14.727417,17.112141,16.169014,12.339337,7.415059,3.700303,2.933245,5.472801,10.130683,1.011369,0.000000,0.020636,1.000000,0.20636187,2.968013,0.000000,13,0.403783,0.522489,,,90.207956,136.367072,0.661508,0.000000
58,5.800,0.164392,0.190285,0.179132,0.136151,0.081454,0.040633,0.032790,0.061595,0.113568,14.795285,17.125670,16.121875,12.253586,7.330819,3.656992,2.951129,5.543510,10.221133,1.069449,0.000000,0.055123,1.000000,0.55122838,2.968015,0.000000,13,0.404305,0.521583,,,90.035853,136.462971,0.659782,0.000000
59,5.900,0.165138,0.190423,0.178597,0.135194,0.080522,0.040163,0.033001,0.062388,0.114573,14.862396,17.138075,16.073768,12.167479,7.247001,3.614683,2.970125,5.614924,10.311549,1.018586,0.000000,0.046745,1.000000,0.46745177,2.968016,0.000000,13,0.404833,0.520664,,,89.565708,136.559340,0.655874,0.000000
60,6.000,0.165875,0.190548,0.178052,0.134234,0.079596,0.039704,0.033225,0.063189,0.115577,14.928739,17.149352,16.024703,12.081029,7.163618,3.573382,2.990232,5.687030,10.401915,1.001742,0.000000,0.015702,1.000000,0.15702240,2.968017,0.000000,13,0.405366,0.519730,,,86.759888,136.656165,0.634877,0.000000
61,6.100,0.166603,0.190661,0.177497,0.133269,0.078674,0.039257,0.033461,0.063998,0.116580,14.994304,17.159500,15.974686,11.994251,7.080683,3.533096,3.011446,5.759817,10.492218,1.029069,0.000000,0.027374,1.000000,0.27373971,2.968019,0.000000,13,0.405905,0.518783,,,84.075915,136.753431,0.614799,0.000000
62,6.200,0.167323,0.190761,0.176930,0.132302,0.077758,0.038820,0.033708,0.064814,0.117583,15.059080,17.168517,15.923726,11.907158,6.998209,3.493831,3.033763,5.833274,10.582442,1.082707,0.000000,0.050333,1.000000,0.50333064,2.968020,0.000000,13,0.406449,0.517824,,,90.560003,136.851121,0.661741,0.000000
63,6.300,0.168034,0.190849,0.176354,0.131331,0.076847,0.038395,0.033969,0.065638,0.118584,15.123057,17.176403,15.871830,11.819763,6.916208,3.455594,3.057180,5.907388,10.672575,1.003960,0.000000,0.071964,1.000000,0.71963954,2.968021,0.000000,13,0.406998,0.516852,,,90.079731,136.949221,0.657760,0.000000
64,6.400,0.168736,0.190924,0.175767,0.130356,0.075941,0.037982,0.034241,0.066468,0.119584,15.186225,17.183155,15.819008,11.732081,6.834695,3.418390,3.081694,5.982149,10.762602,1.069936,0.000000,0.062433,1.000000,0.62433332,2.968022,0.000000,13,0.407553,0.515868,,,88.699081,137.047715,0.647213,0.000000
65,6.500,0.169429,0.190986,0.175170,0.129379,0.075041,0.037580,0.034526,0.067306,0.120583,15.248574,17.188774,15.765266,11.644126,6.753682,3.382226,3.107300,6.057545,10.852509,1.036823,0.000000,0.030160,1.000000,0.30159674,2.968023,0.000000,13,0.408112,0.514874,,,84.344380,137.146588,0.614994,0.000000
66,6.600,0.170112,0.191036,0.174562,0.128399,0.074146,0.037190,0.034822,0.068151,0.121581,15.310094,17.193256,15.710614,11.555911,6.673181,3.347106,3.133994,6.133563,10.942280,1.084029,0.000000,0.044317,0.994505,0.44317238,2.968023,0.000000,13,0.408689,0.513869,,,87.858000,137.245823,0.640151,0.000000
67,6.700,0.170786,0.191073,0.173945,0.127416,0.073258,0.036812,0.035131,0.069002,0.122577,15.370776,17.196603,15.655060,11.467451,6.593205,3.313037,3.161773,6.210191,11.031903,1.039183,0.000000,0.040604,1.000000,0.40604065,2.968024,0.000000,13,0.409284,0.512853,,,91.133946,137.345405,0.663538,0.000000
68,6.800,0.171451,0.191098,0.173318,0.126431,0.072375,0.036445,0.035451,0.069860,0.123571,15.430610,17.198814,15.598613,11.378759,6.513768,3.280024,3.190631,6.287418,11.121363,1.025760,0.000000,0.012137,1.000000,0.12136787,2.968024,0.000000,13,0.409884,0.511829,,,88.782438,137.445319,0.645947,0.000000
69,6.900,0.172107,0.191110,0.172681,0.125443,0.071499,0.036090,0.035784,0.070725,0.124563,15.489586,17.199888,15.541282,11.289849,6.434881,3.248072,3.220565,6.365231,11.210646,1.064500,0.000000,0.037147,1.000000,0.37147425,2.968024,0.000000,13,0.410488,0.510796,,,89.156020,137.545549,0.648193,0.000000
70,7.000,0.172752,0.191109,0.172034,0.124453,0.070628,0.035747,0.036129,0.071596,0.125553,15.547695,17.199825,15.483076,11.200735,6.356557,3.217186,3.251570,6.443619,11.299738,1.044808,0.000000,0.017737,1.000000,0.17737270,2.968024,0.000000,13,0.411097,0.509754,,,87.135853,137.646078,0.633043,0.000000
71,7.100,0.173388,0.191096,0.171378,0.123460,0.069765,0.035415,0.036485,0.072473,0.126540,15.604929,17.198624,15.424004,11.111432,6.278808,3.187372,3.283640,6.522567,11.388624,0.996758,0.000000,0.045257,1.000000,0.45256917,2.968024,0.000000,13,0.411710,0.508704,,,88.971561,137.746892,0.645906,0.000000
72,7.200,0.174014,0.191070,0.170712,0.122466,0.068907,0.035096,0.036853,0.073356,0.127525,15.661277,17.196288,15.364076,11.021953,6.201647,3.158633,3.316770,6.602065,11.477292,1.069675,0.000000,0.068875,1.000000,0.68874728,2.968024,0.000000,13,0.412328,0.507648,,,96.482888,137.847973,0.699922,0.000000
73,7.300,0.174630,0.191031,0.170037,0.121470,0.068057,0.034789,0.037233,0.074246,0.128508,15.716731,17.192814,15.303300,10.932313,6.125086,3.130974,3.350956,6.682100,11.565725,1.070568,0.000000,0.002581,1.000000,0.02581490,2.968023,0.000000,13,0.412950,0.506584,,,86.502832,137.949307,0.627062,0.000000
74,7.400,0.175236,0.190980,0.169352,0.120473,0.067213,0.034493,0.037624,0.075141,0.129488,15.771282,17.188205,15.241687,10.842525,6.049137,3.104401,3.386192,6.762658,11.653912,1.077736,0.000000,0.007587,1.000000,0.07586908,2.968023,0.000000,13,0.413576,0.505515,,,86.571138,138.050877,0.627096,0.000000
75,7.500,0.175832,0.190916,0.168658,0.119473,0.066376,0.034210,0.038027,0.076041,0.130465,15.824922,17.182461,15.179247,10.752605,5.973811,3.078916,3.422473,6.843728,11.741838,1.080860,0.000000,0.004268,1.000000,0.04268485,2.968022,0.000000,13,0.414206,0.504440,,,85.292288,138.152667,0.617377,0.000000
76,7.600,0.176418,0.190840,0.167955,0.118473,0.065546,0.033939,0.038442,0.076948,0.131439,15.877643,17.175583,15.115988,10.662566,5.899121,3.054524,3.459792,6.925296,11.829488,1.036947,0.000000,0.039931,1.000000,0.39930547,2.968021,0.000000,13,0.414840,0.503360,,,89.456997,138.254660,0.647045,0.000000
77,7.700,0.176994,0.190751,0.167244,0.117471,0.064723,0.033680,0.038868,0.077859,0.132409,15.929435,17.167571,15.051922,10.572422,5.825079,3.031229,3.498144,7.007349,11.916850,1.008946,0.000000,0.026304,1.000000,0.26304448,2.968020,0.000000,13,0.415477,0.502276,,,82.331066,138.356842,0.595063,0.000000
78,7.800,0.177559,0.190649,0.166523,0.116469,0.063908,0.033434,0.039306,0.078776,0.133377,15.980290,17.158428,14.987058,10.482187,5.751696,3.009034,3.537522,7.089875,12.003909,1.070780,0.000000,0.058415,1.000000,0.58414724,2.968019,0.000000,13,0.416119,0.501187,,,87.970449,138.459195,0.635353,0.000000
79,7.900,0.178113,0.190535,0.165793,0.115465,0.063100,0.033199,0.039755,0.079698,0.134341,16.030202,17.148154,14.921406,10.391877,5.678984,2.987943,3.577921,7.172861,12.090651,1.046886,0.000000,0.021630,1.000000,0.21629970,2.968017,0.000000,13,0.416764,0.500096,,,86.887443,138.561704,0.627067,0.000000
