step,time_s,request_type,probability,qps,evidence_type
0,0.000,single_expert,0.111111,10.000000,replay
0,0.000,multi_expert_top2,0.162534,14.628071,replay
0,0.000,multi_expert_top4,0.189896,17.090616,replay
0,0.000,cache_hit,0.180393,16.235383,replay
0,0.000,cache_miss,0.138473,12.462545,replay
0,0.000,payload_small,0.083749,7.537455,replay
0,0.000,payload_large,0.041829,3.764617,replay
0,0.000,batch_small,0.032326,2.909384,replay
0,0.000,batch_large,0.059688,5.371929,replay
1,0.100,single_expert,0.112116,10.090475,replay
1,0.100,multi_expert_top2,0.163300,14.697014,replay
1,0.100,multi_expert_top4,0.190064,17.105767,replay
1,0.100,cache_hit,0.179885,16.189653,replay
1,0.100,cache_miss,0.137526,12.377331,replay
1,0.100,payload_small,0.082807,7.452630,replay
1,0.100,payload_large,0.041332,3.719872,replay
1,0.100,batch_small,0.032507,2.925655,replay
1,0.100,batch_large,0.060462,5.441603,replay
2,0.200,single_expert,0.113122,10.180937,replay
2,0.200,multi_expert_top2,0.164058,14.765215,replay
2,0.200,multi_expert_top4,0.190220,17.119796,replay
2,0.200,cache_hit,0.179366,16.142945,replay
2,0.200,cache_miss,0.136575,12.291742,replay
2,0.200,payload_small,0.081869,7.368208,replay
2,0.200,payload_large,0.040846,3.676118,replay
2,0.200,batch_small,0.032700,2.943043,replay
2,0.200,batch_large,0.061244,5.511996,replay
3,0.300,single_expert,0.114126,10.271369,replay
3,0.300,multi_expert_top2,0.164807,14.832663,replay
3,0.300,multi_expert_top4,0.190363,17.132701,replay
3,0.300,cache_hit,0.178836,16.095268,replay
3,0.300,cache_miss,0.135620,12.205792,replay
3,0.300,payload_small,0.080936,7.284201,replay
3,0.300,payload_large,0.040371,3.633363,replay
3,0.300,batch_small,0.032906,2.961545,replay
3,0.300,batch_large,0.062034,5.583099,replay
4,0.400,single_expert,0.115131,10.361759,replay
4,0.400,multi_expert_top2,0.165548,14.899349,replay
4,0.400,multi_expert_top4,0.190494,17.144479,replay
4,0.400,cache_hit,0.178296,16.046628,replay
4,0.400,cache_miss,0.134661,12.119492,replay
4,0.400,payload_small,0.080007,7.200623,replay
4,0.400,payload_large,0.039907,3.591613,replay
4,0.400,batch_small,0.033124,2.981159,replay
4,0.400,batch_large,0.062832,5.654898,replay
5,0.500,single_expert,0.116134,10.452092,replay
5,0.500,multi_expert_top2,0.166281,14.965261,replay
5,0.500,multi_expert_top4,0.190613,17.155129,replay
5,0.500,cache_hit,0.177745,15.997033,replay
5,0.500,cache_miss,0.133698,12.032858,replay
5,0.500,payload_small,0.079083,7.117487,replay
5,0.500,payload_large,0.039454,3.550875,replay
5,0.500,batch_small,0.033354,3.001881,replay
5,0.500,batch_large,0.063638,5.727384,replay
6,0.600,single_expert,0.117137,10.542353,replay
6,0.600,multi_expert_top2,0.167004,15.030388,replay
6,0.600,multi_expert_top4,0.190718,17.164649,replay
6,0.600,cache_hit,0.177183,15.946491,replay
6,0.600,cache_miss,0.132732,11.945904,replay
6,0.600,payload_small,0.078165,7.034806,replay
6,0.600,payload_large,0.039013,3.511156,replay
6,0.600,batch_small,0.033597,3.023708,replay
6,0.600,batch_large,0.064450,5.800545,replay
7,0.700,single_expert,0.118139,10.632529,replay
7,0.700,multi_expert_top2,0.167719,15.094722,replay
7,0.700,multi_expert_top4,0.190812,17.173038,replay
7,0.700,cache_hit,0.176611,15.895010,replay
7,0.700,cache_miss,0.131763,11.858641,replay
7,0.700,payload_small,0.077251,6.952594,replay
7,0.700,payload_large,0.038583,3.472461,replay
7,0.700,batch_small,0.033852,3.046637,replay
7,0.700,batch_large,0.065271,5.874368,replay
8,0.800,single_expert,0.119140,10.722604,replay
8,0.800,multi_expert_top2,0.168425,15.158251,replay
8,0.800,multi_expert_top4,0.190892,17.180294,replay
8,0.800,cache_hit,0.176029,15.842598,replay
8,0.800,cache_miss,0.130790,11.771086,replay
8,0.800,payload_small,0.076343,6.870862,replay
8,0.800,payload_large,0.038164,3.434797,replay
8,0.800,batch_small,0.034118,3.070664,replay
8,0.800,batch_large,0.066098,5.948843,replay
9,0.900,single_expert,0.120140,10.812566,replay
9,0.900,multi_expert_top2,0.169122,15.220965,replay
9,0.900,multi_expert_top4,0.190960,17.186417,replay
9,0.900,cache_hit,0.175436,15.789264,replay
9,0.900,cache_miss,0.129814,11.683250,replay
9,0.900,payload_small,0.075440,6.789625,replay
9,0.900,payload_large,0.037757,3.398170,replay
9,0.900,batch_small,0.034398,3.095785,replay
9,0.900,batch_large,0.066933,6.023958,replay
10,1.000,single_expert,0.121138,10.902399,replay
10,1.000,multi_expert_top2,0.169810,15.282855,replay
10,1.000,multi_expert_top4,0.191016,17.191404,replay
10,1.000,cache_hit,0.174834,15.735015,replay
10,1.000,cache_miss,0.128835,11.595149,replay
10,1.000,payload_small,0.074543,6.708895,replay
10,1.000,payload_large,0.037362,3.362585,replay
10,1.000,batch_small,0.034689,3.121996,replay
10,1.000,batch_large,0.067774,6.099701,replay
11,1.100,single_expert,0.122134,10.992090,replay
11,1.100,multi_expert_top2,0.170488,15.343911,replay
11,1.100,multi_expert_top4,0.191058,17.195256,replay
11,1.100,cache_hit,0.174221,15.679861,replay
11,1.100,cache_miss,0.127853,11.506796,replay
11,1.100,payload_small,0.073652,6.628684,replay
11,1.100,payload_large,0.036978,3.328049,replay
11,1.100,batch_small,0.034992,3.149293,replay
11,1.100,batch_large,0.068623,6.176060,replay
12,1.200,single_expert,0.123129,11.081624,replay
12,1.200,multi_expert_top2,0.171157,15.404123,replay
12,1.200,multi_expert_top4,0.191089,17.197972,replay
12,1.200,cache_hit,0.173598,15.623810,replay
12,1.200,cache_miss,0.126869,11.418205,replay
12,1.200,payload_small,0.072767,6.549006,replay
12,1.200,payload_large,0.036606,3.294566,replay
12,1.200,batch_small,0.035307,3.177672,replay
12,1.200,batch_large,0.069478,6.253022,replay
13,1.300,single_expert,0.124122,11.170988,replay
13,1.300,multi_expert_top2,0.171816,15.463481,replay
13,1.300,multi_expert_top4,0.191106,17.199551,replay
13,1.300,cache_hit,0.172965,15.566871,replay
13,1.300,cache_miss,0.125882,11.329390,replay
13,1.300,payload_small,0.071887,6.469873,replay
13,1.300,payload_large,0.036246,3.262142,replay
13,1.300,batch_small,0.035635,3.207129,replay
13,1.300,batch_large,0.070340,6.330576,replay
14,1.400,single_expert,0.125113,11.260166,replay
14,1.400,multi_expert_top2,0.172466,15.521977,replay
14,1.400,multi_expert_top4,0.191111,17.199993,replay
14,1.400,cache_hit,0.172323,15.509053,replay
14,1.400,cache_miss,0.124893,11.240365,replay
14,1.400,payload_small,0.071014,6.391297,replay
14,1.400,payload_large,0.035898,3.230781,replay
14,1.400,batch_small,0.035974,3.237658,replay
14,1.400,batch_large,0.071208,6.408710,replay
15,1.500,single_expert,0.126102,11.349145,replay
15,1.500,multi_expert_top2,0.173107,15.579600,replay
15,1.500,multi_expert_top4,0.191103,17.199298,replay
15,1.500,cache_hit,0.171671,15.450364,replay
15,1.500,cache_miss,0.123902,11.151145,replay
15,1.500,payload_small,0.070148,6.313291,replay
15,1.500,payload_large,0.035561,3.200490,replay
15,1.500,batch_small,0.036325,3.269255,replay
15,1.500,batch_large,0.072082,6.487410,replay
16,1.600,single_expert,0.127088,11.437912,replay
16,1.600,multi_expert_top2,0.173737,15.636343,replay
16,1.600,multi_expert_top4,0.191083,17.197467,replay
16,1.600,cache_hit,0.171009,15.390816,replay
16,1.600,cache_miss,0.122908,11.061742,replay
16,1.600,payload_small,0.069287,6.235868,replay
16,1.600,payload_large,0.035236,3.171273,replay
16,1.600,batch_small,0.036688,3.301915,replay
16,1.600,batch_large,0.072963,6.566666,replay
17,1.700,single_expert,0.128072,11.526451,replay
17,1.700,multi_expert_top2,0.174358,15.692196,replay
17,1.700,multi_expert_top4,0.191050,17.194498,replay
17,1.700,cache_hit,0.170338,15.330415,replay
17,1.700,cache_miss,0.121913,10.972172,replay
17,1.700,payload_small,0.068434,6.159038,replay
17,1.700,payload_large,0.034924,3.143133,replay
17,1.700,batch_small,0.037063,3.335633,replay
17,1.700,batch_large,0.073850,6.646463,replay
18,1.800,single_expert,0.129053,11.614749,replay
18,1.800,multi_expert_top2,0.174968,15.747149,replay
18,1.800,multi_expert_top4,0.191004,17.190394,replay
18,1.800,cache_hit,0.169657,15.269173,replay
18,1.800,cache_miss,0.120916,10.882448,replay
18,1.800,payload_small,0.067587,6.082816,replay
18,1.800,payload_large,0.034623,3.116077,replay
18,1.800,batch_small,0.037449,3.370403,replay
18,1.800,batch_large,0.074742,6.726791,replay
19,1.900,single_expert,0.130031,11.702793,replay
19,1.900,multi_expert_top2,0.175569,15.801195,replay
19,1.900,multi_expert_top4,0.190946,17.185154,replay
19,1.900,cache_hit,0.168968,15.207100,replay
19,1.900,cache_miss,0.119918,10.792585,replay
19,1.900,payload_small,0.066747,6.007211,replay
19,1.900,payload_large,0.034335,3.090108,replay
19,1.900,batch_small,0.037847,3.406220,replay
19,1.900,batch_large,0.075640,6.807635,replay
20,2.000,single_expert,0.131006,11.790567,replay
20,2.000,multi_expert_top2,0.176159,15.854325,replay
20,2.000,multi_expert_top4,0.190875,17.178780,replay
20,2.000,cache_hit,0.168269,15.144203,replay
20,2.000,cache_miss,0.118918,10.702597,replay
20,2.000,payload_small,0.065914,5.932238,replay
20,2.000,payload_large,0.034058,3.065230,replay
20,2.000,batch_small,0.038256,3.443078,replay
20,2.000,batch_large,0.076544,6.888983,replay
21,2.100,single_expert,0.131978,11.878059,replay
21,2.100,multi_expert_top2,0.176739,15.906531,replay
21,2.100,multi_expert_top4,0.190792,17.171272,replay
21,2.100,cache_hit,0.167561,15.080495,replay
21,2.100,cache_miss,0.117917,10.612498,replay
21,2.100,payload_small,0.065088,5.857906,replay
21,2.100,payload_large,0.033794,3.041446,replay
21,2.100,batch_small,0.038677,3.480971,replay
21,2.100,batch_large,0.077454,6.970822,replay
22,2.200,single_expert,0.132947,11.965254,replay
22,2.200,multi_expert_top2,0.177309,15.957804,replay
22,2.200,multi_expert_top4,0.190696,17.162631,replay
22,2.200,cache_hit,0.166844,15.015984,replay
22,2.200,cache_miss,0.116914,10.522302,replay
22,2.200,payload_small,0.064269,5.784229,replay
22,2.200,payload_large,0.033542,3.018762,replay
22,2.200,batch_small,0.039110,3.519894,replay
22,2.200,batch_large,0.078368,7.053140,replay
23,2.300,single_expert,0.133913,12.052139,replay
23,2.300,multi_expert_top2,0.177868,16.008136,replay
23,2.300,multi_expert_top4,0.190587,17.152860,replay
23,2.300,cache_hit,0.166119,14.950681,replay
23,2.300,cache_miss,0.115911,10.432023,replay
23,2.300,payload_small,0.063458,5.711217,replay
23,2.300,payload_large,0.033302,2.997180,replay
23,2.300,batch_small,0.039554,3.559840,replay
23,2.300,batch_large,0.079288,7.135923,replay
