worker_nodes_selected,actual_app_pods,ready_app_pods,non_empty_worker_nodes,pod_node_occupancy_ratio,empty_worker_nodes,mean_app_pods_per_non_empty_node,max_app_pods_per_node,evidence_label
45,28,27,26,0.5777777777777777,19,1.0769230769230769,2,worker-pool/candidate-space evidence
