samples,service_count,active_edges_median,active_edges_max,density_median,sparse_query_count,dense_logical_query_count,query_reduction_ratio_vs_dense,prometheus_query_latency_p50_ms,prometheus_query_latency_p95_ms,graph_build_wall_p50_ms,graph_build_wall_p95_ms,graph_build_cpu_p50_ms,graph_build_cpu_p95_ms,gda_total_wall_p50_ms,gda_total_wall_p95_ms,peak_python_memory_p95_mib,dense_local_pair_scan_wall_p95_ms,metric_sources
7,27,0.0,0.0,0.0,2,1404,702.0,3.6472007632255554,4.157952032983303,0.18949713557958603,0.3078412264585495,0.18085900000031074,0.2894630000014331,3.834071569144726,4.348930902779102,0.0116729736328125,0.06979098543524742,['istio_requests_total_fallback']
