LAST SEEN   TYPE      REASON              OBJECT                                        MESSAGE
8s          Normal    Scheduled           pod/compose-post-service-d9d968886-6mnnh      Successfully assigned social-smoke-scale45-20260523t172701z/compose-post-service-d9d968886-6mnnh to emu-worker-10
6s          Normal    Scheduled           pod/user-timeline-service-78f6c6888b-bzxlt    Successfully assigned social-smoke-scale45-20260523t172701z/user-timeline-service-78f6c6888b-bzxlt to emu-worker-3
6s          Normal    Scheduled           pod/user-service-7cf64594cb-qh6nn             Successfully assigned social-smoke-scale45-20260523t172701z/user-service-7cf64594cb-qh6nn to emu-worker-4
6s          Normal    Scheduled           pod/unique-id-service-65c8d89cb-dccr9         Successfully assigned social-smoke-scale45-20260523t172701z/unique-id-service-65c8d89cb-dccr9 to emu-worker-1
6s          Normal    Scheduled           pod/text-service-57cf59879d-2zr5h             Successfully assigned social-smoke-scale45-20260523t172701z/text-service-57cf59879d-2zr5h to emu-worker-4
7s          Normal    Scheduled           pod/home-timeline-service-5977755cfd-bzkzd    Successfully assigned social-smoke-scale45-20260523t172701z/home-timeline-service-5977755cfd-bzkzd to emu-worker-3
8s          Normal    Scheduled           pod/nginx-thrift-66f67c497d-565kv             Successfully assigned social-smoke-scale45-20260523t172701z/nginx-thrift-66f67c497d-565kv to emu-worker-10
6s          Normal    Scheduled           pod/media-service-67f69f7dd4-6c5b6            Successfully assigned social-smoke-scale45-20260523t172701z/media-service-67f69f7dd4-6c5b6 to emu-worker-6
8s          Normal    SuccessfulCreate    replicaset/compose-post-service-d9d968886     Created pod: compose-post-service-d9d968886-6mnnh
8s          Normal    ScalingReplicaSet   deployment/compose-post-service               Scaled up replica set compose-post-service-d9d968886 from 0 to 1
8s          Normal    ScalingReplicaSet   deployment/nginx-thrift                       Scaled up replica set nginx-thrift-66f67c497d from 0 to 1
8s          Normal    SuccessfulCreate    replicaset/nginx-thrift-66f67c497d            Created pod: nginx-thrift-66f67c497d-565kv
7s          Normal    ScalingReplicaSet   deployment/home-timeline-service              Scaled up replica set home-timeline-service-5977755cfd from 0 to 1
7s          Normal    SuccessfulCreate    replicaset/home-timeline-service-5977755cfd   Created pod: home-timeline-service-5977755cfd-bzkzd
7s          Normal    ScalingReplicaSet   deployment/user-timeline-service              Scaled up replica set user-timeline-service-78f6c6888b from 0 to 1
7s          Normal    SuccessfulCreate    replicaset/user-timeline-service-78f6c6888b   Created pod: user-timeline-service-78f6c6888b-bzxlt
6s          Normal    Started             pod/compose-post-service-d9d968886-6mnnh      Container started
6s          Normal    Pulled              pod/user-timeline-service-78f6c6888b-bzxlt    Container image "python:3.11-slim" already present on machine and can be accessed by the pod
6s          Normal    ScalingReplicaSet   deployment/media-service                      Scaled up replica set media-service-67f69f7dd4 from 0 to 1
6s          Normal    Started             pod/home-timeline-service-5977755cfd-bzkzd    Container started
6s          Normal    Pulled              pod/nginx-thrift-66f67c497d-565kv             Container image "python:3.11-slim" already present on machine and can be accessed by the pod
6s          Normal    Created             pod/nginx-thrift-66f67c497d-565kv             Container created
6s          Normal    Started             pod/nginx-thrift-66f67c497d-565kv             Container started
6s          Normal    Created             pod/home-timeline-service-5977755cfd-bzkzd    Container created
6s          Normal    Pulled              pod/home-timeline-service-5977755cfd-bzkzd    Container image "python:3.11-slim" already present on machine and can be accessed by the pod
6s          Normal    SuccessfulCreate    replicaset/unique-id-service-65c8d89cb        Created pod: unique-id-service-65c8d89cb-dccr9
6s          Normal    Pulled              pod/compose-post-service-d9d968886-6mnnh      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
6s          Normal    ScalingReplicaSet   deployment/user-service                       Scaled up replica set user-service-7cf64594cb from 0 to 1
6s          Normal    SuccessfulCreate    replicaset/user-service-7cf64594cb            Created pod: user-service-7cf64594cb-qh6nn
