request_id,endpoint,status,latency_ms,bytes,error
0,/wrk2-api/post/compose,200,61.21206399984658,95,
1,/wrk2-api/home-timeline/read,200,28.079055016860366,99,
2,/wrk2-api/user-timeline/read,200,22.85541908349842,101,
3,/wrk2-api/post/compose,200,56.90505600068718,94,
4,/wrk2-api/home-timeline/read,200,26.94569097366184,100,
5,/wrk2-api/user-timeline/read,200,21.651813993230462,101,
6,/wrk2-api/post/compose,200,54.15373493451625,94,
7,/wrk2-api/home-timeline/read,200,31.72744403127581,101,
8,/wrk2-api/user-timeline/read,200,14.949184958823025,99,
9,/wrk2-api/post/compose,200,55.06050295662135,95,
10,/wrk2-api/home-timeline/read,200,20.433779922313988,101,
11,/wrk2-api/user-timeline/read,200,17.41699199192226,100,
12,/wrk2-api/post/compose,200,49.2098469985649,94,
13,/wrk2-api/home-timeline/read,200,16.845674952492118,101,
14,/wrk2-api/user-timeline/read,200,14.806405990384519,100,
15,/wrk2-api/post/compose,200,51.2061360059306,95,
16,/wrk2-api/home-timeline/read,200,19.898724043741822,101,
17,/wrk2-api/user-timeline/read,200,16.280842013657093,100,
18,/wrk2-api/post/compose,200,99.60138809401542,94,
19,/wrk2-api/home-timeline/read,200,21.14062092732638,100,
20,/wrk2-api/user-timeline/read,200,21.186247002333403,101,
21,/wrk2-api/post/compose,200,103.03498501889408,94,
22,/wrk2-api/home-timeline/read,200,18.740363069809973,101,
23,/wrk2-api/user-timeline/read,200,13.388257008045912,99,
24,/wrk2-api/post/compose,200,105.85884097963572,94,
25,/wrk2-api/home-timeline/read,200,74.00767505168915,100,
26,/wrk2-api/user-timeline/read,200,15.938758035190403,100,
27,/wrk2-api/post/compose,200,156.5482539590448,94,
28,/wrk2-api/home-timeline/read,200,69.74724296014756,100,
29,/wrk2-api/user-timeline/read,200,67.2795670107007,100,
30,/wrk2-api/post/compose,200,150.58572904672474,94,
31,/wrk2-api/home-timeline/read,200,22.53660000860691,100,
32,/wrk2-api/user-timeline/read,200,14.577043941244483,99,
33,/wrk2-api/post/compose,200,107.4958830140531,95,
34,/wrk2-api/home-timeline/read,200,28.40439695864916,101,
35,/wrk2-api/user-timeline/read,200,16.48382400162518,101,
36,/wrk2-api/post/compose,200,108.1037170952186,95,
37,/wrk2-api/home-timeline/read,200,73.83746502455324,100,
38,/wrk2-api/user-timeline/read,200,68.93148797098547,100,
39,/wrk2-api/post/compose,200,100.71325302124023,94,
40,/wrk2-api/home-timeline/read,200,70.73494303040206,101,
41,/wrk2-api/user-timeline/read,200,16.206020954996347,100,
42,/wrk2-api/post/compose,200,106.45148705225438,94,
43,/wrk2-api/home-timeline/read,200,21.309860982000828,101,
44,/wrk2-api/user-timeline/read,200,21.608151961117983,101,
45,/wrk2-api/post/compose,200,96.37051692698151,94,
46,/wrk2-api/home-timeline/read,200,23.389664944261312,100,
47,/wrk2-api/user-timeline/read,200,16.872315085493028,100,
48,/wrk2-api/post/compose,200,103.20223902817816,94,
49,/wrk2-api/home-timeline/read,200,74.7001679847017,100,
50,/wrk2-api/user-timeline/read,200,74.40290797967464,98,
51,/wrk2-api/post/compose,200,104.58187607582659,94,
52,/wrk2-api/home-timeline/read,200,74.72166803199798,101,
53,/wrk2-api/user-timeline/read,200,72.55136291496456,100,
54,/wrk2-api/post/compose,200,45.80727103166282,94,
55,/wrk2-api/home-timeline/read,200,23.63011904526502,101,
56,/wrk2-api/user-timeline/read,200,19.686332903802395,101,
57,/wrk2-api/post/compose,200,43.81831607315689,94,
58,/wrk2-api/home-timeline/read,200,21.599046071060002,100,
59,/wrk2-api/user-timeline/read,200,16.236188006587327,100,
