step,time_s,request_type,probability,qps,evidence_type
0,0.000,index,0.041687,5.002437,replay
0,0.000,setCurrency,0.135361,16.243297,replay
0,0.000,browseProduct,0.676804,81.216486,replay
0,0.000,addToCart,0.083374,10.004875,replay
0,0.000,viewCart,0.047081,5.649678,replay
0,0.000,checkout,0.015694,1.883226,replay
1,1.000,index,0.041923,5.030781,replay
1,1.000,setCurrency,0.135702,16.284297,replay
1,1.000,browseProduct,0.676624,81.194925,replay
1,1.000,addToCart,0.083091,9.970937,replay
1,1.000,viewCart,0.046853,5.622302,replay
1,1.000,checkout,0.015806,1.896757,replay
2,2.000,index,0.042160,5.059229,replay
2,2.000,setCurrency,0.136044,16.325276,replay
2,2.000,browseProduct,0.676440,81.172750,replay
2,2.000,addToCart,0.082808,9.937006,replay
2,2.000,viewCart,0.046627,5.595281,replay
2,2.000,checkout,0.015920,1.910457,replay
3,3.000,index,0.042398,5.087783,replay
3,3.000,setCurrency,0.136385,16.366234,replay
3,3.000,browseProduct,0.676250,81.149959,replay
3,3.000,addToCart,0.082526,9.903080,replay
3,3.000,viewCart,0.046405,5.568617,replay
3,3.000,checkout,0.016036,1.924327,replay
4,4.000,index,0.042637,5.116441,replay
4,4.000,setCurrency,0.136726,16.407170,replay
4,4.000,browseProduct,0.676055,81.126549,replay
4,4.000,addToCart,0.082243,9.869162,replay
4,4.000,viewCart,0.046186,5.542311,replay
4,4.000,checkout,0.016153,1.938367,replay
5,5.000,index,0.042877,5.145204,replay
5,5.000,setCurrency,0.137067,16.448082,replay
5,5.000,browseProduct,0.675854,81.102519,replay
5,5.000,addToCart,0.081960,9.835251,replay
5,5.000,viewCart,0.045970,5.516365,replay
5,5.000,checkout,0.016271,1.952578,replay
6,6.000,index,0.043117,5.174072,replay
6,6.000,setCurrency,0.137408,16.488971,replay
6,6.000,browseProduct,0.675649,81.077868,replay
6,6.000,addToCart,0.081678,9.801348,replay
6,6.000,viewCart,0.045757,5.490781,replay
6,6.000,checkout,0.016391,1.966959,replay
7,7.000,index,0.043359,5.203044,replay
7,7.000,setCurrency,0.137749,16.529836,replay
7,7.000,browseProduct,0.675438,81.052593,replay
7,7.000,addToCart,0.081395,9.767454,replay
7,7.000,viewCart,0.045546,5.465560,replay
7,7.000,checkout,0.016513,1.981512,replay
8,8.000,index,0.043601,5.232122,replay
8,8.000,setCurrency,0.138089,16.570676,replay
8,8.000,browseProduct,0.675222,81.026693,replay
8,8.000,addToCart,0.081113,9.733569,replay
8,8.000,viewCart,0.045339,5.440704,replay
8,8.000,checkout,0.016635,1.996237,replay
9,9.000,index,0.043844,5.261303,replay
9,9.000,setCurrency,0.138429,16.611490,replay
