step,time_s,p_index,p_setCurrency,p_browseProduct,p_addToCart,p_viewCart,p_checkout,qps_index,qps_setCurrency,qps_browseProduct,qps_addToCart,qps_viewCart,qps_checkout,traffic_stress,edge_jaccard_distance,weighted_edge_distance,hot_edge_rank_correlation,graph_change_rate_per_s,request_mix_entropy,top3_hotspot_churn,active_edge_count,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
15,15.000,0.045322,0.140465,0.673564,0.079139,0.043976,0.017535,5.438583,16.855790,80.827722,9.496676,5.277080,2.104149,0.955035,0.000000,0.063456,1.000000,0.06345577,1.574166,0.000000,7,0.311287,0.154565,,,87.729777,135.727591,0.646367,0.000000
16,16.000,0.045571,0.140803,0.673306,0.078857,0.043793,0.017669,5.468494,16.896402,80.796750,9.462885,5.255207,2.120262,0.953677,0.000000,0.001883,0.964286,0.00188303,1.575018,0.000000,7,0.311547,0.153072,,,86.524284,135.717216,0.637534,0.000000
17,17.000,0.045821,0.141142,0.673043,0.078576,0.043614,0.017805,5.498509,16.936982,80.765136,9.429108,5.233715,2.136549,0.932009,0.000000,0.023174,1.000000,0.02317411,1.575885,0.000000,7,0.311809,0.151592,,,83.218345,135.706900,0.613221,0.000000
18,18.000,0.046072,0.141479,0.672774,0.078295,0.043438,0.017942,5.528627,16.977530,80.732878,9.395346,5.212606,2.153013,0.958118,0.000000,0.026795,1.000000,0.02679467,1.576769,0.000000,7,0.312067,0.150125,,,83.546351,135.696645,0.615685,0.000000
19,19.000,0.046324,0.141817,0.672500,0.078013,0.043266,0.018080,5.558849,17.018044,80.699973,9.361600,5.191882,2.169652,0.956003,0.000000,0.002678,1.000000,0.00267797,1.577668,0.000000,7,0.312322,0.148671,,,86.628724,135.686450,0.638448,0.000000
20,20.000,0.046576,0.142154,0.672220,0.077732,0.043096,0.018221,5.589175,17.058524,80.666420,9.327870,5.171543,2.186468,0.983954,0.000000,0.027946,1.000000,0.02794578,1.578584,0.000000,7,0.312574,0.147231,,,81.071877,135.676316,0.597539,0.000000
21,21.000,0.046830,0.142491,0.671935,0.077451,0.042930,0.018362,5.619604,17.098969,80.632217,9.294157,5.151594,2.203460,1.030524,0.000000,0.044735,1.000000,0.04473520,1.579517,0.000000,7,0.312822,0.145803,,,84.202788,135.666244,0.620661,0.000000
22,22.000,0.047084,0.142828,0.671645,0.077171,0.042767,0.018505,5.650136,17.139377,80.597361,9.260462,5.132034,2.220631,0.963095,0.000000,0.065881,1.000000,0.06588141,1.580465,0.000000,7,0.313067,0.144388,,,90.618765,135.656233,0.668003,0.000000
23,23.000,0.047340,0.143165,0.671349,0.076890,0.042607,0.018650,5.680771,17.179749,80.561851,9.226785,5.112867,2.237978,1.006382,0.000000,0.042549,1.000000,0.04254872,1.581430,0.000000,7,0.313309,0.142987,,,83.880230,135.646284,0.618375,0.000000
24,24.000,0.047596,0.143501,0.671047,0.076609,0.042451,0.018796,5.711509,17.220083,80.525684,9.193126,5.094093,2.255504,0.970929,0.000000,0.035698,1.000000,0.03569807,1.582412,0.000000,7,0.313548,0.141599,,,87.152148,135.636398,0.642542,0.000000
25,25.000,0.047853,0.143836,0.670740,0.076329,0.042298,0.018943,5.742351,17.260378,80.488859,9.159488,5.075716,2.273209,0.970564,0.000000,0.000867,1.000000,0.00086687,1.583410,0.000000,7,0.313783,0.140224,,,84.986547,135.626575,0.626622,0.000000
26,26.000,0.048111,0.144172,0.670428,0.076049,0.042148,0.019092,5.773294,17.300634,80.451373,9.125870,5.057736,2.291092,0.960182,0.000000,0.011185,1.000000,0.01118544,1.584425,0.000000,7,0.314016,0.138862,,,83.154019,135.616816,0.613154,0.000000
27,27.000,0.048370,0.144507,0.670110,0.075769,0.042001,0.019243,5.804341,17.340850,80.413225,9.092272,5.040157,2.309155,1.022493,0.000000,0.060473,1.000000,0.06047324,1.585457,0.000000,7,0.314244,0.137514,,,85.526447,135.607120,0.630693,0.000000
28,28.000,0.048629,0.144842,0.669787,0.075489,0.041858,0.019395,5.835490,17.381024,80.374413,9.058697,5.022979,2.327397,1.035734,0.000000,0.012290,1.000000,0.01228956,1.586505,0.000000,7,0.314469,0.136180,,,89.532535,135.597489,0.660282,0.000000
29,29.000,0.048890,0.145176,0.669458,0.075210,0.041718,0.019548,5.866742,17.421156,80.334933,9.025143,5.006205,2.345820,0.962189,0.000000,0.071476,1.000000,0.07147607,1.587570,0.000000,7,0.314691,0.134859,,,88.421806,135.587922,0.652136,0.000000
30,30.000,0.049151,0.145510,0.669123,0.074930,0.041582,0.019704,5.898095,17.461246,80.294786,8.991613,4.989837,2.364423,1.012546,0.000000,0.049251,1.000000,0.04925090,1.588653,0.000000,7,0.314910,0.133552,,,87.196088,135.578420,0.643141,0.000000
31,31.000,0.049413,0.145844,0.668783,0.074651,0.041449,0.019860,5.929551,17.501291,80.253967,8.958107,4.973877,2.383208,1.013412,0.000000,0.000700,1.000000,0.00070048,1.589752,0.000000,7,0.315125,0.132258,,,85.370486,135.568985,0.629720,0.000000
32,32.000,0.049676,0.146177,0.668437,0.074372,0.041319,0.020018,5.961109,17.541291,80.212475,8.924625,4.958326,2.402174,1.011955,0.000000,0.001951,1.000000,0.00195149,1.590869,0.000000,7,0.315336,0.130978,,,88.316295,135.559615,0.651494,0.000000
33,33.000,0.049940,0.146510,0.668086,0.074093,0.041193,0.020178,5.992768,17.581246,80.170309,8.891168,4.943188,2.421321,0.982231,0.000000,0.029875,1.000000,0.02987465,1.592002,0.000000,7,0.315544,0.129712,,,89.364721,135.550312,0.659273,0.000000
34,34.000,0.050204,0.146843,0.667729,0.073814,0.041071,0.020339,6.024529,17.621153,80.127465,8.857738,4.928464,2.440651,0.955958,0.000000,0.027256,1.000000,0.02725562,1.593153,0.000000,7,0.315749,0.128460,,,82.773280,135.541076,0.610688,0.000000
35,35.000,0.050470,0.147175,0.667366,0.073536,0.040951,0.020501,6.056391,17.661013,80.083942,8.824334,4.914155,2.460164,1.016889,0.000000,0.059426,1.000000,0.05942634,1.594322,0.000000,7,0.315950,0.127221,,,88.238355,135.531907,0.651052,0.000000
36,36.000,0.050736,0.147507,0.666998,0.073258,0.040836,0.020665,6.088355,17.700824,80.039738,8.790957,4.900265,2.479860,0.993152,0.000000,0.023857,1.000000,0.02385745,1.595507,0.000000,7,0.316147,0.125997,,,82.568021,135.522807,0.609256,0.000000
37,37.000,0.051003,0.147838,0.666624,0.072980,0.040723,0.020831,6.120420,17.740586,79.994851,8.757609,4.886795,2.499739,0.989138,0.000000,0.004571,1.000000,0.00457054,1.596711,0.000000,7,0.316341,0.124786,,,85.547595,135.513774,0.631283,0.000000
38,38.000,0.051272,0.148169,0.666244,0.072702,0.040615,0.020998,6.152586,17.780296,79.949278,8.724290,4.873748,2.519803,1.026941,0.000000,0.036296,1.000000,0.03629649,1.597931,0.000000,7,0.316531,0.123590,,,86.528010,135.504811,0.638560,0.000000
39,39.000,0.051540,0.148500,0.665858,0.072425,0.040509,0.021167,6.184852,17.819955,79.903017,8.691001,4.861124,2.540051,0.964441,0.000000,0.061366,1.000000,0.06136602,1.599170,0.000000,7,0.316717,0.122408,,,86.160879,135.495917,0.635893,0.000000
40,40.000,0.051810,0.148830,0.665467,0.072148,0.040408,0.021337,6.217219,17.859561,79.856066,8.657742,4.848928,2.560483,0.973081,0.000000,0.008342,1.000000,0.00834244,1.600426,0.000000,7,0.316900,0.121240,,,81.546044,135.487093,0.601873,0.000000
41,41.000,0.052081,0.149159,0.665070,0.071871,0.040310,0.021509,6.249687,17.899114,79.808423,8.624514,4.837160,2.581101,0.980257,0.000000,0.006780,1.000000,0.00677984,1.601700,0.000000,7,0.317079,0.120087,,,83.242072,135.478340,0.614431,0.000000
42,42.000,0.052352,0.149488,0.664667,0.071594,0.040215,0.021683,6.282254,17.938612,79.760086,8.591319,4.825824,2.601905,1.049836,0.000000,0.065764,1.000000,0.06576407,1.602991,0.000000,7,0.317255,0.118948,,,90.589543,135.469657,0.668707,0.000000
43,43.000,0.052624,0.149817,0.664259,0.071318,0.040124,0.021857,6.314922,17.978054,79.711053,8.558157,4.814920,2.622895,0.999750,0.000000,0.048233,1.000000,0.04823337,1.604301,0.000000,7,0.317426,0.117823,,,85.182290,135.461046,0.628832,0.000000
44,44.000,0.052897,0.150145,0.663844,0.071042,0.040037,0.022034,6.347689,18.017439,79.661321,8.525029,4.804452,2.644071,1.004854,0.000000,0.004527,1.000000,0.00452706,1.605629,0.000000,7,0.317594,0.116713,,,88.871821,135.452506,0.656111,0.000000
45,45.000,0.053171,0.150473,0.663424,0.070766,0.039954,0.022212,6.380556,18.056766,79.610888,8.491935,4.794421,2.665434,1.032776,0.000000,0.026492,1.000000,0.02649217,1.606974,0.000000,7,0.317758,0.115618,,,89.016537,135.444039,0.657220,0.000000
46,46.000,0.053446,0.150800,0.662998,0.070491,0.039874,0.022392,6.413522,18.096033,79.559752,8.458877,4.784831,2.686985,0.986793,0.000000,0.045061,1.000000,0.04506055,1.608338,0.000000,7,0.317918,0.114537,,,86.531915,135.435645,0.638915,0.000000
47,47.000,0.053722,0.151127,0.662566,0.070215,0.039797,0.022573,6.446587,18.135241,79.507911,8.425856,4.775682,2.708723,0.962714,0.000000,0.024953,1.000000,0.02495301,1.609720,0.000000,7,0.318075,0.113472,,,83.664073,135.427324,0.617778,0.000000
48,48.000,0.053998,0.151453,0.662128,0.069941,0.039725,0.022755,6.479751,18.174388,79.455363,8.392871,4.766977,2.730650,0.984021,0.000000,0.021096,1.000000,0.02109627,1.611120,0.000000,7,0.318227,0.112421,,,85.494951,135.419077,0.631336,0.000000
49,49.000,0.054275,0.151779,0.661684,0.069666,0.039656,0.022940,6.513014,18.213472,79.402105,8.359925,4.758720,2.752765,0.964091,0.000000,0.020814,1.000000,0.02081403,1.612538,0.000000,7,0.318376,0.111385,,,83.424982,135.410905,0.616088,0.000000
50,50.000,0.054553,0.152104,0.661234,0.069392,0.039591,0.023126,6.546375,18.252493,79.348135,8.327017,4.750911,2.775070,1.030403,0.000000,0.063816,1.000000,0.06381635,1.613975,0.000000,7,0.318520,0.110364,,,87.874311,135.402807,0.648984,0.000000
51,51.000,0.054832,0.152429,0.660779,0.069118,0.039530,0.023313,6.579834,18.291449,79.293451,8.294150,4.743553,2.797564,1.038944,0.000000,0.007646,1.000000,0.00764588,1.615430,0.000000,7,0.318661,0.109358,,,85.841894,135.394785,0.634012,0.000000
52,52.000,0.055112,0.152753,0.660317,0.068844,0.039472,0.023502,6.613391,18.330339,79.238051,8.261323,4.736648,2.820247,0.998521,0.000000,0.039468,1.000000,0.03946767,1.616903,0.000000,7,0.318798,0.108368,,,92.451272,135.386839,0.682867,0.000000
53,53.000,0.055392,0.153076,0.659849,0.068571,0.039418,0.023693,6.647046,18.369163,79.181932,8.228538,4.730200,2.843121,0.962230,0.000000,0.036910,1.000000,0.03690979,1.618396,0.000000,7,0.318930,0.107393,,,84.820286,135.378970,0.626540,0.000000
54,54.000,0.055673,0.153399,0.659376,0.068298,0.039368,0.023885,6.680798,18.407918,79.125093,8.195796,4.724209,2.866186,0.968161,0.000000,0.005539,1.000000,0.00553926,1.619906,0.000000,7,0.319059,0.106433,,,83.557366,135.371178,0.617246,0.000000
55,55.000,0.055955,0.153722,0.658896,0.068026,0.039322,0.024079,6.714647,18.446604,79.067530,8.163097,4.718679,2.889442,0.972573,0.000000,0.003945,1.000000,0.00394541,1.621436,0.000000,7,0.319184,0.105489,,,86.910542,135.363463,0.642053,0.000000
56,56.000,0.056238,0.154043,0.658410,0.067754,0.039280,0.024274,6.748593,18.485220,79.009243,8.130443,4.713612,2.912890,0.979383,0.000000,0.006360,1.000000,0.00635951,1.622984,0.000000,7,0.319304,0.104560,,,81.852523,135.355827,0.604721,0.000000
57,57.000,0.056522,0.154365,0.657919,0.067482,0.039242,0.024471,6.782635,18.523764,78.950227,8.097834,4.709011,2.936529,1.013350,0.000000,0.032939,1.000000,0.03293916,1.624551,0.000000,7,0.319420,0.103647,,,87.278305,135.348269,0.644842,0.000000
58,58.000,0.056806,0.154685,0.657421,0.067211,0.039207,0.024670,6.816774,18.562235,78.890483,8.065271,4.704877,2.960361,0.963651,0.000000,0.049618,1.000000,0.04961846,1.626136,0.000000,7,0.319532,0.102750,,,90.169581,135.340790,0.666241,0.000000
59,59.000,0.057092,0.155005,0.656917,0.066940,0.039177,0.024870,6.851008,18.600631,78.830006,8.032756,4.701212,2.984386,1.007724,0.000000,0.043153,1.000000,0.04315320,1.627741,0.000000,7,0.319640,0.101869,,,90.578223,135.333392,0.669297,0.000000
60,60.000,0.057378,0.155325,0.656407,0.066669,0.039150,0.025072,6.885339,18.638953,78.768794,8.000289,4.698021,3.008604,1.000905,0.000000,0.007374,1.000000,0.00737385,1.629364,0.000000,7,0.319744,0.101004,,,89.554711,135.326074,0.661770,0.000000
61,61.000,0.057665,0.155643,0.655890,0.066399,0.039128,0.025275,6.919764,18.677197,78.706847,7.967872,4.695304,3.033015,0.979896,0.000000,0.021591,1.000000,0.02159142,1.631007,0.000000,7,0.319843,0.100155,,,84.401883,135.318837,0.623726,0.000000
62,62.000,0.057952,0.155961,0.655368,0.066129,0.039109,0.025480,6.954285,18.715364,78.644160,7.935505,4.693065,3.057621,0.986743,0.000000,0.006324,1.000000,0.00632424,1.632668,0.000000,7,0.319939,0.099322,,,82.181249,135.311681,0.607348,0.000000
63,63.000,0.058241,0.156279,0.654839,0.065860,0.039094,0.025687,6.988900,18.753452,78.580733,7.903189,4.691306,3.082421,1.032054,0.000000,0.043308,1.000000,0.04330828,1.634349,0.000000,7,0.320029,0.098506,,,84.343612,135.304608,0.623361,0.000000
64,64.000,0.058530,0.156595,0.654305,0.065591,0.039084,0.025895,7.023609,18.791459,78.516562,7.870926,4.690028,3.107416,1.035401,0.000000,0.002608,1.000000,0.00260848,1.636048,0.000000,7,0.320116,0.097706,,,86.651503,135.297618,0.640451,0.000000
65,65.000,0.058820,0.156912,0.653764,0.065323,0.039077,0.026105,7.058413,18.829384,78.451645,7.838716,4.689236,3.132606,0.988327,0.000000,0.046065,1.000000,0.04606542,1.637767,0.000000,7,0.320198,0.096923,,,84.387945,135.290710,0.623753,0.000000
66,66.000,0.059111,0.157227,0.653217,0.065055,0.039074,0.026317,7.093310,18.867226,78.385981,7.806560,4.688931,3.157992,1.016859,0.000000,0.027443,1.000000,0.02744272,1.639505,0.000000,7,0.320275,0.096156,,,86.679807,135.283887,0.640725,0.000000
67,67.000,0.059403,0.157542,0.652663,0.064787,0.039076,0.026530,7.128300,18.904983,78.319566,7.774460,4.689116,3.183574,1.055076,0.000000,0.035609,1.000000,0.03560885,1.641262,0.000000,7,0.320349,0.095406,,,89.435941,135.277149,0.661131,0.000000
68,68.000,0.059695,0.157855,0.652103,0.064520,0.039082,0.026745,7.163384,18.942655,78.252400,7.742417,4.689793,3.209352,1.021831,0.000000,0.032130,1.000000,0.03213049,1.643038,0.000000,7,0.320417,0.094673,,,87.062955,135.270495,0.643621,0.000000
69,69.000,0.059988,0.158169,0.651537,0.064254,0.039091,0.026961,7.198559,18.980239,78.184478,7.710431,4.690965,3.235327,1.049626,0.000000,0.025854,1.000000,0.02585357,1.644834,0.000000,7,0.320481,0.093958,,,88.753592,135.263927,0.656151,0.000000
70,70.000,0.060282,0.158481,0.650965,0.063988,0.039105,0.027179,7.233827,19.017735,78.115800,7.678504,4.692635,3.261499,1.063027,0.000000,0.011967,1.000000,0.01196692,1.646649,0.000000,7,0.320541,0.093259,,,93.836186,135.257446,0.693760,0.000000
71,71.000,0.060577,0.158793,0.650386,0.063722,0.039123,0.027399,7.269187,19.055141,78.046362,7.646637,4.694805,3.287869,1.016527,0.000000,0.044366,1.000000,0.04436647,1.648483,0.000000,7,0.320596,0.092578,,,91.272054,135.251051,0.674834,0.000000
72,72.000,0.060872,0.159104,0.649801,0.063457,0.039146,0.027620,7.304638,19.092455,77.976163,7.614831,4.697477,3.314437,0.985301,0.000000,0.031353,0.964286,0.03135308,1.650337,0.000000,7,0.320651,0.091914,,,88.691504,135.244744,0.655785,0.000000
73,73.000,0.061168,0.159414,0.649210,0.063192,0.039172,0.027843,7.340180,19.129677,77.905200,7.583086,4.700654,3.341203,0.973291,0.000000,0.012840,1.000000,0.01284012,1.652211,0.000000,7,0.320762,0.091267,,,79.335861,135.238526,0.586637,0.000000
74,74.000,0.061465,0.159723,0.648612,0.062928,0.039203,0.028068,7.375812,19.166804,77.833471,7.551405,4.704339,3.368168,1.033116,0.000000,0.057283,1.000000,0.05728303,1.654103,0.000000,7,0.320868,0.090639,,,88.307527,135.232396,0.653006,0.000000
75,75.000,0.061763,0.160032,0.648008,0.062665,0.039238,0.028294,7.411535,19.203835,77.760974,7.519789,4.708535,3.395332,1.068647,0.000000,0.032604,1.000000,0.03260396,1.656016,0.000000,7,0.320970,0.090028,,,91.022923,135.226355,0.673115,0.000000
76,76.000,0.062061,0.160340,0.647398,0.062402,0.039277,0.028522,7.447347,19.240769,77.687706,7.488238,4.713244,3.422695,1.034368,0.000000,0.032725,1.000000,0.03272504,1.657947,0.000000,7,0.321068,0.089435,,,87.815278,135.220405,0.649423,0.000000
77,77.000,0.062360,0.160647,0.646781,0.062140,0.039321,0.028752,7.483248,19.277605,77.613666,7.456754,4.718468,3.450259,1.007542,0.000000,0.026591,1.000000,0.02659086,1.659899,0.000000,7,0.321162,0.088861,,,85.664404,135.214545,0.633544,0.000000
78,78.000,0.062660,0.160953,0.646157,0.061878,0.039368,0.028984,7.519239,19.314340,77.538851,7.425337,4.724211,3.478022,0.983134,0.000000,0.024886,1.000000,0.02488587,1.661869,0.000000,7,0.321251,0.088304,,,88.199813,135.208777,0.652323,0.000000
79,79.000,0.062961,0.161258,0.645527,0.061617,0.039421,0.029217,7.555317,19.350974,77.463258,7.393990,4.730475,3.505986,1.051194,0.000000,0.064108,1.000000,0.06410775,1.663860,0.000000,7,0.321335,0.087766,,,90.477152,135.203101,0.669194,0.000000
80,80.000,0.063262,0.161563,0.644891,0.061356,0.039477,0.029451,7.591483,19.387504,77.386886,7.362713,4.737263,3.534151,0.984182,0.000000,0.064389,1.000000,0.06438928,1.665870,0.000000,7,0.321416,0.087247,,,86.816665,135.197518,0.642147,0.000000
81,81.000,0.063564,0.161866,0.644248,0.061096,0.039538,0.029688,7.627737,19.423930,77.309732,7.331507,4.744577,3.562517,1.038619,0.000000,0.051759,1.000000,0.05175906,1.667900,0.000000,7,0.321491,0.086746,,,95.319925,135.192028,0.705071,0.000000
82,82.000,0.063867,0.162169,0.643598,0.060836,0.039603,0.029926,7.664077,19.460249,77.231794,7.300374,4.752420,3.591085,1.051306,0.000000,0.011384,1.000000,0.01138394,1.669949,0.000000,7,0.321563,0.086264,,,90.349767,135.186632,0.668334,0.000000
83,83.000,0.064171,0.162471,0.642942,0.060578,0.039673,0.030165,7.700504,19.496460,77.153070,7.269315,4.760795,3.619855,1.034467,0.000000,0.016703,1.000000,0.01670280,1.672018,0.000000,7,0.321629,0.085802,,,82.936154,135.181330,0.613518,0.000000
84,84.000,0.064475,0.162771,0.642280,0.060319,0.039748,0.030407,7.737017,19.532562,77.073558,7.238332,4.769704,3.648827,1.061191,0.000000,0.024501,1.000000,0.02450094,1.674106,0.000000,7,0.321691,0.085358,,,88.330661,135.176124,0.653449,0.000000
85,85.000,0.064780,0.163071,0.641610,0.060062,0.039826,0.030650,7.773614,19.568553,76.993255,7.207425,4.779151,3.678001,0.986153,0.000000,0.071365,1.000000,0.07136523,1.676214,0.000000,7,0.321749,0.084934,,,89.494338,135.171014,0.662082,0.000000
86,86.000,0.065086,0.163370,0.640935,0.059805,0.039909,0.030895,7.810297,19.604431,76.912160,7.176596,4.789138,3.707379,0.989038,0.000000,0.002211,1.000000,0.00221110,1.678342,0.000000,7,0.321802,0.084529,,,84.112949,135.166001,0.622294,0.000000
87,87.000,0.065392,0.163668,0.640252,0.059549,0.039997,0.031141,7.847064,19.640195,76.830269,7.145845,4.799667,3.736960,1.076114,0.000000,0.080263,1.000000,0.08026279,1.680490,0.000000,7,0.321850,0.084144,,,92.616933,135.161085,0.685234,0.000000
88,88.000,0.065699,0.163965,0.639563,0.059293,0.040090,0.031390,7.883914,19.675843,76.747581,7.115176,4.810742,3.766744,1.029878,0.000000,0.043650,1.000000,0.04365039,1.682657,0.000000,7,0.321893,0.083779,,,85.927374,135.156267,0.635763,0.000000
89,89.000,0.066007,0.164261,0.638867,0.059038,0.040186,0.031639,7.920848,19.711373,76.664094,7.084588,4.822366,3.796732,1.007449,0.000000,0.022481,1.000000,0.02248140,1.684843,0.000000,7,0.321932,0.083434,,,85.589184,135.151548,0.633283,0.000000
90,90.000,0.066316,0.164557,0.638165,0.058784,0.040288,0.031891,7.957864,19.746783,76.579805,7.054083,4.834540,3.826925,1.055083,0.000000,0.044456,1.000000,0.04445639,1.687050,0.000000,7,0.321965,0.083109,,,88.065767,135.146928,0.651630,0.000000
91,91.000,0.066625,0.164851,0.637456,0.058531,0.040394,0.032144,7.994962,19.782073,76.494713,7.023662,4.847269,3.857321,1.065856,0.000000,0.009388,1.000000,0.00938786,1.689276,0.000000,7,0.321994,0.082804,,,87.889323,135.142408,0.650346,0.000000
92,92.000,0.066935,0.165144,0.636740,0.058278,0.040505,0.032399,8.032141,19.817240,76.408815,6.993328,4.860554,3.887923,1.014325,0.000000,0.049042,1.000000,0.04904161,1.691521,0.000000,7,0.322018,0.082520,,,81.816671,135.137990,0.605431,0.000000
93,93.000,0.067245,0.165436,0.636018,0.058026,0.040620,0.032656,8.069401,19.852282,76.322109,6.963080,4.874398,3.918730,1.001813,0.000000,0.013061,1.000000,0.01306097,1.693787,0.000000,7,0.322037,0.082257,,,82.921645,135.133673,0.613627,0.000000
94,94.000,0.067556,0.165727,0.635288,0.057774,0.040740,0.032915,8.106741,19.887199,76.234593,6.932921,4.888805,3.949742,1.003121,0.000000,0.000568,1.000000,0.00056809,1.696071,0.000000,7,0.322051,0.082015,,,82.545852,135.129458,0.610865,0.000000
95,95.000,0.067868,0.166017,0.634552,0.057524,0.040865,0.033175,8.144160,19.921987,76.146264,6.902852,4.903778,3.980960,1.046853,0.000000,0.041064,1.000000,0.04106386,1.698376,0.000000,7,0.322060,0.081794,,,89.604162,135.125346,0.663119,0.000000
96,96.000,0.068180,0.166305,0.633809,0.057274,0.040994,0.033437,8.181658,19.956645,76.057122,6.872874,4.919318,4.012383,1.071108,0.000000,0.021916,1.000000,0.02191559,1.700700,0.000000,7,0.322064,0.081594,,,89.180600,135.121338,0.660004,0.000000
97,97.000,0.068494,0.166593,0.633060,0.057025,0.041129,0.033700,8.219234,19.991172,75.967163,6.842989,4.935429,4.044013,1.008285,0.000000,0.059359,1.000000,0.05935871,1.703043,0.000000,7,0.322063,0.081416,,,91.031427,135.117434,0.673721,0.000000
98,98.000,0.068807,0.166880,0.632303,0.056777,0.041268,0.033965,8.256888,20.025566,75.876386,6.813199,4.952113,4.075849,1.036596,0.000000,0.026578,1.000000,0.02657819,1.705406,0.000000,7,0.322056,0.081259,,,86.253308,135.113636,0.638376,0.000000
