step,time_s,source,destination,weight
0,0.0,cartservice,redis-cart,15.078893
0,0.0,frontend,adservice,28.798931
0,0.0,frontend,cartservice,15.320820
0,0.0,frontend,currencyservice,59.596438
0,0.0,frontend,productcatalogservice,85.849594
0,0.0,frontend,recommendationservice,47.691038
0,0.0,recommendationservice,productcatalogservice,63.588051
1,1.0,cartservice,redis-cart,14.982661
1,1.0,frontend,adservice,28.698457
1,1.0,frontend,cartservice,15.208542
1,1.0,frontend,currencyservice,59.418060
1,1.0,frontend,productcatalogservice,85.535094
1,1.0,frontend,recommendationservice,47.515069
1,1.0,recommendationservice,productcatalogservice,63.353425
2,2.0,cartservice,redis-cart,14.889182
2,2.0,frontend,adservice,28.601677
2,2.0,frontend,cartservice,15.099069
2,2.0,frontend,currencyservice,59.247388
2,2.0,frontend,productcatalogservice,85.231723
2,2.0,frontend,recommendationservice,47.345234
2,2.0,recommendationservice,productcatalogservice,63.126979
3,3.0,cartservice,redis-cart,14.716644
3,3.0,frontend,adservice,28.351025
3,3.0,frontend,cartservice,14.909513
3,3.0,frontend,currencyservice,58.757874
3,3.0,frontend,productcatalogservice,84.470016
3,3.0,frontend,recommendationservice,46.920759
3,3.0,recommendationservice,productcatalogservice,62.561012
4,4.0,cartservice,redis-cart,15.196757
4,4.0,frontend,adservice,29.358801
4,4.0,frontend,cartservice,15.380679
4,4.0,frontend,currencyservice,60.877532
4,4.0,frontend,productcatalogservice,87.457334
4,4.0,frontend,recommendationservice,48.578669
4,4.0,recommendationservice,productcatalogservice,64.771559
5,5.0,cartservice,redis-cart,14.105413
5,5.0,frontend,adservice,27.326783
5,5.0,frontend,cartservice,14.261819
5,5.0,frontend,currencyservice,56.693137
5,5.0,frontend,productcatalogservice,81.389919
5,5.0,frontend,recommendationservice,45.207073
5,5.0,recommendationservice,productcatalogservice,60.276098
6,6.0,cartservice,redis-cart,14.326185
6,6.0,frontend,adservice,27.831481
6,6.0,frontend,cartservice,14.470340
6,6.0,frontend,currencyservice,57.770136
6,6.0,frontend,productcatalogservice,82.878655
6,6.0,frontend,recommendationservice,46.032476
6,6.0,recommendationservice,productcatalogservice,61.376634
7,7.0,cartservice,redis-cart,14.769436
7,7.0,frontend,adservice,28.771355
7,7.0,frontend,cartservice,14.902724
7,7.0,frontend,currencyservice,59.752256
7,7.0,frontend,productcatalogservice,85.662553
7,7.0,frontend,recommendationservice,47.577102
7,7.0,recommendationservice,productcatalogservice,63.436136
8,8.0,cartservice,redis-cart,14.079461
8,8.0,frontend,adservice,27.501762
8,8.0,frontend,cartservice,14.191749
8,8.0,frontend,currencyservice,57.145662
8,8.0,frontend,productcatalogservice,81.868269
8,8.0,frontend,recommendationservice,45.468160
8,8.0,recommendationservice,productcatalogservice,60.624213
9,9.0,cartservice,redis-cart,14.781501
9,9.0,frontend,adservice,28.950651
9,9.0,frontend,cartservice,14.883704
9,9.0,frontend,currencyservice,60.188246
9,9.0,frontend,productcatalogservice,86.166388
9,9.0,frontend,recommendationservice,47.853523
9,9.0,recommendationservice,productcatalogservice,63.804697
10,10.0,cartservice,redis-cart,14.343638
10,10.0,frontend,adservice,28.167708
10,10.0,frontend,cartservice,14.427427
10,10.0,frontend,currencyservice,58.591865
10,10.0,frontend,productcatalogservice,83.821531
10,10.0,frontend,recommendationservice,46.549534
10,10.0,recommendationservice,productcatalogservice,62.066045
11,11.0,cartservice,redis-cart,15.032982
11,11.0,frontend,adservice,29.598971
11,11.0,frontend,cartservice,15.104496
11,11.0,frontend,currencyservice,61.602275
11,11.0,frontend,productcatalogservice,88.065399
11,11.0,frontend,recommendationservice,48.904433
11,11.0,recommendationservice,productcatalogservice,65.205910
12,12.0,cartservice,redis-cart,14.161743
12,12.0,frontend,adservice,27.955946
12,12.0,frontend,cartservice,14.213589
12,12.0,frontend,currencyservice,58.214413
12,12.0,frontend,productcatalogservice,83.162504
12,12.0,frontend,recommendationservice,46.179913
12,12.0,recommendationservice,productcatalogservice,61.573217
13,13.0,cartservice,redis-cart,14.978008
13,13.0,frontend,adservice,29.643134
13,13.0,frontend,cartservice,15.016251
13,13.0,frontend,currencyservice,61.761595
13,13.0,frontend,productcatalogservice,88.166222
13,13.0,frontend,recommendationservice,48.956443
13,13.0,recommendationservice,productcatalogservice,65.275258
14,14.0,cartservice,redis-cart,15.094038
14,14.0,frontend,adservice,29.948457
14,14.0,frontend,cartservice,15.115680
14,14.0,frontend,currencyservice,62.432218
14,14.0,frontend,productcatalogservice,89.058909
14,14.0,frontend,recommendationservice,49.450027
14,14.0,recommendationservice,productcatalogservice,65.933369
15,15.0,cartservice,redis-cart,14.105186
15,15.0,frontend,adservice,28.056467
15,15.0,frontend,cartservice,14.109456
15,15.0,frontend,currencyservice,58.520646
15,15.0,frontend,productcatalogservice,83.418194
