policy,policy_display_name,step,time_s,evidence_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
kubernetes-default,K8s default,0,0.000,replay,0.978681,0.000000,7,1.563267,0.000000,0.307166,0.178480,,,88.053462,135.890114,0.647975,0.000000
cga,CGA,0,0.000,replay,0.978681,0.000000,7,1.563267,0.000000,0.307166,0.178480,,,81.817154,135.890114,0.602083,0.000000
hda,HDA,0,0.000,replay,0.978681,0.000000,7,1.563267,0.000000,0.307166,0.178480,,,72.380747,135.890114,0.532642,0.000000
kubernetes-default,K8s default,1,1.000,replay,0.975329,0.003838,7,1.563887,0.000000,0.307462,0.176799,,,87.143500,135.878890,0.641332,0.000000
cga,CGA,1,1.000,replay,0.975329,0.003838,7,1.563887,0.000000,0.307462,0.176799,,,76.209028,135.878890,0.560860,0.000000
hda,HDA,1,1.000,replay,0.975329,0.003838,7,1.563887,0.000000,0.307462,0.176799,,,72.956244,135.878890,0.536921,0.000000
kubernetes-default,K8s default,2,2.000,replay,0.972109,0.003718,7,1.564522,0.000000,0.307755,0.175129,,,86.013139,135.867720,0.633065,0.000000
cga,CGA,2,2.000,replay,0.972109,0.003718,7,1.564522,0.000000,0.307755,0.175129,,,81.144639,135.867720,0.597233,0.000000
hda,HDA,2,2.000,replay,0.972109,0.003718,7,1.564522,0.000000,0.307755,0.175129,,,76.614179,135.867720,0.563888,0.000000
kubernetes-default,K8s default,3,3.000,replay,0.963664,0.009104,7,1.565172,0.000000,0.308046,0.173472,,,86.090241,135.856604,0.633685,0.000000
cga,CGA,3,3.000,replay,0.963664,0.009104,7,1.565172,0.000000,0.308046,0.173472,,,77.647423,135.856604,0.571540,0.000000
hda,HDA,3,3.000,replay,0.963664,0.009104,7,1.565172,0.000000,0.308046,0.173472,,,72.866514,135.856604,0.536349,0.000000
kubernetes-default,K8s default,4,4.000,replay,0.998002,0.033998,7,1.565837,0.000000,0.308333,0.171827,,,86.135910,135.845543,0.634072,0.000000
cga,CGA,4,4.000,replay,0.998002,0.033998,7,1.565837,0.000000,0.308333,0.171827,,,83.018400,135.845543,0.611123,0.000000
hda,HDA,4,4.000,replay,0.998002,0.033998,7,1.565837,0.000000,0.308333,0.171827,,,77.357780,135.845543,0.569454,0.000000
kubernetes-default,K8s default,5,5.000,replay,0.929011,0.069526,7,1.566517,0.000000,0.308617,0.170195,,,89.462422,135.834537,0.658613,0.000000
cga,CGA,5,5.000,replay,0.929011,0.069526,7,1.566517,0.000000,0.308617,0.170195,,,86.726656,135.834537,0.638473,0.000000
hda,HDA,5,5.000,replay,0.929011,0.069526,7,1.566517,0.000000,0.308617,0.170195,,,77.845936,135.834537,0.573094,0.000000
kubernetes-default,K8s default,6,6.000,replay,0.946261,0.017807,7,1.567212,0.000000,0.308898,0.168575,,,85.338308,135.823587,0.628303,0.000000
cga,CGA,6,6.000,replay,0.946261,0.017807,7,1.567212,0.000000,0.308898,0.168575,,,78.198177,135.823587,0.575733,0.000000
hda,HDA,6,6.000,replay,0.946261,0.017807,7,1.567212,0.000000,0.308898,0.168575,,,74.079566,135.823587,0.545410,0.000000
kubernetes-default,K8s default,7,7.000,replay,0.978317,0.032349,7,1.567923,0.000000,0.309176,0.166968,,,85.747420,135.812692,0.631365,0.000000
cga,CGA,7,7.000,replay,0.978317,0.032349,7,1.567923,0.000000,0.309176,0.166968,,,81.990188,135.812692,0.603700,0.000000
hda,HDA,7,7.000,replay,0.978317,0.032349,7,1.567923,0.000000,0.309176,0.166968,,,74.818272,135.812692,0.550893,0.000000
kubernetes-default,K8s default,8,8.000,replay,0.935251,0.044438,7,1.568649,0.000000,0.309450,0.165373,,,84.806714,135.801854,0.624489,0.000000
cga,CGA,8,8.000,replay,0.935251,0.044438,7,1.568649,0.000000,0.309450,0.165373,,,81.034276,135.801854,0.596710,0.000000
hda,HDA,8,8.000,replay,0.935251,0.044438,7,1.568649,0.000000,0.309450,0.165373,,,77.499632,135.801854,0.570682,0.000000
kubernetes-default,K8s default,9,9.000,replay,0.984638,0.049741,7,1.569390,0.000000,0.309722,0.163791,,,88.852680,135.791072,0.654334,0.000000
cga,CGA,9,9.000,replay,0.984638,0.049741,7,1.569390,0.000000,0.309722,0.163791,,,80.488194,135.791072,0.592736,0.000000
hda,HDA,9,9.000,replay,0.984638,0.049741,7,1.569390,0.000000,0.309722,0.163791,,,74.650450,135.791072,0.549745,0.000000
kubernetes-default,K8s default,10,10.000,replay,0.958129,0.027354,7,1.570147,0.000000,0.309991,0.162222,,,85.039911,135.780347,0.626305,0.000000
cga,CGA,10,10.000,replay,0.958129,0.027354,7,1.570147,0.000000,0.309991,0.162222,,,81.803593,135.780347,0.602470,0.000000
hda,HDA,10,10.000,replay,0.958129,0.027354,7,1.570147,0.000000,0.309991,0.162222,,,76.693331,135.780347,0.564834,0.000000
kubernetes-default,K8s default,11,11.000,replay,1.006945,0.048056,7,1.570919,0.000000,0.310256,0.160665,,,88.689527,135.769680,0.653235,0.000000
cga,CGA,11,11.000,replay,1.006945,0.048056,7,1.570919,0.000000,0.310256,0.160665,,,81.031366,135.769680,0.596830,0.000000
