benchmark,run_id,namespace,scale,replica_level,replica_config,workload_mode,repeat,policy,policy_display_name,step,time_s,evidence_type,request_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count,latency_ms,p50_ms,p95_ms,p99_ms,throughput_rps,error_rate,sla_ms,sla_pressure,sla_violation_ratio,worker_nodes_selected,actual_app_pods,ready_app_pods,non_empty_worker_nodes,pod_node_occupancy_ratio,pod_restarts,total_pods,cluster_cpu_utilization,cluster_memory_utilization,top_node_cpu_utilization
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,kubernetes-default,K8s default,6,6.000,replay,mixed,0.946261,0.017807,7,1.567212,0.000000,0.308898,0.168575,,,0.000000,0.008918,0.008918,7,7,0,85.338308,85.338308,85.338308,85.338308,120.000000,0.000000,135.823587,0.628303,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,cga,CGA,6,6.000,replay,mixed,0.946261,0.017807,7,1.567212,0.000000,0.308898,0.168575,,,0.000000,0.008918,0.008918,7,7,0,78.198177,78.198177,78.198177,78.198177,120.000000,0.000000,135.823587,0.575733,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,hda,HDA,6,6.000,replay,mixed,0.946261,0.017807,7,1.567212,0.000000,0.308898,0.168575,,,0.000000,0.008918,0.008918,7,7,0,74.079566,74.079566,74.079566,74.079566,120.000000,0.000000,135.823587,0.545410,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,kubernetes-default,K8s default,7,7.000,replay,mixed,0.978317,0.032349,7,1.567923,0.000000,0.309176,0.166968,,,0.000000,0.008566,0.008566,7,7,0,85.747420,85.747420,85.747420,85.747420,120.000000,0.000000,135.812692,0.631365,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,cga,CGA,7,7.000,replay,mixed,0.978317,0.032349,7,1.567923,0.000000,0.309176,0.166968,,,0.000000,0.008566,0.008566,7,7,0,81.990188,81.990188,81.990188,81.990188,120.000000,0.000000,135.812692,0.603700,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,hda,HDA,7,7.000,replay,mixed,0.978317,0.032349,7,1.567923,0.000000,0.309176,0.166968,,,0.000000,0.008566,0.008566,7,7,0,74.818272,74.818272,74.818272,74.818272,120.000000,0.000000,135.812692,0.550893,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,kubernetes-default,K8s default,8,8.000,replay,mixed,0.935251,0.044438,7,1.568649,0.000000,0.309450,0.165373,,,0.000000,0.008556,0.008556,7,7,0,84.806714,84.806714,84.806714,84.806714,120.000000,0.000000,135.801854,0.624489,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,cga,CGA,8,8.000,replay,mixed,0.935251,0.044438,7,1.568649,0.000000,0.309450,0.165373,,,0.000000,0.008556,0.008556,7,7,0,81.034276,81.034276,81.034276,81.034276,120.000000,0.000000,135.801854,0.596710,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,hda,HDA,8,8.000,replay,mixed,0.935251,0.044438,7,1.568649,0.000000,0.309450,0.165373,,,0.000000,0.008556,0.008556,7,7,0,77.499632,77.499632,77.499632,77.499632,120.000000,0.000000,135.801854,0.570682,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,kubernetes-default,K8s default,9,9.000,replay,mixed,0.984638,0.049741,7,1.569390,0.000000,0.309722,0.163791,,,0.000000,0.012103,0.012103,7,7,0,88.852680,88.852680,88.852680,88.852680,120.000000,0.000000,135.791072,0.654334,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,cga,CGA,9,9.000,replay,mixed,0.984638,0.049741,7,1.569390,0.000000,0.309722,0.163791,,,0.000000,0.012103,0.012103,7,7,0,80.488194,80.488194,80.488194,80.488194,120.000000,0.000000,135.791072,0.592736,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,hda,HDA,9,9.000,replay,mixed,0.984638,0.049741,7,1.569390,0.000000,0.309722,0.163791,,,0.000000,0.012103,0.012103,7,7,0,74.650450,74.650450,74.650450,74.650450,120.000000,0.000000,135.791072,0.549745,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,kubernetes-default,K8s default,10,10.000,replay,mixed,0.958129,0.027354,7,1.570147,0.000000,0.309991,0.162222,,,0.000000,0.012723,0.012723,7,7,0,85.039911,85.039911,85.039911,85.039911,120.000000,0.000000,135.780347,0.626305,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,cga,CGA,10,10.000,replay,mixed,0.958129,0.027354,7,1.570147,0.000000,0.309991,0.162222,,,0.000000,0.012723,0.012723,7,7,0,81.803593,81.803593,81.803593,81.803593,120.000000,0.000000,135.780347,0.602470,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,hda,HDA,10,10.000,replay,mixed,0.958129,0.027354,7,1.570147,0.000000,0.309991,0.162222,,,0.000000,0.012723,0.012723,7,7,0,76.693331,76.693331,76.693331,76.693331,120.000000,0.000000,135.780347,0.564834,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,kubernetes-default,K8s default,11,11.000,replay,mixed,1.006945,0.048056,7,1.570919,0.000000,0.310256,0.160665,,,0.000000,0.009438,0.009438,7,7,0,88.689527,88.689527,88.689527,88.689527,120.000000,0.000000,135.769680,0.653235,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,cga,CGA,11,11.000,replay,mixed,1.006945,0.048056,7,1.570919,0.000000,0.310256,0.160665,,,0.000000,0.009438,0.009438,7,7,0,81.031366,81.031366,81.031366,81.031366,120.000000,0.000000,135.769680,0.596830,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,hda,HDA,11,11.000,replay,mixed,1.006945,0.048056,7,1.570919,0.000000,0.310256,0.160665,,,0.000000,0.009438,0.009438,7,7,0,81.375170,81.375170,81.375170,81.375170,120.000000,0.000000,135.769680,0.599362,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,kubernetes-default,K8s default,12,12.000,replay,mixed,0.951181,0.055803,7,1.571707,0.000000,0.310519,0.159121,,,0.000000,0.009067,0.009067,7,7,0,90.833595,90.833595,90.833595,90.833595,120.000000,0.000000,135.759070,0.669079,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,cga,CGA,12,12.000,replay,mixed,0.951181,0.055803,7,1.571707,0.000000,0.310519,0.159121,,,0.000000,0.009067,0.009067,7,7,0,83.452259,83.452259,83.452259,83.452259,120.000000,0.000000,135.759070,0.614709,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,hda,HDA,12,12.000,replay,mixed,0.951181,0.055803,7,1.571707,0.000000,0.310519,0.159121,,,0.000000,0.009067,0.009067,7,7,0,81.504099,81.504099,81.504099,81.504099,120.000000,0.000000,135.759070,0.600358,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,kubernetes-default,K8s default,13,13.000,replay,mixed,1.008732,0.056627,7,1.572511,0.000000,0.310778,0.157589,,,0.000000,0.009017,0.009017,7,7,0,89.825677,89.825677,89.825677,89.825677,120.000000,0.000000,135.748518,0.661707,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,cga,CGA,13,13.000,replay,mixed,1.008732,0.056627,7,1.572511,0.000000,0.310778,0.157589,,,0.000000,0.009017,0.009017,7,7,0,85.976813,85.976813,85.976813,85.976813,120.000000,0.000000,135.748518,0.633354,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,hda,HDA,13,13.000,replay,mixed,1.008732,0.056627,7,1.572511,0.000000,0.310778,0.157589,,,0.000000,0.009017,0.009017,7,7,0,79.018179,79.018179,79.018179,79.018179,120.000000,0.000000,135.748518,0.582092,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,kubernetes-default,K8s default,14,14.000,replay,mixed,1.019276,0.009894,7,1.573331,0.000000,0.311034,0.156071,,,0.000000,0.008326,0.008326,7,7,0,86.540702,86.540702,86.540702,86.540702,120.000000,0.000000,135.738025,0.637557,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,sinusoidal,stageD,cga,CGA,14,14.000,replay,mixed,1.019276,0.009894,7,1.573331,0.000000,0.311034,0.156071,,,0.000000,0.008326,0.008326,7,7,0,81.636546,81.636546,81.636546,81.636546,120.000000,0.000000,135.738025,0.601427,0.000000,45,,,,,,,,,
