step,time_s,request_type,probability,qps,evidence_type
0,0.000,index,0.715789,85.894737,replay
0,0.000,setCurrency,0.031579,3.789474,replay
0,0.000,browseProduct,0.157895,18.947368,replay
0,0.000,addToCart,0.031579,3.789474,replay
0,0.000,viewCart,0.047368,5.684211,replay
0,0.000,checkout,0.015789,1.894737,replay
1,1.000,index,0.713488,85.618594,replay
1,1.000,setCurrency,0.031539,3.784708,replay
1,1.000,browseProduct,0.157696,18.923541,replay
1,1.000,addToCart,0.032797,3.935616,replay
1,1.000,viewCart,0.047309,5.677062,replay
1,1.000,checkout,0.017171,2.060479,replay
2,2.000,index,0.711193,85.343149,replay
2,2.000,setCurrency,0.031500,3.779955,replay
2,2.000,browseProduct,0.157498,18.899774,replay
2,2.000,addToCart,0.034012,4.081385,replay
2,2.000,viewCart,0.047249,5.669932,replay
2,2.000,checkout,0.018548,2.225805,replay
3,3.000,index,0.708903,85.068403,replay
3,3.000,setCurrency,0.031460,3.775214,replay
3,3.000,browseProduct,0.157301,18.876069,replay
3,3.000,addToCart,0.035223,4.226777,replay
3,3.000,viewCart,0.047190,5.662821,replay
3,3.000,checkout,0.019923,2.390717,replay
4,4.000,index,0.706620,84.794358,replay
4,4.000,setCurrency,0.031421,3.770485,replay
4,4.000,browseProduct,0.157104,18.852426,replay
4,4.000,addToCart,0.036432,4.371788,replay
4,4.000,viewCart,0.047131,5.655728,replay
4,4.000,checkout,0.021293,2.555215,replay
5,5.000,index,0.704342,84.521016,replay
5,5.000,setCurrency,0.031381,3.765769,replay
5,5.000,browseProduct,0.156907,18.828846,replay
5,5.000,addToCart,0.037637,4.516413,replay
5,5.000,viewCart,0.047072,5.648654,replay
5,5.000,checkout,0.022661,2.719303,replay
6,6.000,index,0.702070,84.248377,replay
6,6.000,setCurrency,0.031342,3.761066,replay
6,6.000,browseProduct,0.156711,18.805329,replay
6,6.000,addToCart,0.038839,4.660647,replay
6,6.000,viewCart,0.047013,5.641599,replay
6,6.000,checkout,0.024025,2.882981,replay
7,7.000,index,0.699804,83.976444,replay
7,7.000,setCurrency,0.031303,3.756375,replay
7,7.000,browseProduct,0.156516,18.781877,replay
7,7.000,addToCart,0.040037,4.804488,replay
7,7.000,viewCart,0.046955,5.634563,replay
7,7.000,checkout,0.025385,3.046252,replay
8,8.000,index,0.697543,83.705217,replay
8,8.000,setCurrency,0.031264,3.751698,replay
8,8.000,browseProduct,0.156321,18.758489,replay
8,8.000,addToCart,0.041233,4.947931,replay
8,8.000,viewCart,0.046896,5.627547,replay
8,8.000,checkout,0.026743,3.209118,replay
9,9.000,index,0.695289,83.434697,replay
9,9.000,setCurrency,0.031225,3.747034,replay
9,9.000,browseProduct,0.156126,18.735168,replay
9,9.000,addToCart,0.042425,5.090972,replay
9,9.000,viewCart,0.046838,5.620550,replay
9,9.000,checkout,0.028096,3.371579,replay
10,10.000,index,0.693041,83.164887,replay
10,10.000,setCurrency,0.031187,3.742382,replay
10,10.000,browseProduct,0.155933,18.711912,replay
10,10.000,addToCart,0.043613,5.233606,replay
10,10.000,viewCart,0.046780,5.613574,replay
10,10.000,checkout,0.029447,3.533639,replay
11,11.000,index,0.690798,82.895786,replay
11,11.000,setCurrency,0.031148,3.737745,replay
11,11.000,browseProduct,0.155739,18.688723,replay
11,11.000,addToCart,0.044799,5.375831,replay
11,11.000,viewCart,0.046722,5.606617,replay
11,11.000,checkout,0.030794,3.695299,replay
12,12.000,index,0.688562,82.627395,replay
12,12.000,setCurrency,0.031109,3.733120,replay
12,12.000,browseProduct,0.155547,18.665602,replay
12,12.000,addToCart,0.045980,5.517642,replay
12,12.000,viewCart,0.046664,5.599681,replay
12,12.000,checkout,0.032138,3.856560,replay
13,13.000,index,0.686331,82.359717,replay
13,13.000,setCurrency,0.031071,3.728510,replay
13,13.000,browseProduct,0.155355,18.642549,replay
13,13.000,addToCart,0.047159,5.659034,replay
13,13.000,viewCart,0.046606,5.592765,replay
13,13.000,checkout,0.033479,4.017426,replay
14,14.000,index,0.684106,82.092751,replay
14,14.000,setCurrency,0.031033,3.723913,replay
14,14.000,browseProduct,0.155163,18.619564,replay
14,14.000,addToCart,0.048333,5.800006,replay
14,14.000,viewCart,0.046549,5.585869,replay
14,14.000,checkout,0.034816,4.177897,replay
15,15.000,index,0.681887,81.826499,replay
15,15.000,setCurrency,0.030994,3.719330,replay
15,15.000,browseProduct,0.154972,18.596649,replay
15,15.000,addToCart,0.049505,5.940552,replay
15,15.000,viewCart,0.046492,5.578995,replay
15,15.000,checkout,0.036150,4.337976,replay
16,16.000,index,0.679675,81.560961,replay
16,16.000,setCurrency,0.030956,3.714761,replay
16,16.000,browseProduct,0.154782,18.573804,replay
16,16.000,addToCart,0.050672,6.080669,replay
16,16.000,viewCart,0.046435,5.572141,replay
16,16.000,checkout,0.037481,4.497665,replay
17,17.000,index,0.677468,81.296138,replay
17,17.000,setCurrency,0.030918,3.710206,replay
17,17.000,browseProduct,0.154592,18.551029,replay
17,17.000,addToCart,0.051836,6.220353,replay
17,17.000,viewCart,0.046378,5.565309,replay
17,17.000,checkout,0.038808,4.656965,replay
18,18.000,index,0.675267,81.032031,replay
18,18.000,setCurrency,0.030881,3.705665,replay
18,18.000,browseProduct,0.154403,18.528326,replay
18,18.000,addToCart,0.052997,6.359601,replay
18,18.000,viewCart,0.046321,5.558498,replay
18,18.000,checkout,0.040132,4.815880,replay
19,19.000,index,0.673072,80.768640,replay
19,19.000,setCurrency,0.030843,3.701139,replay
19,19.000,browseProduct,0.154214,18.505694,replay
19,19.000,addToCart,0.054153,6.498409,replay
19,19.000,viewCart,0.046264,5.551708,replay
19,19.000,checkout,0.041453,4.974410,replay
20,20.000,index,0.670883,80.505966,replay
20,20.000,setCurrency,0.030805,3.696627,replay
20,20.000,browseProduct,0.154026,18.483135,replay
20,20.000,addToCart,0.055306,6.636774,replay
20,20.000,viewCart,0.046208,5.544940,replay
20,20.000,checkout,0.042771,5.132558,replay
21,21.000,index,0.668700,80.244010,replay
21,21.000,setCurrency,0.030768,3.692130,replay
21,21.000,browseProduct,0.153839,18.460648,replay
21,21.000,addToCart,0.056456,6.774692,replay
21,21.000,viewCart,0.046152,5.538194,replay
21,21.000,checkout,0.044086,5.290326,replay
22,22.000,index,0.666523,79.982771,replay
22,22.000,setCurrency,0.030730,3.687647,replay
22,22.000,browseProduct,0.153652,18.438235,replay
22,22.000,addToCart,0.057601,6.912160,replay
22,22.000,viewCart,0.046096,5.531470,replay
22,22.000,checkout,0.045398,5.447716,replay
23,23.000,index,0.664352,79.722251,replay
23,23.000,setCurrency,0.030693,3.683179,replay
