step,time_s,evidence_type,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count
0,0.000,replay,0.000000,0.017724,0.017724,8,10,0
1,0.010,replay,0.000000,0.015729,0.015729,8,10,0
2,0.020,replay,0.000000,0.014899,0.014899,8,9,0
3,0.030,replay,0.000000,0.013847,0.013847,8,9,0
4,0.040,replay,0.000000,0.014057,0.014057,7,8,0
5,0.050,replay,0.000000,0.013035,0.013035,7,8,0
6,0.060,replay,0.000000,0.013626,0.013626,7,8,0
7,0.070,replay,0.000000,0.016251,0.016251,7,8,0
8,0.080,replay,0.000000,0.013225,0.013225,7,8,0
9,0.090,replay,0.000000,0.012984,0.012984,8,9,0
10,0.100,replay,0.000000,0.013535,0.013535,8,9,0
11,0.110,replay,0.000000,0.013425,0.013425,8,9,0
