step,time_s,request_type,probability,qps,evidence_type
0,0.000,single_expert,0.037683,3.391473,replay
0,0.000,multi_expert_top2,0.037683,3.391473,replay
0,0.000,multi_expert_top4,0.037683,3.391473,replay
0,0.000,cache_hit,0.458226,41.240310,replay
0,0.000,cache_miss,0.277993,25.019380,replay
0,0.000,payload_small,0.037683,3.391473,replay
0,0.000,payload_large,0.037683,3.391473,replay
0,0.000,batch_small,0.037683,3.391473,replay
0,0.000,batch_large,0.037683,3.391473,replay
1,0.010,single_expert,0.034385,3.094607,replay
1,0.010,multi_expert_top2,0.034385,3.094607,replay
1,0.010,multi_expert_top4,0.034385,3.094607,replay
1,0.010,cache_hit,0.473819,42.643678,replay
1,0.010,cache_miss,0.285490,25.694076,replay
1,0.010,payload_small,0.034385,3.094607,replay
1,0.010,payload_large,0.034385,3.094607,replay
1,0.010,batch_small,0.034385,3.094607,replay
1,0.010,batch_large,0.034385,3.094607,replay
2,0.020,single_expert,0.032314,2.908250,replay
2,0.020,multi_expert_top2,0.032314,2.908250,replay
2,0.020,multi_expert_top4,0.032314,2.908250,replay
2,0.020,cache_hit,0.483607,43.524638,replay
2,0.020,cache_miss,0.290196,26.117614,replay
2,0.020,payload_small,0.032314,2.908250,replay
2,0.020,payload_large,0.032314,2.908250,replay
2,0.020,batch_small,0.032314,2.908250,replay
2,0.020,batch_large,0.032314,2.908250,replay
3,0.030,single_expert,0.031617,2.845528,replay
3,0.030,multi_expert_top2,0.031617,2.845528,replay
3,0.030,multi_expert_top4,0.031617,2.845528,replay
3,0.030,cache_hit,0.486902,43.821138,replay
3,0.030,cache_miss,0.291780,26.260163,replay
3,0.030,payload_small,0.031617,2.845528,replay
3,0.030,payload_large,0.031617,2.845528,replay
3,0.030,batch_small,0.031617,2.845528,replay
3,0.030,batch_large,0.031617,2.845528,replay
4,0.040,single_expert,0.032314,2.908250,replay
4,0.040,multi_expert_top2,0.032314,2.908250,replay
4,0.040,multi_expert_top4,0.032314,2.908250,replay
4,0.040,cache_hit,0.483607,43.524638,replay
4,0.040,cache_miss,0.290196,26.117614,replay
4,0.040,payload_small,0.032314,2.908250,replay
4,0.040,payload_large,0.032314,2.908250,replay
4,0.040,batch_small,0.032314,2.908250,replay
4,0.040,batch_large,0.032314,2.908250,replay
5,0.050,single_expert,0.034385,3.094607,replay
5,0.050,multi_expert_top2,0.034385,3.094607,replay
5,0.050,multi_expert_top4,0.034385,3.094607,replay
5,0.050,cache_hit,0.473819,42.643678,replay
5,0.050,cache_miss,0.285490,25.694076,replay
5,0.050,payload_small,0.034385,3.094607,replay
5,0.050,payload_large,0.034385,3.094607,replay
5,0.050,batch_small,0.034385,3.094607,replay
5,0.050,batch_large,0.034385,3.094607,replay
6,0.060,single_expert,0.037683,3.391473,replay
6,0.060,multi_expert_top2,0.037683,3.391473,replay
6,0.060,multi_expert_top4,0.037683,3.391473,replay
6,0.060,cache_hit,0.458226,41.240310,replay
6,0.060,cache_miss,0.277993,25.019380,replay
6,0.060,payload_small,0.037683,3.391473,replay
6,0.060,payload_large,0.037683,3.391473,replay
6,0.060,batch_small,0.037683,3.391473,replay
6,0.060,batch_large,0.037683,3.391473,replay
7,0.070,single_expert,0.041682,3.751340,replay
7,0.070,multi_expert_top2,0.041682,3.751340,replay
7,0.070,multi_expert_top4,0.041682,3.751340,replay
7,0.070,cache_hit,0.439324,39.539121,replay
7,0.070,cache_miss,0.268906,24.201501,replay
7,0.070,payload_small,0.041682,3.751340,replay
7,0.070,payload_large,0.041682,3.751340,replay
7,0.070,batch_small,0.041682,3.751340,replay
7,0.070,batch_large,0.041682,3.751340,replay
8,0.080,single_expert,0.045192,4.067275,replay
8,0.080,multi_expert_top2,0.045192,4.067275,replay
8,0.080,multi_expert_top4,0.045192,4.067275,replay
8,0.080,cache_hit,0.422729,38.045608,replay
8,0.080,cache_miss,0.260927,23.483465,replay
8,0.080,payload_small,0.045192,4.067275,replay
8,0.080,payload_large,0.045192,4.067275,replay
8,0.080,batch_small,0.045192,4.067275,replay
8,0.080,batch_large,0.045192,4.067275,replay
9,0.090,single_expert,0.046629,4.196643,replay
9,0.090,multi_expert_top2,0.046629,4.196643,replay
9,0.090,multi_expert_top4,0.046629,4.196643,replay
9,0.090,cache_hit,0.415934,37.434053,replay
9,0.090,cache_miss,0.257661,23.189448,replay
9,0.090,payload_small,0.046629,4.196643,replay
9,0.090,payload_large,0.046629,4.196643,replay
9,0.090,batch_small,0.046629,4.196643,replay
9,0.090,batch_large,0.046629,4.196643,replay
10,0.100,single_expert,0.045192,4.067275,replay
10,0.100,multi_expert_top2,0.045192,4.067275,replay
10,0.100,multi_expert_top4,0.045192,4.067275,replay
10,0.100,cache_hit,0.422729,38.045608,replay
10,0.100,cache_miss,0.260927,23.483465,replay
10,0.100,payload_small,0.045192,4.067275,replay
10,0.100,payload_large,0.045192,4.067275,replay
10,0.100,batch_small,0.045192,4.067275,replay
10,0.100,batch_large,0.045192,4.067275,replay
11,0.110,single_expert,0.041682,3.751340,replay
11,0.110,multi_expert_top2,0.041682,3.751340,replay
11,0.110,multi_expert_top4,0.041682,3.751340,replay
11,0.110,cache_hit,0.439324,39.539121,replay
11,0.110,cache_miss,0.268906,24.201501,replay
11,0.110,payload_small,0.041682,3.751340,replay
11,0.110,payload_large,0.041682,3.751340,replay
11,0.110,batch_small,0.041682,3.751340,replay
11,0.110,batch_large,0.041682,3.751340,replay
