mode,step,p_single_expert,p_multi_expert_top2,p_multi_expert_top4,p_cache_hit,p_cache_miss,p_payload_small,p_payload_large,p_batch_small,p_batch_large
linear,11,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333336,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.7333333333333333
sinusoidal,0,0.11111111111111112,0.16253411988603425,0.18989573135208776,0.1803931434138662,0.13847272257716464,0.08374949964505764,0.04182907880835605,0.03232649087013447,0.059688102336187945
sinusoidal,1,0.1511111111111111,0.1862865207739838,0.1862865207739838,0.15111111111111117,0.09721925689775672,0.04982755566159288,0.031111111111111117,0.049827555661592866,0.09721925689775669
sinusoidal,2,0.18039314341386625,0.18989573135208782,0.16253411988603433,0.11111111111111116,0.05968810233618801,0.03232649087013448,0.04182907880835601,0.0837494996450576,0.1384727225771646
sinusoidal,3,0.19111111111111115,0.17239466656062935,0.12500296532446556,0.07111111111111115,0.03593570144823845,0.03593570144823844,0.07111111111111108,0.12500296532446553,0.17239466656062935
sinusoidal,4,0.1803931434138662,0.13847272257716464,0.08374949964505765,0.04182907880835605,0.03232649087013447,0.05968810233618795,0.1111111111111111,0.16253411988603422,0.1898957313520878
sinusoidal,5,0.1511111111111111,0.0972192568977567,0.04982755566159289,0.03111111111111112,0.04982755566159287,0.0972192568977567,0.15111111111111106,0.1862865207739838,0.1862865207739838
sinusoidal,6,0.11111111111111113,0.059688102336187994,0.03232649087013447,0.041829078808356,0.08374949964505764,0.13847272257716456,0.1803931434138662,0.1898957313520878,0.16253411988603425
sinusoidal,7,0.07111111111111114,0.035935701448238454,0.03593570144823843,0.07111111111111107,0.1250029653244655,0.17239466656062932,0.1911111111111111,0.1723946665606294,0.12500296532446556
sinusoidal,8,0.04182907880835605,0.03232649087013447,0.059688102336187945,0.11111111111111109,0.16253411988603422,0.18989573135208776,0.18039314341386625,0.13847272257716461,0.08374949964505768
sinusoidal,9,0.031111111111111117,0.049827555661592866,0.09721925689775669,0.15111111111111106,0.1862865207739838,0.1862865207739838,0.1511111111111111,0.09721925689775673,0.04982755566159294
sinusoidal,10,0.04182907880835602,0.08374949964505761,0.1384727225771646,0.18039314341386617,0.18989573135208768,0.1625341198860342,0.1111111111111111,0.05968810233618803,0.03232649087013446
sinusoidal,11,0.07111111111111107,0.1250029653244655,0.17239466656062932,0.1911111111111111,0.1723946665606294,0.12500296532446556,0.07111111111111117,0.035935701448238495,0.03593570144823842
markov,0,0.688888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889
markov,1,0.688888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889
markov,2,0.688888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889
markov,3,0.688888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889
markov,4,0.688888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889
markov,5,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.688888888888889,0.03888888888888889
markov,6,0.688888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889
markov,7,0.688888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889
markov,8,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.688888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889
markov,9,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.688888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889
markov,10,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.688888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889
markov,11,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.688888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889,0.03888888888888889
