step,time_s,source,destination,weight
0,0.0,cache,aggregator,27.981949
0,0.0,expert-0,aggregator,35.220700
0,0.0,expert-1,aggregator,28.481626
0,0.0,expert-2,aggregator,5.259765
0,0.0,frontend,router,66.401713
0,0.0,frontend,tokenizer,48.718571
0,0.0,router,cache,52.099849
0,0.0,router,expert-0,39.618239
0,0.0,router,expert-1,32.221695
0,0.0,router,expert-2,5.917235
1,0.01,cache,aggregator,30.736598
1,0.01,expert-0,aggregator,36.204564
1,0.01,expert-1,aggregator,29.672320
1,0.01,expert-2,aggregator,5.098337
1,0.01,frontend,router,69.636452
1,0.01,frontend,tokenizer,51.094894
1,0.01,router,cache,57.137789
1,0.01,router,expert-0,40.762113
1,0.01,router,expert-1,33.592577
1,0.01,router,expert-2,5.735629
2,0.02,cache,aggregator,31.378266
2,0.02,expert-0,aggregator,35.452422
2,0.02,expert-1,aggregator,29.312239
2,0.02,frontend,router,69.085116
2,0.02,frontend,tokenizer,50.692273
2,0.02,router,cache,58.275381
2,0.02,router,expert-0,39.939406
2,0.02,router,expert-1,33.200181
2,0.02,router,expert-2,5.391380
3,0.03,cache,aggregator,31.125597
3,0.03,expert-0,aggregator,34.677033
3,0.03,expert-1,aggregator,28.757973
3,0.03,frontend,router,67.877395
3,0.03,frontend,tokenizer,49.806730
3,0.03,router,cache,57.788181
3,0.03,router,expert-0,39.074050
3,0.03,router,expert-1,32.577520
3,0.03,router,expert-2,5.197224
4,0.04,cache,aggregator,27.028322
4,0.04,expert-0,aggregator,30.537680
4,0.04,expert-1,aggregator,25.248707
4,0.04,frontend,router,59.507901
4,0.04,frontend,tokenizer,43.664843
4,0.04,router,cache,50.196711
4,0.04,router,expert-0,34.402637
4,0.04,router,expert-1,28.597666
5,0.05,cache,aggregator,22.250021
5,0.05,expert-0,aggregator,26.208245
5,0.05,expert-1,aggregator,21.479597
5,0.05,frontend,router,50.409369
5,0.05,frontend,tokenizer,36.987257
5,0.05,router,cache,41.361668
5,0.05,router,expert-0,29.507425
5,0.05,router,expert-1,24.317445
6,0.06,cache,aggregator,19.977351
6,0.06,expert-0,aggregator,25.145363
6,0.06,expert-1,aggregator,20.334089
6,0.06,frontend,router,47.406644
6,0.06,frontend,tokenizer,34.781994
6,0.06,router,cache,37.196013
6,0.06,router,expert-0,28.284930
6,0.06,router,expert-1,23.004262
7,0.07,cache,aggregator,15.715109
7,0.07,expert-0,aggregator,21.440538
7,0.07,expert-1,aggregator,17.074047
7,0.07,frontend,router,39.499556
7,0.07,frontend,tokenizer,28.978594
7,0.07,router,cache,29.320914
7,0.07,router,expert-0,24.092687
7,0.07,router,expert-1,19.300197
8,0.08,cache,aggregator,17.388723
8,0.08,expert-0,aggregator,25.471888
8,0.08,expert-1,aggregator,20.027833
8,0.08,frontend,router,46.030400
8,0.08,frontend,tokenizer,33.767904
8,0.08,router,cache,32.507535
8,0.08,router,expert-0,28.598570
8,0.08,router,expert-1,22.623388
9,0.09,cache,aggregator,17.615577
9,0.09,expert-0,aggregator,26.570068
9,0.09,expert-1,aggregator,20.786607
9,0.09,frontend,router,47.649274
9,0.09,frontend,tokenizer,34.954677
9,0.09,router,cache,32.959685
9,0.09,router,expert-0,29.821704
9,0.09,router,expert-1,23.474002
9,0.09,router,expert-2,5.078161
10,0.1,cache,aggregator,18.652328
10,0.1,expert-0,aggregator,27.322881
10,0.1,expert-1,aggregator,21.483217
10,0.1,frontend,router,49.375341
10,0.1,frontend,tokenizer,36.221753
10,0.1,router,cache,34.869795
10,0.1,router,expert-0,30.676774
10,0.1,router,expert-1,24.267386
10,0.1,router,expert-2,5.127510
11,0.11,cache,aggregator,22.919418
11,0.11,expert-0,aggregator,31.269566
11,0.11,expert-1,aggregator,24.901335
11,0.11,frontend,router,57.607414
11,0.11,frontend,tokenizer,42.263307
11,0.11,router,cache,42.762558
11,0.11,router,expert-0,35.137545
11,0.11,router,expert-1,28.148023
11,0.11,router,expert-2,5.591617
