benchmark,run_id,namespace,scale,replica_level,replica_config,workload_mode,repeat,policy,policy_display_name,step,time_s,evidence_type,request_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count,latency_ms,p50_ms,p95_ms,p99_ms,throughput_rps,error_rate,sla_ms,sla_pressure,sla_violation_ratio,worker_nodes_selected,actual_app_pods,ready_app_pods,non_empty_worker_nodes,pod_node_occupancy_ratio,pod_restarts,total_pods,cluster_cpu_utilization,cluster_memory_utilization,top_node_cpu_utilization
moe-serving,moe-longmix-smoke-agent136,idyn-moe-serving,scale20,replica3,aggregator_replicas=3;cache_replicas=1;expert_count=6;replicas_per_expert=3;router_replicas=3;state_replicas=1;total_app_pods=31,cache_stress,,kubernetes-default,K8s default,0,0.000,replay,mixed,0.969300,0.000000,10,2.276992,0.000000,0.296456,-0.080858,,,0.000000,0.017724,0.017724,8,10,0,66.249051,66.249051,66.249051,66.249051,90.000000,0.000000,116.982127,0.566318,0.000000,20,31,31,20,1.000000,,31,,,
moe-serving,moe-longmix-smoke-agent136,idyn-moe-serving,scale20,replica3,aggregator_replicas=3;cache_replicas=1;expert_count=6;replicas_per_expert=3;router_replicas=3;state_replicas=1;total_app_pods=31,cache_stress,,cga,CGA,0,0.000,replay,mixed,0.969300,0.000000,10,2.276992,0.000000,0.296456,-0.080858,,,0.000000,0.017724,0.017724,8,10,0,66.388443,66.388443,66.388443,66.388443,90.000000,0.000000,116.982127,0.567509,0.000000,20,31,31,20,1.000000,,31,,,
moe-serving,moe-longmix-smoke-agent136,idyn-moe-serving,scale20,replica3,aggregator_replicas=3;cache_replicas=1;expert_count=6;replicas_per_expert=3;router_replicas=3;state_replicas=1;total_app_pods=31,cache_stress,,hda,HDA,0,0.000,replay,mixed,0.969300,0.000000,10,2.276992,0.000000,0.296456,-0.080858,,,0.000000,0.017724,0.017724,8,10,0,61.845363,61.845363,61.845363,61.845363,90.000000,0.000000,116.982127,0.528674,0.000000,20,31,31,20,1.000000,,31,,,
moe-serving,moe-longmix-smoke-agent136,idyn-moe-serving,scale20,replica3,aggregator_replicas=3;cache_replicas=1;expert_count=6;replicas_per_expert=3;router_replicas=3;state_replicas=1;total_app_pods=31,cache_stress,,policy2,Policy 2,0,0.000,replay,mixed,0.969300,0.000000,10,2.276992,0.000000,0.296456,-0.080858,,,0.000000,0.017724,0.017724,8,10,0,62.893088,62.893088,62.893088,62.893088,90.000000,0.000000,116.982127,0.537630,0.000000,20,31,31,20,1.000000,,31,,,
moe-serving,moe-longmix-smoke-agent136,idyn-moe-serving,scale20,replica3,aggregator_replicas=3;cache_replicas=1;expert_count=6;replicas_per_expert=3;router_replicas=3;state_replicas=1;total_app_pods=31,cache_stress,,policy3,Policy 3,0,0.000,replay,mixed,0.969300,0.000000,10,2.276992,0.000000,0.296456,-0.080858,,,0.000000,0.017724,0.017724,8,10,0,58.701239,58.701239,58.701239,58.701239,90.000000,0.000000,116.982127,0.501797,0.000000,20,31,31,20,1.000000,,31,,,
moe-serving,moe-longmix-smoke-agent136,idyn-moe-serving,scale20,replica3,aggregator_replicas=3;cache_replicas=1;expert_count=6;replicas_per_expert=3;router_replicas=3;state_replicas=1;total_app_pods=31,cache_stress,,kubernetes-default,K8s default,1,0.010,replay,mixed,1.029682,0.051209,10,2.197155,0.000000,0.300402,-0.084878,,,0.000000,0.015729,0.015729,8,10,0,73.694225,73.694225,73.694225,73.694225,90.000000,0.000000,115.973082,0.635443,0.000000,20,31,31,20,1.000000,,31,,,
moe-serving,moe-longmix-smoke-agent136,idyn-moe-serving,scale20,replica3,aggregator_replicas=3;cache_replicas=1;expert_count=6;replicas_per_expert=3;router_replicas=3;state_replicas=1;total_app_pods=31,cache_stress,,cga,CGA,1,0.010,replay,mixed,1.029682,0.051209,10,2.197155,0.000000,0.300402,-0.084878,,,0.000000,0.015729,0.015729,8,10,0,66.221629,66.221629,66.221629,66.221629,90.000000,0.000000,115.973082,0.571009,0.000000,20,31,31,20,1.000000,,31,,,
moe-serving,moe-longmix-smoke-agent136,idyn-moe-serving,scale20,replica3,aggregator_replicas=3;cache_replicas=1;expert_count=6;replicas_per_expert=3;router_replicas=3;state_replicas=1;total_app_pods=31,cache_stress,,hda,HDA,1,0.010,replay,mixed,1.029682,0.051209,10,2.197155,0.000000,0.300402,-0.084878,,,0.000000,0.015729,0.015729,8,10,0,65.231026,65.231026,65.231026,65.231026,90.000000,0.000000,115.973082,0.562467,0.000000,20,31,31,20,1.000000,,31,,,
moe-serving,moe-longmix-smoke-agent136,idyn-moe-serving,scale20,replica3,aggregator_replicas=3;cache_replicas=1;expert_count=6;replicas_per_expert=3;router_replicas=3;state_replicas=1;total_app_pods=31,cache_stress,,policy2,Policy 2,1,0.010,replay,mixed,1.029682,0.051209,10,2.197155,0.000000,0.300402,-0.084878,,,0.000000,0.015729,0.015729,8,10,0,65.045251,65.045251,65.045251,65.045251,90.000000,0.000000,115.973082,0.560865,0.000000,20,31,31,20,1.000000,,31,,,
moe-serving,moe-longmix-smoke-agent136,idyn-moe-serving,scale20,replica3,aggregator_replicas=3;cache_replicas=1;expert_count=6;replicas_per_expert=3;router_replicas=3;state_replicas=1;total_app_pods=31,cache_stress,,policy3,Policy 3,1,0.010,replay,mixed,1.029682,0.051209,10,2.197155,0.000000,0.300402,-0.084878,,,0.000000,0.015729,0.015729,8,10,0,64.060399,64.060399,64.060399,64.060399,90.000000,0.000000,115.973082,0.552373,0.000000,20,31,31,20,1.000000,,31,,,
