policy,policy_display_name,evidence_type,steps,mean_latency_ms,mean_sla_violation_ratio,max_sla_violation_ratio,mean_request_mix_entropy,mean_active_edge_count,migration_count_available,policy_decision_time_available
kubernetes-default,K8s default,replay,1000,87.849947,0.000000,0.000000,1.827785,8.170000,false,false
cga,CGA,replay,1000,82.664128,0.000000,0.000000,1.827785,8.170000,false,false
hda,HDA,replay,1000,79.055606,0.000000,0.000000,1.827785,8.170000,false,false
policy2,Policy 2,replay,1000,80.728683,0.000000,0.000000,1.827785,8.170000,false,false
policy3,Policy 3,replay,1000,79.893890,0.000000,0.000000,1.827785,8.170000,false,false
