benchmark,scale,replica_level,workload_mode,policy,evidence_type,steps,mean_latency_ms,p95_latency_ms,mean_sla_violation_ratio,mean_throughput_rps,mean_active_edge_count,mean_gda_total_time_ms,pod_node_occupancy_ratio
moe-serving,scale45,replica5,markov,cga,replay,1000,82.664128,121.628907,0.000000,90.000000,8.170000,0.015849,1.000000
moe-serving,scale45,replica5,markov,hda,replay,1000,79.055606,115.755700,0.000000,90.000000,8.170000,0.015849,1.000000
moe-serving,scale45,replica5,markov,kubernetes-default,replay,1000,87.849947,129.742422,0.000000,90.000000,8.170000,0.015849,1.000000
moe-serving,scale45,replica5,markov,policy2,replay,1000,80.728683,118.317423,0.000000,90.000000,8.170000,0.015849,1.000000
moe-serving,scale45,replica5,markov,policy3,replay,1000,79.893890,116.996443,0.000000,90.000000,8.170000,0.015849,1.000000
