policy,policy_display_name,step,time_s,evidence_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
kubernetes-default,K8s default,0,0.000,replay,0.969300,0.000000,8,1.636641,0.000000,0.406120,0.093267,,,60.611391,108.333333,0.559490,0.000000
cga,CGA,0,0.000,replay,0.969300,0.000000,8,1.636641,0.000000,0.406120,0.093267,,,61.089042,108.333333,0.563899,0.000000
hda,HDA,0,0.000,replay,0.969300,0.000000,8,1.636641,0.000000,0.406120,0.093267,,,56.771468,108.333333,0.524044,0.000000
policy2,Policy 2,0,0.000,replay,0.969300,0.000000,8,1.636641,0.000000,0.406120,0.093267,,,57.706440,108.333333,0.532675,0.000000
policy3,Policy 3,0,0.000,replay,0.969300,0.000000,8,1.636641,0.000000,0.406120,0.093267,,,53.570968,108.333333,0.494501,0.000000
kubernetes-default,K8s default,1,0.100,replay,0.966640,0.002743,8,1.636641,0.000000,0.406120,0.093267,,,65.037741,108.333333,0.600348,0.000000
cga,CGA,1,0.100,replay,0.966640,0.002743,8,1.636641,0.000000,0.406120,0.093267,,,58.084534,108.333333,0.536165,0.000000
hda,HDA,1,0.100,replay,0.966640,0.002743,8,1.636641,0.000000,0.406120,0.093267,,,57.440190,108.333333,0.530217,0.000000
policy2,Policy 2,1,0.100,replay,0.966640,0.002743,8,1.636641,0.000000,0.406120,0.093267,,,57.081285,108.333333,0.526904,0.000000
policy3,Policy 3,1,0.100,replay,0.966640,0.002743,8,1.636641,0.000000,0.406120,0.093267,,,56.182998,108.333333,0.518612,0.000000
kubernetes-default,K8s default,2,0.200,replay,0.959227,0.007669,8,1.636641,0.000000,0.406120,0.093267,,,63.136592,108.333333,0.582799,0.000000
cga,CGA,2,0.200,replay,0.959227,0.007669,8,1.636641,0.000000,0.406120,0.093267,,,58.293482,108.333333,0.538094,0.000000
hda,HDA,2,0.200,replay,0.959227,0.007669,8,1.636641,0.000000,0.406120,0.093267,,,61.094934,108.333333,0.563953,0.000000
policy2,Policy 2,2,0.200,replay,0.959227,0.007669,8,1.636641,0.000000,0.406120,0.093267,,,55.647728,108.333333,0.513671,0.000000
policy3,Policy 3,2,0.200,replay,0.959227,0.007669,8,1.636641,0.000000,0.406120,0.093267,,,55.659966,108.333333,0.513784,0.000000
kubernetes-default,K8s default,3,0.300,replay,0.994400,0.035371,8,1.636641,0.000000,0.406120,0.093267,,,63.167234,108.333333,0.583082,0.000000
cga,CGA,3,0.300,replay,0.994400,0.035371,8,1.636641,0.000000,0.406120,0.093267,,,58.520300,108.333333,0.540187,0.000000
hda,HDA,3,0.300,replay,0.994400,0.035371,8,1.636641,0.000000,0.406120,0.093267,,,57.543948,108.333333,0.531175,0.000000
policy2,Policy 2,3,0.300,replay,0.994400,0.035371,8,1.636641,0.000000,0.406120,0.093267,,,61.566870,108.333333,0.568310,0.000000
policy3,Policy 3,3,0.300,replay,0.994400,0.035371,8,1.636641,0.000000,0.406120,0.093267,,,56.328345,108.333333,0.519954,0.000000
kubernetes-default,K8s default,4,0.400,replay,0.962272,0.032309,8,1.636641,0.000000,0.406120,0.093267,,,61.110918,108.333333,0.564101,0.000000
cga,CGA,4,0.400,replay,0.962272,0.032309,8,1.636641,0.000000,0.406120,0.093267,,,56.184717,108.333333,0.518628,0.000000
hda,HDA,4,0.400,replay,0.962272,0.032309,8,1.636641,0.000000,0.406120,0.093267,,,51.231686,108.333333,0.472908,0.000000
policy2,Policy 2,4,0.400,replay,0.962272,0.032309,8,1.636641,0.000000,0.406120,0.093267,,,59.606040,108.333333,0.550210,0.000000
policy3,Policy 3,4,0.400,replay,0.962272,0.032309,8,1.636641,0.000000,0.406120,0.093267,,,62.901670,108.333333,0.580631,0.000000
kubernetes-default,K8s default,5,0.500,replay,0.936001,0.027301,8,1.636641,0.000000,0.406120,0.093267,,,65.132564,108.333333,0.601224,0.000000
cga,CGA,5,0.500,replay,0.936001,0.027301,8,1.636641,0.000000,0.406120,0.093267,,,59.269777,108.333333,0.547106,0.000000
