step,time_s,p_single_expert,p_multi_expert_top2,p_multi_expert_top4,p_cache_hit,p_cache_miss,p_payload_small,p_payload_large,p_batch_small,p_batch_large,qps_single_expert,qps_multi_expert_top2,qps_multi_expert_top4,qps_cache_hit,qps_cache_miss,qps_payload_small,qps_payload_large,qps_batch_small,qps_batch_large,traffic_stress,edge_jaccard_distance,weighted_edge_distance,hot_edge_rank_correlation,graph_change_rate_per_s,request_mix_entropy,top3_hotspot_churn,active_edge_count,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
23,2.300,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.032738,0.000000,0.074901,1.000000,0.74900642,1.636641,0.000000,8,0.406120,0.093267,,,70.744743,108.333333,0.653028,0.000000
24,2.400,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.973197,0.000000,0.057653,1.000000,0.57653477,1.636641,0.000000,8,0.406120,0.093267,,,61.343155,108.333333,0.566245,0.000000
25,2.500,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.045439,0.111111,0.081300,1.000000,0.81299842,1.636641,0.000000,9,0.454272,0.292243,,,68.245078,108.333333,0.629955,0.000000
26,2.600,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.053832,0.000000,0.007965,1.000000,0.07964843,1.636641,0.000000,9,0.454272,0.292243,,,56.679547,108.333333,0.523196,0.000000
27,2.700,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.010776,0.111111,0.053426,1.000000,0.53425704,1.636641,0.000000,8,0.406120,0.093267,,,62.790207,108.333333,0.579602,0.000000
28,2.800,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.981461,0.000000,0.029002,1.000000,0.29002099,1.636641,0.000000,8,0.406120,0.093267,,,60.090041,108.333333,0.554677,0.000000
29,2.900,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.987926,0.000000,0.006544,1.000000,0.06543555,1.636641,0.000000,8,0.406120,0.093267,,,63.039887,108.333333,0.581907,0.000000
30,3.000,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.051203,0.111111,0.072510,1.000000,0.72510316,1.636641,0.000000,9,0.454272,0.292243,,,62.818362,108.333333,0.579862,0.000000
31,3.100,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.031798,0.111111,0.031322,1.000000,0.31321884,1.636641,0.000000,8,0.406120,0.093267,,,66.821438,108.333333,0.616813,0.000000
32,3.200,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.040902,0.000000,0.008747,1.000000,0.08746517,1.636641,0.000000,8,0.406120,0.093267,,,64.226718,108.333333,0.592862,0.000000
33,3.300,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.048595,0.111111,0.020344,1.000000,0.20343709,1.636641,0.000000,9,0.454272,0.292243,,,69.454555,108.333333,0.641119,0.000000
34,3.400,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.994874,0.111111,0.063664,1.000000,0.63663659,1.636641,0.000000,8,0.406120,0.093267,,,67.527350,108.333333,0.623329,0.000000
35,3.500,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.033795,0.000000,0.037648,1.000000,0.37648352,1.636641,0.000000,8,0.406120,0.093267,,,63.464212,108.333333,0.585823,0.000000
36,3.600,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.977292,0.000000,0.054656,1.000000,0.54655846,1.636641,0.000000,8,0.406120,0.093267,,,64.907130,108.333333,0.599143,0.000000
37,3.700,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.025673,0.000000,0.047170,1.000000,0.47169854,1.636641,0.000000,8,0.406120,0.093267,,,64.939982,108.333333,0.599446,0.000000
38,3.800,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.027395,0.000000,0.001676,1.000000,0.01675991,1.636641,0.000000,8,0.406120,0.093267,,,60.875998,108.333333,0.561932,0.000000
39,3.900,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.976634,0.000000,0.049407,1.000000,0.49407084,1.636641,0.000000,8,0.406120,0.093267,,,65.143428,108.333333,0.601324,0.000000
40,4.000,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.027975,0.000000,0.049944,1.000000,0.49943705,1.636641,0.000000,8,0.406120,0.093267,,,69.235131,108.333333,0.639094,0.000000
41,4.100,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.041198,0.000000,0.012700,1.000000,0.12700117,1.636641,0.000000,8,0.406120,0.093267,,,62.696195,108.333333,0.578734,0.000000
42,4.200,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.001702,0.000000,0.037934,1.000000,0.37933602,1.636641,0.000000,8,0.406120,0.093267,,,63.799059,108.333333,0.588914,0.000000
43,4.300,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.011956,0.000000,0.010133,1.000000,0.10132834,1.636641,0.000000,8,0.406120,0.093267,,,64.958314,108.333333,0.599615,0.000000
44,4.400,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.052202,0.111111,0.050853,1.000000,0.50852628,1.636641,0.000000,9,0.454272,0.292243,,,69.951657,108.333333,0.645708,0.000000
45,4.500,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.070787,0.000000,0.017356,1.000000,0.17355905,1.636641,0.000000,9,0.454272,0.292243,,,62.344435,108.333333,0.575487,0.000000
46,4.600,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.995522,0.111111,0.082473,1.000000,0.82472592,1.636641,0.000000,8,0.406120,0.093267,,,66.422337,108.333333,0.613129,0.000000
47,4.700,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.982407,0.000000,0.013174,1.000000,0.13173616,1.636641,0.000000,8,0.406120,0.093267,,,63.465197,108.333333,0.585833,0.000000
48,4.800,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.050158,0.111111,0.076774,1.000000,0.76773877,1.636641,0.000000,9,0.454272,0.292243,,,71.664039,108.333333,0.661514,0.000000
49,4.900,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.029644,0.111111,0.032383,1.000000,0.32382607,1.636641,0.000000,8,0.406120,0.093267,,,66.731687,108.333333,0.615985,0.000000
50,5.000,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.992354,0.000000,0.036216,1.000000,0.36216235,1.636641,0.000000,8,0.406120,0.093267,,,66.279508,108.333333,0.611811,0.000000
51,5.100,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.080760,0.111111,0.093832,1.000000,0.93832200,1.636641,0.000000,9,0.454272,0.292243,,,69.419647,108.333333,0.640797,0.000000
52,5.200,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.007197,0.111111,0.080279,1.000000,0.80278740,1.636641,0.000000,8,0.406120,0.093267,,,66.482016,108.333333,0.613680,0.000000
53,5.300,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.048526,0.111111,0.052004,1.000000,0.52004217,1.636641,0.000000,9,0.454272,0.292243,,,69.533064,108.333333,0.641844,0.000000
54,5.400,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.005464,0.111111,0.053635,1.000000,0.53635268,1.636641,0.000000,8,0.406120,0.093267,,,70.141089,108.333333,0.647456,0.000000
55,5.500,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.082079,0.111111,0.275983,0.866667,2.75982952,1.636641,0.500000,9,0.322193,-0.547211,,,93.918262,129.333333,0.726172,0.000000
56,5.600,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.033576,0.111111,0.054774,1.000000,0.54773690,1.636641,0.000000,8,0.251809,-0.899226,,,83.745457,129.333333,0.647516,0.000000
57,5.700,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.011369,0.000000,0.021486,1.000000,0.21485849,1.636641,0.000000,8,0.251809,-0.899226,,,85.132590,129.333333,0.658242,0.000000
58,5.800,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.069449,0.111111,0.064159,1.000000,0.64159421,1.636641,0.000000,9,0.322193,-0.547211,,,85.131630,129.333333,0.658234,0.000000
59,5.900,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.018586,0.111111,0.057481,1.000000,0.57481072,1.636641,0.000000,8,0.251809,-0.899226,,,84.772715,129.333333,0.655459,0.000000
60,6.000,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.001742,0.000000,0.016537,1.000000,0.16536852,1.636641,0.000000,8,0.251809,-0.899226,,,81.497530,129.333333,0.630136,0.000000
61,6.100,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.029069,0.000000,0.026555,1.000000,0.26555165,1.636641,0.000000,8,0.251809,-0.899226,,,78.612182,129.333333,0.607826,0.000000
62,6.200,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.082707,0.111111,0.059441,1.000000,0.59440772,1.636641,0.000000,9,0.322193,-0.547211,,,85.344863,129.333333,0.659883,0.000000
63,6.300,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.003960,0.111111,0.082391,1.000000,0.82390699,1.636641,0.000000,8,0.251809,-0.899226,,,85.024403,129.333333,0.657405,0.000000
64,6.400,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.069936,0.111111,0.071438,1.000000,0.71438136,1.636641,0.000000,9,0.322193,-0.547211,,,83.362126,129.333333,0.644553,0.000000
65,6.500,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.036823,0.111111,0.041042,1.000000,0.41042312,1.636641,0.000000,8,0.251809,-0.899226,,,79.092088,129.333333,0.611537,0.000000
66,6.600,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.084029,0.111111,0.053510,1.000000,0.53509858,1.636641,0.000000,9,0.322193,-0.547211,,,82.349960,129.333333,0.636726,0.000000
67,6.700,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.039183,0.111111,0.051355,1.000000,0.51355444,1.636641,0.000000,8,0.251809,-0.899226,,,85.724593,129.333333,0.662819,0.000000
68,6.800,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.025760,0.000000,0.012918,1.000000,0.12917674,1.636641,0.000000,8,0.251809,-0.899226,,,82.892540,129.333333,0.640922,0.000000
69,6.900,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.064500,0.111111,0.046431,1.000000,0.46430681,1.636641,0.000000,9,0.322193,-0.547211,,,83.474135,129.333333,0.645419,0.000000
70,7.000,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.044808,0.000000,0.018499,1.000000,0.18498545,1.636641,0.000000,9,0.322193,-0.547211,,,81.051645,129.333333,0.626688,0.000000
71,7.100,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.996758,0.111111,0.055927,1.000000,0.55926945,1.636641,0.000000,8,0.251809,-0.899226,,,83.366246,129.333333,0.644584,0.000000
72,7.200,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.069675,0.111111,0.077874,1.000000,0.77873923,1.636641,0.000000,9,0.322193,-0.547211,,,90.549659,129.333333,0.700126,0.000000
73,7.300,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.070568,0.000000,0.000834,1.000000,0.00833659,1.636641,0.000000,9,0.322193,-0.547211,,,80.018342,129.333333,0.618699,0.000000
74,7.400,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.077736,0.000000,0.006652,1.000000,0.06651602,1.636641,0.000000,9,0.322193,-0.547211,,,80.027710,129.333333,0.618771,0.000000
75,7.500,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.080860,0.000000,0.002890,1.000000,0.02890130,1.636641,0.000000,9,0.322193,-0.547211,,,78.644337,129.333333,0.608075,0.000000
76,7.600,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.036947,0.111111,0.050621,1.000000,0.50621187,1.636641,0.000000,8,0.251809,-0.899226,,,83.376807,129.333333,0.644666,0.000000
77,7.700,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.008946,0.000000,0.027003,1.000000,0.27003257,1.636641,0.000000,8,0.251809,-0.899226,,,75.808513,129.333333,0.586148,0.000000
78,7.800,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.070780,0.111111,0.067562,1.000000,0.67561708,1.636641,0.000000,9,0.322193,-0.547211,,,81.579442,129.333333,0.630769,0.000000
79,7.900,0.033333,0.733333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,3.000000,66.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.046886,0.000000,0.022315,1.000000,0.22315247,1.636641,0.000000,9,0.322193,-0.547211,,,80.110521,129.333333,0.619411,0.000000
