step,time_s,evidence_type,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count
0,0.000,replay,0.000000,0.024115,0.024115,8,8,0
1,0.100,replay,0.000000,0.015649,0.015649,8,8,0
2,0.200,replay,0.000000,0.017944,0.017944,8,8,0
3,0.300,replay,0.000000,0.013966,0.013966,8,8,0
4,0.400,replay,0.000000,0.014427,0.014427,8,8,0
5,0.500,replay,0.000000,0.027883,0.027883,8,8,0
6,0.600,replay,0.000000,0.016210,0.016210,8,8,0
7,0.700,replay,0.000000,0.014267,0.014267,8,8,0
8,0.800,replay,0.000000,0.013886,0.013886,8,8,0
9,0.900,replay,0.000000,0.024034,0.024034,8,8,0
10,1.000,replay,0.000000,0.029255,0.029255,8,8,0
11,1.100,replay,0.000000,0.013617,0.013617,8,8,0
12,1.200,replay,0.000000,0.014427,0.014427,8,8,0
13,1.300,replay,0.000000,0.013265,0.013265,8,8,0
14,1.400,replay,0.000000,0.013355,0.013355,8,8,0
15,1.500,replay,0.000000,0.018024,0.018024,8,8,0
16,1.600,replay,0.000000,0.014687,0.014687,8,8,0
17,1.700,replay,0.000000,0.015399,0.015399,8,8,0
18,1.800,replay,0.000000,0.013485,0.013485,8,8,0
19,1.900,replay,0.000000,0.013274,0.013274,8,8,0
20,2.000,replay,0.000000,0.013715,0.013715,8,8,0
21,2.100,replay,0.000000,0.013536,0.013536,8,8,0
22,2.200,replay,0.000000,0.021089,0.021089,8,8,0
23,2.300,replay,0.000000,0.013745,0.013745,8,8,0
24,2.400,replay,0.000000,0.013666,0.013666,8,8,0
25,2.500,replay,0.000000,0.013736,0.013736,8,9,0
26,2.600,replay,0.000000,0.021060,0.021060,8,9,0
27,2.700,replay,0.000000,0.015620,0.015620,8,8,0
28,2.800,replay,0.000000,0.017553,0.017553,8,8,0
29,2.900,replay,0.000000,0.014457,0.014457,8,8,0
30,3.000,replay,0.000000,0.014157,0.014157,8,9,0
31,3.100,replay,0.000000,0.014198,0.014198,8,8,0
32,3.200,replay,0.000000,0.017344,0.017344,8,8,0
33,3.300,replay,0.000000,0.017643,0.017643,8,9,0
34,3.400,replay,0.000000,0.015129,0.015129,8,8,0
35,3.500,replay,0.000000,0.018905,0.018905,8,8,0
36,3.600,replay,0.000000,0.013755,0.013755,8,8,0
37,3.700,replay,0.000000,0.013896,0.013896,8,8,0
38,3.800,replay,0.000000,0.032210,0.032210,8,8,0
39,3.900,replay,0.000000,0.013416,0.013416,8,8,0
40,4.000,replay,0.000000,0.026341,0.026341,8,8,0
41,4.100,replay,0.000000,0.013676,0.013676,8,8,0
42,4.200,replay,0.000000,0.017273,0.017273,8,8,0
43,4.300,replay,0.000000,0.013315,0.013315,8,8,0
44,4.400,replay,0.000000,0.013316,0.013316,8,9,0
45,4.500,replay,0.000000,0.013606,0.013606,8,9,0
46,4.600,replay,0.000000,0.013385,0.013385,8,8,0
47,4.700,replay,0.000000,0.013535,0.013535,8,8,0
48,4.800,replay,0.000000,0.016992,0.016992,8,9,0
49,4.900,replay,0.000000,0.013285,0.013285,8,8,0
50,5.000,replay,0.000000,0.015168,0.015168,8,8,0
51,5.100,replay,0.000000,0.014217,0.014217,8,9,0
52,5.200,replay,0.000000,0.014096,0.014096,8,8,0
53,5.300,replay,0.000000,0.014147,0.014147,8,9,0
54,5.400,replay,0.000000,0.014547,0.014547,8,8,0
55,5.500,replay,0.000000,0.016853,0.016853,8,9,0
56,5.600,replay,0.000000,0.013526,0.013526,8,8,0
57,5.700,replay,0.000000,0.014147,0.014147,8,8,0
58,5.800,replay,0.000000,0.013946,0.013946,8,9,0
59,5.900,replay,0.000000,0.013746,0.013746,8,8,0
60,6.000,replay,0.000000,0.013405,0.013405,8,8,0
61,6.100,replay,0.000000,0.013585,0.013585,8,8,0
62,6.200,replay,0.000000,0.016771,0.016771,8,9,0
63,6.300,replay,0.000000,0.014216,0.014216,8,8,0
64,6.400,replay,0.000000,0.021181,0.021181,8,9,0
65,6.500,replay,0.000000,0.013937,0.013937,8,8,0
66,6.600,replay,0.000000,0.013485,0.013485,8,9,0
67,6.700,replay,0.000000,0.017082,0.017082,8,8,0
68,6.800,replay,0.000000,0.019055,0.019055,8,8,0
69,6.900,replay,0.000000,0.013566,0.013566,8,9,0
70,7.000,replay,0.000000,0.013687,0.013687,8,9,0
71,7.100,replay,0.000000,0.013585,0.013585,8,8,0
72,7.200,replay,0.000000,0.013665,0.013665,8,9,0
73,7.300,replay,0.000000,0.014106,0.014106,8,9,0
74,7.400,replay,0.000000,0.013616,0.013616,8,9,0
75,7.500,replay,0.000000,0.017052,0.017052,8,9,0
76,7.600,replay,0.000000,0.014076,0.014076,8,8,0
77,7.700,replay,0.000000,0.017572,0.017572,8,8,0
78,7.800,replay,0.000000,0.017043,0.017043,8,9,0
79,7.900,replay,0.000000,0.013646,0.013646,8,9,0
80,8.000,replay,0.000000,0.013776,0.013776,8,8,0
81,8.100,replay,0.000000,0.019336,0.019336,8,8,0
82,8.200,replay,0.000000,0.013766,0.013766,8,8,0
83,8.300,replay,0.000000,0.013806,0.013806,8,9,0
84,8.400,replay,0.000000,0.013535,0.013535,8,8,0
85,8.500,replay,0.000000,0.013866,0.013866,8,9,0
86,8.600,replay,0.000000,0.014157,0.014157,8,9,0
87,8.700,replay,0.000000,0.013366,0.013366,8,8,0
88,8.800,replay,0.000000,0.017073,0.017073,8,8,0
89,8.900,replay,0.000000,0.013515,0.013515,8,9,0
90,9.000,replay,0.000000,0.017032,0.017032,8,8,0
91,9.100,replay,0.000000,0.017052,0.017052,8,9,0
92,9.200,replay,0.000000,0.013935,0.013935,8,8,0
93,9.300,replay,0.000000,0.013916,0.013916,8,9,0
94,9.400,replay,0.000000,0.016611,0.016611,8,9,0
95,9.500,replay,0.000000,0.017923,0.017923,8,8,0
96,9.600,replay,0.000000,0.013566,0.013566,8,9,0
97,9.700,replay,0.000000,0.013536,0.013536,8,9,0
98,9.800,replay,0.000000,0.013796,0.013796,8,8,0
99,9.900,replay,0.000000,0.013475,0.013475,8,9,0
100,10.000,replay,0.000000,0.014988,0.014988,8,8,0
101,10.100,replay,0.000000,0.017923,0.017923,8,8,0
102,10.200,replay,0.000000,0.013796,0.013796,8,8,0
103,10.300,replay,0.000000,0.017121,0.017121,8,9,0
104,10.400,replay,0.000000,0.018014,0.018014,8,8,0
105,10.500,replay,0.000000,0.013966,0.013966,8,8,0
106,10.600,replay,0.000000,0.014166,0.014166,8,8,0
107,10.700,replay,0.000000,0.013426,0.013426,8,8,0
108,10.800,replay,0.000000,0.016942,0.016942,8,9,0
109,10.900,replay,0.000000,0.013986,0.013986,8,8,0
110,11.000,replay,0.000000,0.015591,0.015591,8,10,0
111,11.100,replay,0.000000,0.013785,0.013785,8,10,0
112,11.200,replay,0.000000,0.014296,0.014296,8,10,0
113,11.300,replay,0.000000,0.014167,0.014167,8,10,0
114,11.400,replay,0.000000,0.019436,0.019436,8,10,0
115,11.500,replay,0.000000,0.021069,0.021069,8,10,0
116,11.600,replay,0.000000,0.013425,0.013425,8,10,0
117,11.700,replay,0.000000,0.013585,0.013585,8,10,0
118,11.800,replay,0.000000,0.013485,0.013485,8,10,0
119,11.900,replay,0.000000,0.013776,0.013776,8,10,0
120,12.000,replay,0.000000,0.014677,0.014677,8,10,0
121,12.100,replay,0.000000,0.017443,0.017443,8,10,0
122,12.200,replay,0.000000,0.013515,0.013515,8,10,0
123,12.300,replay,0.000000,0.013845,0.013845,8,10,0
124,12.400,replay,0.000000,0.013656,0.013656,8,10,0
125,12.500,replay,0.000000,0.013425,0.013425,8,10,0
126,12.600,replay,0.000000,0.013285,0.013285,8,10,0
127,12.700,replay,0.000000,0.013425,0.013425,8,10,0
128,12.800,replay,0.000000,0.030517,0.030517,8,10,0
