step,time_s,source,destination,weight
0,0.0,aggregator,cache,16.720417
0,0.0,expert-0,aggregator,73.133648
0,0.0,expert-1,aggregator,12.213174
0,0.0,frontend,router,86.655376
0,0.0,frontend,tokenizer,61.502054
0,0.0,router,expert-0,81.275764
0,0.0,router,expert-1,13.667123
0,0.0,router,expert-2,5.234217
1,0.1,aggregator,cache,16.674548
1,0.1,expert-0,aggregator,72.933024
1,0.1,expert-1,aggregator,12.179670
1,0.1,frontend,router,86.417659
1,0.1,frontend,tokenizer,61.333339
1,0.1,router,expert-0,81.052804
1,0.1,router,expert-1,13.629631
1,0.1,router,expert-2,5.219859
2,0.2,aggregator,cache,16.546671
2,0.2,expert-0,aggregator,72.373700
2,0.2,expert-1,aggregator,12.086264
2,0.2,frontend,router,85.754920
2,0.2,frontend,tokenizer,60.862972
2,0.2,router,expert-0,80.431209
2,0.2,router,expert-1,13.525105
2,0.2,router,expert-2,5.179827
3,0.30000000000000004,aggregator,cache,17.153399
3,0.30000000000000004,expert-0,aggregator,75.027477
3,0.30000000000000004,expert-1,aggregator,12.529440
3,0.30000000000000004,frontend,router,88.899357
3,0.30000000000000004,frontend,tokenizer,63.094678
3,0.30000000000000004,router,expert-0,83.380437
3,0.30000000000000004,router,expert-1,14.021039
3,0.30000000000000004,router,expert-2,5.369760
4,0.4,aggregator,cache,16.599198
4,0.4,expert-0,aggregator,72.603448
4,0.4,expert-1,aggregator,12.124632
4,0.4,frontend,router,86.027148
4,0.4,frontend,tokenizer,61.056180
4,0.4,router,expert-0,80.686536
4,0.4,router,expert-1,13.568040
4,0.4,router,expert-2,5.196271
5,0.5,aggregator,cache,16.146017
5,0.5,expert-0,aggregator,70.621273
5,0.5,expert-1,aggregator,11.793612
5,0.5,frontend,router,83.678487
5,0.5,frontend,tokenizer,59.389262
5,0.5,router,expert-0,78.483682
5,0.5,router,expert-1,13.197614
5,0.5,router,expert-2,5.054405
6,0.6000000000000001,aggregator,cache,17.038633
6,0.6000000000000001,expert-0,aggregator,74.525501
6,0.6000000000000001,expert-1,aggregator,12.445610
6,0.6000000000000001,frontend,router,88.304569
6,0.6000000000000001,frontend,tokenizer,62.672538
6,0.6000000000000001,router,expert-0,82.822574
6,0.6000000000000001,router,expert-1,13.927231
6,0.6000000000000001,router,expert-2,5.333833
7,0.7000000000000001,aggregator,cache,16.053382
7,0.7000000000000001,expert-0,aggregator,70.216098
7,0.7000000000000001,expert-1,aggregator,11.725949
7,0.7000000000000001,frontend,router,83.198398
7,0.7000000000000001,frontend,tokenizer,59.048528
7,0.7000000000000001,router,expert-0,78.033397
7,0.7000000000000001,router,expert-1,13.121895
7,0.7000000000000001,router,expert-2,5.025407
8,0.8,aggregator,cache,17.722881
8,0.8,expert-0,aggregator,77.518339
8,0.8,expert-1,aggregator,12.945409
8,0.8,frontend,router,91.850756
8,0.8,frontend,tokenizer,65.189379
8,0.8,router,expert-0,86.148612
8,0.8,router,expert-1,14.486529
8,0.8,router,expert-2,5.548032
9,0.9,aggregator,cache,17.255681
9,0.9,expert-0,aggregator,75.474850
9,0.9,expert-1,aggregator,12.604150
9,0.9,frontend,router,89.429445
9,0.9,frontend,tokenizer,63.470898
9,0.9,router,expert-0,83.877617
9,0.9,router,expert-1,14.104644
9,0.9,router,expert-2,5.401779
10,1.0,aggregator,cache,16.162083
10,1.0,expert-0,aggregator,70.691546
10,1.0,expert-1,aggregator,11.805348
10,1.0,frontend,router,83.761752
10,1.0,frontend,tokenizer,59.448358
10,1.0,router,expert-0,78.561778
10,1.0,router,expert-1,13.210746
10,1.0,router,expert-2,5.059435
11,1.1,aggregator,cache,16.440042
11,1.1,expert-0,aggregator,71.907313
11,1.1,expert-1,aggregator,12.008378
11,1.1,frontend,router,85.202303
11,1.1,frontend,tokenizer,60.470762
11,1.1,router,expert-0,79.912898
11,1.1,router,expert-1,13.437947
11,1.1,router,expert-2,5.146448
12,1.2000000000000002,aggregator,cache,17.804638
12,1.2000000000000002,expert-0,aggregator,77.875937
12,1.2000000000000002,expert-1,aggregator,13.005127
12,1.2000000000000002,frontend,router,92.274470
12,1.2000000000000002,frontend,tokenizer,65.490102
