LAST SEEN   TYPE     REASON              OBJECT                                        MESSAGE
7s          Normal   Scheduled           pod/text-service-b6bbbc8d4-xzs9t              Successfully assigned pss-20260603072120z-s20-k8s-r02/text-service-b6bbbc8d4-xzs9t to emu-worker-2
7s          Normal   Scheduled           pod/compose-post-service-6cf8795f44-584ht     Successfully assigned pss-20260603072120z-s20-k8s-r02/compose-post-service-6cf8795f44-584ht to emu-worker-10
7s          Normal   Scheduled           pod/user-timeline-service-645cbbd96d-xqv6t    Successfully assigned pss-20260603072120z-s20-k8s-r02/user-timeline-service-645cbbd96d-xqv6t to emu-worker-7
7s          Normal   Scheduled           pod/user-service-67579c5cd8-w6cqt             Successfully assigned pss-20260603072120z-s20-k8s-r02/user-service-67579c5cd8-w6cqt to emu-worker-1
6s          Normal   Scheduled           pod/unique-id-service-5cd788bfb8-slwbk        Successfully assigned pss-20260603072120z-s20-k8s-r02/unique-id-service-5cd788bfb8-slwbk to emu-worker-2
7s          Normal   Scheduled           pod/nginx-thrift-8648dd4644-2tdbg             Successfully assigned pss-20260603072120z-s20-k8s-r02/nginx-thrift-8648dd4644-2tdbg to emu-worker-10
7s          Normal   Scheduled           pod/home-timeline-service-69f988f7b-lhw84     Successfully assigned pss-20260603072120z-s20-k8s-r02/home-timeline-service-69f988f7b-lhw84 to emu-worker-7
6s          Normal   Scheduled           pod/media-service-6c945476d8-7s94t            Successfully assigned pss-20260603072120z-s20-k8s-r02/media-service-6c945476d8-7s94t to emu-worker-6
8s          Normal   SuccessfulCreate    replicaset/home-timeline-service-69f988f7b    Created pod: home-timeline-service-69f988f7b-lhw84
8s          Normal   SuccessfulCreate    replicaset/nginx-thrift-8648dd4644            Created pod: nginx-thrift-8648dd4644-2tdbg
8s          Normal   ScalingReplicaSet   deployment/nginx-thrift                       Scaled up replica set nginx-thrift-8648dd4644 from 0 to 1
8s          Normal   ScalingReplicaSet   deployment/home-timeline-service              Scaled up replica set home-timeline-service-69f988f7b from 0 to 1
8s          Normal   ScalingReplicaSet   deployment/user-timeline-service              Scaled up replica set user-timeline-service-645cbbd96d from 0 to 1
8s          Normal   SuccessfulCreate    replicaset/user-timeline-service-645cbbd96d   Created pod: user-timeline-service-645cbbd96d-xqv6t
8s          Normal   ScalingReplicaSet   deployment/user-service                       Scaled up replica set user-service-67579c5cd8 from 0 to 1
8s          Normal   SuccessfulCreate    replicaset/user-service-67579c5cd8            Created pod: user-service-67579c5cd8-w6cqt
8s          Normal   SuccessfulCreate    replicaset/compose-post-service-6cf8795f44    Created pod: compose-post-service-6cf8795f44-584ht
8s          Normal   ScalingReplicaSet   deployment/text-service                       Scaled up replica set text-service-b6bbbc8d4 from 0 to 1
8s          Normal   ScalingReplicaSet   deployment/compose-post-service               Scaled up replica set compose-post-service-6cf8795f44 from 0 to 1
8s          Normal   SuccessfulCreate    replicaset/text-service-b6bbbc8d4             Created pod: text-service-b6bbbc8d4-xzs9t
7s          Normal   Started             pod/text-service-b6bbbc8d4-xzs9t              Container started
7s          Normal   SuccessfulCreate    replicaset/unique-id-service-5cd788bfb8       Created pod: unique-id-service-5cd788bfb8-slwbk
7s          Normal   Pulled              pod/home-timeline-service-69f988f7b-lhw84     Container image "python:3.11-slim" already present on machine and can be accessed by the pod
7s          Normal   Started             pod/user-timeline-service-645cbbd96d-xqv6t    Container started
