LAST SEEN   TYPE      REASON              OBJECT                                        MESSAGE
8s          Normal    Scheduled           pod/media-service-6897876856-7wx9f            Successfully assigned pss-20260603072120z-s20-p1-r01/media-service-6897876856-7wx9f to emu-worker-8
8s          Normal    Scheduled           pod/user-timeline-service-ff9b5bb6-tf2fx      Successfully assigned pss-20260603072120z-s20-p1-r01/user-timeline-service-ff9b5bb6-tf2fx to emu-worker-8
8s          Normal    Scheduled           pod/user-service-85d78fb856-dqkp8             Successfully assigned pss-20260603072120z-s20-p1-r01/user-service-85d78fb856-dqkp8 to emu-worker-8
8s          Normal    Scheduled           pod/unique-id-service-5668cd59d6-xsgp2        Successfully assigned pss-20260603072120z-s20-p1-r01/unique-id-service-5668cd59d6-xsgp2 to emu-worker-8
8s          Normal    Scheduled           pod/text-service-5d494ccd4-4qqfw              Successfully assigned pss-20260603072120z-s20-p1-r01/text-service-5d494ccd4-4qqfw to emu-worker-8
8s          Normal    Scheduled           pod/compose-post-service-64d956f48-dhmhx      Successfully assigned pss-20260603072120z-s20-p1-r01/compose-post-service-64d956f48-dhmhx to emu-worker-8
8s          Normal    Scheduled           pod/nginx-thrift-744bb9c6cc-srr68             Successfully assigned pss-20260603072120z-s20-p1-r01/nginx-thrift-744bb9c6cc-srr68 to emu-worker-8
8s          Normal    Scheduled           pod/home-timeline-service-5ff4c6d6fd-g6489    Successfully assigned pss-20260603072120z-s20-p1-r01/home-timeline-service-5ff4c6d6fd-g6489 to emu-worker-8
9s          Normal    ScalingReplicaSet   deployment/nginx-thrift                       Scaled up replica set nginx-thrift-744bb9c6cc from 0 to 1
9s          Normal    SuccessfulCreate    replicaset/text-service-5d494ccd4             Created pod: text-service-5d494ccd4-4qqfw
9s          Normal    ScalingReplicaSet   deployment/user-timeline-service              Scaled up replica set user-timeline-service-ff9b5bb6 from 0 to 1
9s          Normal    SuccessfulCreate    replicaset/home-timeline-service-5ff4c6d6fd   Created pod: home-timeline-service-5ff4c6d6fd-g6489
9s          Normal    ScalingReplicaSet   deployment/home-timeline-service              Scaled up replica set home-timeline-service-5ff4c6d6fd from 0 to 1
9s          Normal    SuccessfulCreate    replicaset/user-timeline-service-ff9b5bb6     Created pod: user-timeline-service-ff9b5bb6-tf2fx
9s          Normal    ScalingReplicaSet   deployment/user-service                       Scaled up replica set user-service-85d78fb856 from 0 to 1
9s          Normal    SuccessfulCreate    replicaset/user-service-85d78fb856            Created pod: user-service-85d78fb856-dqkp8
9s          Normal    ScalingReplicaSet   deployment/unique-id-service                  Scaled up replica set unique-id-service-5668cd59d6 from 0 to 1
9s          Normal    SuccessfulCreate    replicaset/media-service-6897876856           Created pod: media-service-6897876856-7wx9f
9s          Normal    ScalingReplicaSet   deployment/media-service                      Scaled up replica set media-service-6897876856 from 0 to 1
9s          Normal    ScalingReplicaSet   deployment/compose-post-service               Scaled up replica set compose-post-service-64d956f48 from 0 to 1
9s          Normal    SuccessfulCreate    replicaset/unique-id-service-5668cd59d6       Created pod: unique-id-service-5668cd59d6-xsgp2
9s          Normal    ScalingReplicaSet   deployment/text-service                       Scaled up replica set text-service-5d494ccd4 from 0 to 1
9s          Normal    SuccessfulCreate    replicaset/compose-post-service-64d956f48     Created pod: compose-post-service-64d956f48-dhmhx
9s          Normal    SuccessfulCreate    replicaset/nginx-thrift-744bb9c6cc            Created pod: nginx-thrift-744bb9c6cc-srr68
8s          Normal    Started             pod/compose-post-service-64d956f48-dhmhx      Container started
8s          Normal    Created             pod/compose-post-service-64d956f48-dhmhx      Container created
8s          Normal    Pulled              pod/compose-post-service-64d956f48-dhmhx      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
7s          Normal    Started             pod/nginx-thrift-744bb9c6cc-srr68             Container started
7s          Normal    Created             pod/home-timeline-service-5ff4c6d6fd-g6489    Container created
7s          Normal    Created             pod/nginx-thrift-744bb9c6cc-srr68             Container created
7s          Normal    Started             pod/home-timeline-service-5ff4c6d6fd-g6489    Container started
7s          Normal    Pulled              pod/home-timeline-service-5ff4c6d6fd-g6489    Container image "python:3.11-slim" already present on machine and can be accessed by the pod
7s          Warning   Unhealthy           pod/compose-post-service-64d956f48-dhmhx      Readiness probe failed: Get "http://192.168.173.179:8080/healthz": dial tcp 192.168.173.179:8080: connect: connection refused
7s          Normal    Pulled              pod/nginx-thrift-744bb9c6cc-srr68             Container image "python:3.11-slim" already present on machine and can be accessed by the pod
6s          Normal    Pulled              pod/text-service-5d494ccd4-4qqfw              Container image "python:3.11-slim" already present on machine and can be accessed by the pod
6s          Normal    Pulled              pod/user-timeline-service-ff9b5bb6-tf2fx      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
5s          Normal    Created             pod/text-service-5d494ccd4-4qqfw              Container created
5s          Normal    Started             pod/user-timeline-service-ff9b5bb6-tf2fx      Container started
5s          Normal    Pulled              pod/user-service-85d78fb856-dqkp8             Container image "python:3.11-slim" already present on machine and can be accessed by the pod
5s          Normal    Created             pod/user-service-85d78fb856-dqkp8             Container created
5s          Normal    Started             pod/user-service-85d78fb856-dqkp8             Container started
5s          Normal    Created             pod/user-timeline-service-ff9b5bb6-tf2fx      Container created
5s          Normal    Started             pod/text-service-5d494ccd4-4qqfw              Container started
4s          Normal    Started             pod/media-service-6897876856-7wx9f            Container started
4s          Normal    Pulled              pod/media-service-6897876856-7wx9f            Container image "python:3.11-slim" already present on machine and can be accessed by the pod
4s          Normal    Created             pod/media-service-6897876856-7wx9f            Container created
4s          Normal    Started             pod/unique-id-service-5668cd59d6-xsgp2        Container started
4s          Normal    Created             pod/unique-id-service-5668cd59d6-xsgp2        Container created
4s          Normal    Pulled              pod/unique-id-service-5668cd59d6-xsgp2        Container image "python:3.11-slim" already present on machine and can be accessed by the pod
