LAST SEEN   TYPE      REASON              OBJECT                                        MESSAGE
8s          Normal    Scheduled           pod/media-service-6c7968cc95-5v5sx            Successfully assigned live-tc-social-scale10-20260523t180124z-kubernetes/media-service-6c7968cc95-5v5sx to emu-worker-8
12s         Normal    Scheduled           pod/user-timeline-service-5d9b956559-dlsmk    Successfully assigned live-tc-social-scale10-20260523t180124z-kubernetes/user-timeline-service-5d9b956559-dlsmk to emu-worker-10
11s         Normal    Scheduled           pod/user-service-599c57d855-drrqt             Successfully assigned live-tc-social-scale10-20260523t180124z-kubernetes/user-service-599c57d855-drrqt to emu-worker-9
9s          Normal    Scheduled           pod/unique-id-service-676dd5cff5-5qblq        Successfully assigned live-tc-social-scale10-20260523t180124z-kubernetes/unique-id-service-676dd5cff5-5qblq to emu-worker-10
10s         Normal    Scheduled           pod/text-service-7cc69fb6d7-ldbh6             Successfully assigned live-tc-social-scale10-20260523t180124z-kubernetes/text-service-7cc69fb6d7-ldbh6 to emu-worker-8
12s         Normal    Scheduled           pod/compose-post-service-5b7bc584b7-k5pv7     Successfully assigned live-tc-social-scale10-20260523t180124z-kubernetes/compose-post-service-5b7bc584b7-k5pv7 to emu-worker-9
12s         Normal    Scheduled           pod/home-timeline-service-74df5f9975-vmhxx    Successfully assigned live-tc-social-scale10-20260523t180124z-kubernetes/home-timeline-service-74df5f9975-vmhxx to emu-worker-6
12s         Normal    Scheduled           pod/nginx-thrift-788d88bd6c-nbv66             Successfully assigned live-tc-social-scale10-20260523t180124z-kubernetes/nginx-thrift-788d88bd6c-nbv66 to emu-worker-6
13s         Normal    SuccessfulCreate    replicaset/nginx-thrift-788d88bd6c            Created pod: nginx-thrift-788d88bd6c-nbv66
13s         Normal    ScalingReplicaSet   deployment/compose-post-service               Scaled up replica set compose-post-service-5b7bc584b7 from 0 to 1
13s         Normal    SuccessfulCreate    replicaset/home-timeline-service-74df5f9975   Created pod: home-timeline-service-74df5f9975-vmhxx
13s         Normal    ScalingReplicaSet   deployment/home-timeline-service              Scaled up replica set home-timeline-service-74df5f9975 from 0 to 1
13s         Normal    ScalingReplicaSet   deployment/user-timeline-service              Scaled up replica set user-timeline-service-5d9b956559 from 0 to 1
13s         Normal    SuccessfulCreate    replicaset/user-timeline-service-5d9b956559   Created pod: user-timeline-service-5d9b956559-dlsmk
13s         Normal    ScalingReplicaSet   deployment/user-service                       Scaled up replica set user-service-599c57d855 from 0 to 1
13s         Normal    SuccessfulCreate    replicaset/compose-post-service-5b7bc584b7    Created pod: compose-post-service-5b7bc584b7-k5pv7
13s         Normal    ScalingReplicaSet   deployment/nginx-thrift                       Scaled up replica set nginx-thrift-788d88bd6c from 0 to 1
12s         Normal    SuccessfulCreate    replicaset/user-service-599c57d855            Created pod: user-service-599c57d855-drrqt
11s         Normal    ScalingReplicaSet   deployment/text-service                       Scaled up replica set text-service-7cc69fb6d7 from 0 to 1
11s         Normal    SuccessfulCreate    replicaset/text-service-7cc69fb6d7            Created pod: text-service-7cc69fb6d7-ldbh6
9s          Normal    Pulled              pod/nginx-thrift-788d88bd6c-nbv66             Container image "python:3.11-slim" already present on machine and can be accessed by the pod
9s          Normal    ScalingReplicaSet   deployment/unique-id-service                  Scaled up replica set unique-id-service-676dd5cff5 from 0 to 1
9s          Normal    Pulled              pod/user-timeline-service-5d9b956559-dlsmk    Container image "python:3.11-slim" already present on machine and can be accessed by the pod
9s          Normal    Created             pod/nginx-thrift-788d88bd6c-nbv66             Container created
9s          Normal    Created             pod/user-timeline-service-5d9b956559-dlsmk    Container created
9s          Normal    Created             pod/compose-post-service-5b7bc584b7-k5pv7     Container created
9s          Normal    Pulled              pod/compose-post-service-5b7bc584b7-k5pv7     Container image "python:3.11-slim" already present on machine and can be accessed by the pod
9s          Normal    SuccessfulCreate    replicaset/unique-id-service-676dd5cff5       Created pod: unique-id-service-676dd5cff5-5qblq
9s          Normal    Started             pod/nginx-thrift-788d88bd6c-nbv66             Container started
9s          Normal    ScalingReplicaSet   deployment/media-service                      Scaled up replica set media-service-6c7968cc95 from 0 to 1
9s          Normal    SuccessfulCreate    replicaset/media-service-6c7968cc95           Created pod: media-service-6c7968cc95-5v5sx
9s          Normal    Started             pod/compose-post-service-5b7bc584b7-k5pv7     Container started
9s          Normal    Started             pod/user-timeline-service-5d9b956559-dlsmk    Container started
8s          Warning   Unhealthy           pod/user-timeline-service-5d9b956559-dlsmk    Readiness probe failed: Get "http://192.168.82.210:8080/healthz": dial tcp 192.168.82.210:8080: connect: connection refused
