request_id,status,latency_ms,experts,hot_expert,expert_popularity,error
0,200,48.072852,"3,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,
1,200,38.727539,"0,4",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,
2,200,43.209577,"5,4",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,
3,200,38.043922,"0,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,
4,200,36.673360,"0,1",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,
5,200,39.016914,"1,3",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,
6,200,39.022365,"3,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,
7,200,38.430079,"0,1",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,
8,200,38.316786,"0,5",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,
9,200,37.170747,"0,1",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,
10,200,39.667448,"5,1",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,
11,200,39.621300,"5,1",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,
12,200,40.973416,"5,4",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,
13,200,37.739488,"1,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,
14,200,40.124609,"4,5",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,
15,200,39.975078,"2,4",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,
16,200,40.287205,"0,5",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,
17,200,40.736120,"5,3",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,
18,200,39.488952,"5,1",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,
19,200,39.784879,"4,5",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,
20,200,38.472639,"0,1",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,
21,200,39.740125,"4,5",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,
22,200,41.427001,"4,5",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,
23,200,38.211137,"4,0",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,
24,200,38.847924,"4,3",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,
25,200,37.747133,"0,4",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,
26,200,40.882396,"3,0",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,
27,200,39.167628,"1,3",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,
28,200,39.979947,"4,5",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,
29,200,40.348761,"4,5",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,
30,200,41.347802,"4,3",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,
31,200,39.975058,"2,3",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,
32,200,39.097094,"5,3",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,
33,200,39.633464,"3,5",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,
34,200,38.689107,"3,0",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,
35,200,37.383319,"3,0",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,
36,200,37.502793,"4,3",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,
37,200,39.024808,"3,4",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,
38,200,37.477837,"1,2",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,
39,200,38.534897,"4,2",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,
40,200,41.063326,"2,3",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,
41,200,39.626542,"5,2",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,
42,200,39.009038,"2,4",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,
43,200,39.225145,"2,5",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,
44,200,38.343937,"0,2",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,
45,200,41.754919,"1,3",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,
46,200,38.849288,"2,3",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,
47,200,38.767745,"0,4",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,
48,200,37.576681,"0,2",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,
49,200,37.724701,"2,5",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,
50,200,36.979637,"1,5",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,
51,200,36.866226,"3,1",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,
52,200,36.613899,"1,2",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,
53,200,36.988776,"0,2",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,
54,200,37.787839,"4,2",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,
55,200,38.175089,"4,5",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,
56,200,37.692742,"0,4",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,
57,200,44.257549,"5,3",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,
58,200,36.829805,"1,4",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,
59,200,38.109525,"1,2",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,
