LAST SEEN   TYPE     REASON              OBJECT                             MESSAGE
20s         Normal   Scheduled           pod/expert-0-865db6969f-w99cg      Successfully assigned physical-moe-size5-20260521t112541z-default/expert-0-865db6969f-w99cg to emu-worker-3
18s         Normal   Scheduled           pod/expert-3-5f5b8f6b7f-lcd2b      Successfully assigned physical-moe-size5-20260521t112541z-default/expert-3-5f5b8f6b7f-lcd2b to emu-worker-2
20s         Normal   Scheduled           pod/expert-1-79587d965f-4rk59      Successfully assigned physical-moe-size5-20260521t112541z-default/expert-1-79587d965f-4rk59 to emu-worker-4
20s         Normal   Scheduled           pod/tokenizer-7b6b555d9-wxv8t      Successfully assigned physical-moe-size5-20260521t112541z-default/tokenizer-7b6b555d9-wxv8t to emu-worker-4
19s         Normal   Scheduled           pod/expert-2-7746d8bb75-kmsqp      Successfully assigned physical-moe-size5-20260521t112541z-default/expert-2-7746d8bb75-kmsqp to emu-worker-1
18s         Normal   Scheduled           pod/expert-4-68f84cbc75-kd56d      Successfully assigned physical-moe-size5-20260521t112541z-default/expert-4-68f84cbc75-kd56d to emu-worker-3
18s         Normal   Scheduled           pod/expert-5-5f7665986c-vf87s      Successfully assigned physical-moe-size5-20260521t112541z-default/expert-5-5f7665986c-vf87s to emu-worker-1
20s         Normal   Scheduled           pod/cache-68646dc5c9-4rpmz         Successfully assigned physical-moe-size5-20260521t112541z-default/cache-68646dc5c9-4rpmz to emu-worker-2
21s         Normal   Scheduled           pod/frontend-594868d7c7-xxhb5      Successfully assigned physical-moe-size5-20260521t112541z-default/frontend-594868d7c7-xxhb5 to emu-worker-4
20s         Normal   Scheduled           pod/router-74f7c79f8c-wkcw2        Successfully assigned physical-moe-size5-20260521t112541z-default/router-74f7c79f8c-wkcw2 to emu-worker-1
20s         Normal   Scheduled           pod/aggregator-685b7c5d55-bkcpf    Successfully assigned physical-moe-size5-20260521t112541z-default/aggregator-685b7c5d55-bkcpf to emu-worker-3
22s         Normal   ScalingReplicaSet   deployment/frontend                Scaled up replica set frontend-594868d7c7 from 0 to 1
22s         Normal   ScalingReplicaSet   deployment/tokenizer               Scaled up replica set tokenizer-7b6b555d9 from 0 to 1
22s         Normal   SuccessfulCreate    replicaset/tokenizer-7b6b555d9     Created pod: tokenizer-7b6b555d9-wxv8t
22s         Normal   SuccessfulCreate    replicaset/frontend-594868d7c7     Created pod: frontend-594868d7c7-xxhb5
21s         Normal   ScalingReplicaSet   deployment/cache                   Scaled up replica set cache-68646dc5c9 from 0 to 1
21s         Normal   SuccessfulCreate    replicaset/router-74f7c79f8c       Created pod: router-74f7c79f8c-wkcw2
21s         Normal   ScalingReplicaSet   deployment/aggregator              Scaled up replica set aggregator-685b7c5d55 from 0 to 1
21s         Normal   ScalingReplicaSet   deployment/router                  Scaled up replica set router-74f7c79f8c from 0 to 1
21s         Normal   SuccessfulCreate    replicaset/cache-68646dc5c9        Created pod: cache-68646dc5c9-4rpmz
21s         Normal   SuccessfulCreate    replicaset/aggregator-685b7c5d55   Created pod: aggregator-685b7c5d55-bkcpf
20s         Normal   ScalingReplicaSet   deployment/expert-0                Scaled up replica set expert-0-865db6969f from 0 to 1
20s         Normal   SuccessfulCreate    replicaset/expert-0-865db6969f     Created pod: expert-0-865db6969f-w99cg
20s         Normal   ScalingReplicaSet   deployment/expert-3                Scaled up replica set expert-3-5f5b8f6b7f from 0 to 1
20s         Normal   ScalingReplicaSet   deployment/expert-2                Scaled up replica set expert-2-7746d8bb75 from 0 to 1
20s         Normal   SuccessfulCreate    replicaset/expert-2-7746d8bb75     Created pod: expert-2-7746d8bb75-kmsqp
20s         Normal   SuccessfulCreate    replicaset/expert-1-79587d965f     Created pod: expert-1-79587d965f-4rk59
20s         Normal   ScalingReplicaSet   deployment/expert-1                Scaled up replica set expert-1-79587d965f from 0 to 1
19s         Normal   Pulling             pod/frontend-594868d7c7-xxhb5      Pulling image "python:3.11-slim"
19s         Normal   SuccessfulCreate    replicaset/expert-5-5f7665986c     Created pod: expert-5-5f7665986c-vf87s
19s         Normal   ScalingReplicaSet   deployment/expert-5                Scaled up replica set expert-5-5f7665986c from 0 to 1
19s         Normal   ScalingReplicaSet   deployment/expert-4                Scaled up replica set expert-4-68f84cbc75 from 0 to 1
19s         Normal   Pulling             pod/tokenizer-7b6b555d9-wxv8t      Pulling image "python:3.11-slim"
19s         Normal   SuccessfulCreate    replicaset/expert-4-68f84cbc75     Created pod: expert-4-68f84cbc75-kd56d
19s         Normal   SuccessfulCreate    replicaset/expert-3-5f5b8f6b7f     Created pod: expert-3-5f5b8f6b7f-lcd2b
18s         Normal   Pulling             pod/cache-68646dc5c9-4rpmz         Pulling image "python:3.11-slim"
18s         Normal   Pulling             pod/expert-2-7746d8bb75-kmsqp      Pulling image "python:3.11-slim"
18s         Normal   Pulling             pod/router-74f7c79f8c-wkcw2        Pulling image "python:3.11-slim"
18s         Normal   Pulling             pod/expert-3-5f5b8f6b7f-lcd2b      Pulling image "python:3.11-slim"
18s         Normal   Pulling             pod/expert-1-79587d965f-4rk59      Pulling image "python:3.11-slim"
18s         Normal   Pulling             pod/expert-4-68f84cbc75-kd56d      Pulling image "python:3.11-slim"
18s         Normal   Pulling             pod/aggregator-685b7c5d55-bkcpf    Pulling image "python:3.11-slim"
18s         Normal   Pulling             pod/expert-0-865db6969f-w99cg      Pulling image "python:3.11-slim"
17s         Normal   Pulling             pod/expert-5-5f7665986c-vf87s      Pulling image "python:3.11-slim"
13s         Normal   Pulled              pod/cache-68646dc5c9-4rpmz         Successfully pulled image "python:3.11-slim" in 5.351s (5.351s including waiting). Image size: 129052560 bytes.
13s         Normal   Created             pod/cache-68646dc5c9-4rpmz         Container created
13s         Normal   Started             pod/cache-68646dc5c9-4rpmz         Container started
12s         Normal   Started             pod/aggregator-685b7c5d55-bkcpf    Container started
12s         Normal   Pulled              pod/aggregator-685b7c5d55-bkcpf    Successfully pulled image "python:3.11-slim" in 6.12s (6.12s including waiting). Image size: 129052560 bytes.
12s         Normal   Pulled              pod/frontend-594868d7c7-xxhb5      Successfully pulled image "python:3.11-slim" in 7.454s (7.454s including waiting). Image size: 129052560 bytes.
12s         Normal   Created             pod/aggregator-685b7c5d55-bkcpf    Container created
12s         Normal   Created             pod/frontend-594868d7c7-xxhb5      Container created
12s         Normal   Started             pod/frontend-594868d7c7-xxhb5      Container started
11s         Normal   Pulled              pod/router-74f7c79f8c-wkcw2        Successfully pulled image "python:3.11-slim" in 7.894s (7.895s including waiting). Image size: 129052560 bytes.
10s         Normal   Started             pod/expert-3-5f5b8f6b7f-lcd2b      Container started
10s         Normal   Created             pod/expert-3-5f5b8f6b7f-lcd2b      Container created
10s         Normal   Started             pod/router-74f7c79f8c-wkcw2        Container started
10s         Normal   Pulled              pod/tokenizer-7b6b555d9-wxv8t      Successfully pulled image "python:3.11-slim" in 2.101s (9.201s including waiting). Image size: 129052560 bytes.
10s         Normal   Pulled              pod/expert-3-5f5b8f6b7f-lcd2b      Successfully pulled image "python:3.11-slim" in 2.758s (7.585s including waiting). Image size: 129052560 bytes.
10s         Normal   Started             pod/tokenizer-7b6b555d9-wxv8t      Container started
10s         Normal   Created             pod/tokenizer-7b6b555d9-wxv8t      Container created
10s         Normal   Created             pod/router-74f7c79f8c-wkcw2        Container created
9s          Normal   Started             pod/expert-0-865db6969f-w99cg      Container started
9s          Normal   Created             pod/expert-0-865db6969f-w99cg      Container created
9s          Normal   Pulled              pod/expert-0-865db6969f-w99cg      Successfully pulled image "python:3.11-slim" in 2.637s (8.587s including waiting). Image size: 129052560 bytes.
8s          Normal   Pulled              pod/expert-2-7746d8bb75-kmsqp      Successfully pulled image "python:3.11-slim" in 2.125s (9.137s including waiting). Image size: 129052560 bytes.
8s          Normal   Started             pod/expert-2-7746d8bb75-kmsqp      Container started
8s          Normal   Created             pod/expert-2-7746d8bb75-kmsqp      Container created
7s          Normal   Started             pod/expert-4-68f84cbc75-kd56d      Container started
7s          Normal   Created             pod/expert-1-79587d965f-4rk59      Container created
7s          Normal   Started             pod/expert-1-79587d965f-4rk59      Container started
7s          Normal   Pulled              pod/expert-1-79587d965f-4rk59      Successfully pulled image "python:3.11-slim" in 2.934s (11.24s including waiting). Image size: 129052560 bytes.
7s          Normal   Pulled              pod/expert-4-68f84cbc75-kd56d      Successfully pulled image "python:3.11-slim" in 2.48s (10.852s including waiting). Image size: 129052560 bytes.
7s          Normal   Created             pod/expert-4-68f84cbc75-kd56d      Container created
6s          Normal   Started             pod/expert-5-5f7665986c-vf87s      Container started
6s          Normal   Pulled              pod/expert-5-5f7665986c-vf87s      Successfully pulled image "python:3.11-slim" in 2.123s (10.947s including waiting). Image size: 129052560 bytes.
6s          Normal   Created             pod/expert-5-5f7665986c-vf87s      Container created
