steps,mean_query_latency_ms,p95_query_latency_ms,mean_build_time_ms,p95_build_time_ms,mean_total_time_ms,p95_total_time_ms,mean_active_edges,max_active_edges
500,0.000000,0.000000,0.016357,0.026188,0.016357,0.026188,10.810000,13
