benchmark,scale,replica_level,workload_mode,policy,evidence_type,steps,mean_latency_ms,p95_latency_ms,mean_sla_violation_ratio,mean_throughput_rps,mean_active_edge_count,mean_gda_total_time_ms,pod_node_occupancy_ratio
online-boutique,scale20,replica3,markov,cga,replay,200,81.742056,125.588403,0.000000,120.000000,8.180000,0.010061,
online-boutique,scale20,replica3,markov,hda,replay,200,78.316005,122.987807,0.000000,120.000000,8.180000,0.010061,
online-boutique,scale20,replica3,markov,kubernetes-default,replay,200,87.136622,133.366891,0.000000,120.000000,8.180000,0.010061,
