NAME                          READY   STATUS    RESTARTS   AGE   IP                NODE            NOMINATED NODE   READINESS GATES
aggregator-74f447b857-mtttn   1/1     Running   0          10s   192.168.82.220    emu-worker-10   <none>           <none>
cache-df8f7c677-pp6jd         1/1     Running   0          10s   192.168.65.16     emu-worker-1    <none>           <none>
expert-0-768b598865-79kzq     1/1     Running   0          9s    192.168.137.228   emu-worker-2    <none>           <none>
expert-1-6b474bb6bf-tpvgs     1/1     Running   0          9s    192.168.135.125   emu-worker-4    <none>           <none>
expert-2-7bd94674df-pppx9     1/1     Running   0          9s    192.168.173.169   emu-worker-8    <none>           <none>
expert-3-6d8446c989-hddsx     1/1     Running   0          9s    192.168.99.236    emu-worker-6    <none>           <none>
expert-4-78997675c7-k7sdv     1/1     Running   0          8s    192.168.137.232   emu-worker-2    <none>           <none>
expert-5-7cbb4fd969-xqm98     1/1     Running   0          8s    192.168.42.109    emu-worker-3    <none>           <none>
frontend-54c6bdf5f9-7nwqh     1/1     Running   0          10s   192.168.137.227   emu-worker-2    <none>           <none>
router-68b7f9959c-tjz9t       1/1     Running   0          10s   192.168.42.110    emu-worker-3    <none>           <none>
tokenizer-7b44f5875-dhnwz     1/1     Running   0          10s   192.168.173.168   emu-worker-8    <none>           <none>
