NAME                          READY   STATUS    RESTARTS   AGE   IP                NODE            NOMINATED NODE   READINESS GATES
aggregator-744f776cd4-gmmt8   1/1     Running   0          10s   192.168.65.34     emu-worker-1    <none>           <none>
cache-59d4f774fb-4spvl        1/1     Running   0          10s   192.168.65.27     emu-worker-1    <none>           <none>
expert-0-5f84c5c6-v5ls8       1/1     Running   0          10s   192.168.65.21     emu-worker-1    <none>           <none>
expert-1-56fdd87b76-lx5hn     1/1     Running   0          10s   192.168.65.25     emu-worker-1    <none>           <none>
expert-2-5bff696bdf-p64kn     1/1     Running   0          9s    192.168.82.221    emu-worker-10   <none>           <none>
expert-3-57894c4457-6g9ml     1/1     Running   0          9s    192.168.137.235   emu-worker-2    <none>           <none>
expert-4-5fb59d844f-g5z8z     1/1     Running   0          9s    192.168.135.122   emu-worker-4    <none>           <none>
expert-5-57cbd7d849-nd9dg     1/1     Running   0          8s    192.168.99.237    emu-worker-6    <none>           <none>
frontend-7f47d57d7d-9cv2x     1/1     Running   0          10s   192.168.65.18     emu-worker-1    <none>           <none>
router-86d567f4d-ss74x        1/1     Running   0          10s   192.168.65.19     emu-worker-1    <none>           <none>
tokenizer-85cbd47d-8rztl      1/1     Running   0          10s   192.168.65.24     emu-worker-1    <none>           <none>
