request_id,status,latency_ms,experts,hot_expert,expert_popularity,cache_key,error
0,200,64.132023,"3,2",1,0.054645;0.573770;0.207650;0.054645;0.054645;0.054645,prompt-0,
1,200,47.032936,"2,4",2,0.054645;0.054645;0.573770;0.207650;0.054645;0.054645,prompt-1,
2,200,48.616659,"5,4",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-2,
3,200,44.516871,"3,4",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-3,
4,200,43.288110,"4,0",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-4,
5,200,43.695846,"5,2",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-5,
6,200,43.615184,"5,3",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-6,
7,200,43.867349,"3,0",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-7,
8,200,45.246474,"4,5",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-8,
9,200,45.717731,"4,2",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-9,
10,200,45.292821,"4,3",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-10,
11,200,44.250990,"4,5",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-11,
12,200,44.570423,"4,5",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-12,
13,200,42.704640,"1,5",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-13,
14,200,44.634663,"0,5",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-14,
15,200,43.626515,"5,0",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-15,
16,200,43.177812,"4,3",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-16,
17,200,44.419588,"3,4",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-17,
18,200,43.924295,"3,4",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-18,
19,200,44.261972,"2,4",2,0.054645;0.054645;0.573770;0.207650;0.054645;0.054645,prompt-19,
20,200,42.134768,"5,0",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-20,
21,200,43.329667,"4,1",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-21,
22,200,43.001208,"4,5",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-22,
23,200,42.189280,"4,3",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-23,
24,200,41.690140,"4,0",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-24,
25,200,40.788103,"0,5",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-25,
26,200,41.318002,"0,5",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-26,
27,200,43.699673,"1,2",1,0.054645;0.573770;0.207650;0.054645;0.054645;0.054645,prompt-27,
28,200,42.330887,"5,4",1,0.054645;0.573770;0.207650;0.054645;0.054645;0.054645,prompt-28,
29,200,41.390196,"0,1",0,0.573770;0.207650;0.054645;0.054645;0.054645;0.054645,prompt-29,
30,200,42.850966,"4,3",1,0.054645;0.573770;0.207650;0.054645;0.054645;0.054645,prompt-30,
31,200,41.929351,"0,3",0,0.573770;0.207650;0.054645;0.054645;0.054645;0.054645,prompt-31,
32,200,43.186418,"5,3",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-32,
33,200,40.600019,"0,1",0,0.573770;0.207650;0.054645;0.054645;0.054645;0.054645,prompt-33,
34,200,43.548158,"2,5",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-34,
35,200,42.462864,"5,0",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-35,
36,200,43.925188,"4,3",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-36,
37,200,44.926894,"5,3",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-37,
38,200,45.715898,"5,4",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-38,
39,200,42.611255,"4,0",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-39,
40,200,43.266187,"3,4",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-40,
41,200,42.409555,"4,0",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-41,
42,200,44.435049,"4,1",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-42,
43,200,45.983552,"1,3",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-43,
44,200,42.929583,"3,1",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-44,
45,200,42.266605,"4,3",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-45,
46,200,44.673226,"3,2",2,0.054645;0.054645;0.573770;0.207650;0.054645;0.054645,prompt-46,
47,200,42.770374,"1,3",1,0.054645;0.573770;0.207650;0.054645;0.054645;0.054645,prompt-47,
48,200,43.862861,"2,3",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-48,
49,200,43.857140,"4,3",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-49,
50,200,42.786304,"4,5",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-50,
51,200,46.960802,"3,2",2,0.054645;0.054645;0.573770;0.207650;0.054645;0.054645,prompt-51,
52,200,43.520818,"2,1",1,0.054645;0.573770;0.207650;0.054645;0.054645;0.054645,prompt-52,
53,200,44.188835,"3,2",2,0.054645;0.054645;0.573770;0.207650;0.054645;0.054645,prompt-53,
54,200,42.329104,"4,1",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-54,
55,200,42.536093,"2,4",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-55,
56,200,42.251888,"1,0",1,0.054645;0.573770;0.207650;0.054645;0.054645;0.054645,prompt-56,
57,200,43.468538,"2,5",1,0.054645;0.573770;0.207650;0.054645;0.054645;0.054645,prompt-57,
58,200,43.418574,"5,1",1,0.054645;0.573770;0.207650;0.054645;0.054645;0.054645,prompt-58,
59,200,41.725048,"1,0",0,0.573770;0.207650;0.054645;0.054645;0.054645;0.054645,prompt-59,
60,200,40.063358,"5,1",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-60,
61,200,40.750681,"0,1",0,0.573770;0.207650;0.054645;0.054645;0.054645;0.054645,prompt-61,
62,200,41.280710,"0,1",0,0.573770;0.207650;0.054645;0.054645;0.054645;0.054645,prompt-62,
63,200,43.155469,"2,4",2,0.054645;0.054645;0.573770;0.207650;0.054645;0.054645,prompt-63,
64,200,41.744513,"1,0",1,0.054645;0.573770;0.207650;0.054645;0.054645;0.054645,prompt-64,
65,200,46.714268,"2,3",2,0.054645;0.054645;0.573770;0.207650;0.054645;0.054645,prompt-65,
66,200,41.100992,"2,1",1,0.054645;0.573770;0.207650;0.054645;0.054645;0.054645,prompt-66,
67,200,40.240613,"1,5",0,0.573770;0.207650;0.054645;0.054645;0.054645;0.054645,prompt-67,
68,200,41.931506,"5,1",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-68,
69,200,40.855671,"0,4",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-69,
70,200,41.717473,"0,5",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-70,
71,200,44.761993,"5,3",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-71,
72,200,41.801410,"0,5",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-72,
73,200,42.927250,"5,3",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-73,
74,200,42.413702,"5,1",0,0.573770;0.207650;0.054645;0.054645;0.054645;0.054645,prompt-74,
75,200,47.406279,"1,0",0,0.573770;0.207650;0.054645;0.054645;0.054645;0.054645,prompt-75,
76,200,43.002261,"1,0",0,0.573770;0.207650;0.054645;0.054645;0.054645;0.054645,prompt-76,
77,200,48.611640,"4,3",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-77,
78,200,44.155722,"3,4",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-78,
79,200,279.374832,"3,2",2,0.054645;0.054645;0.573770;0.207650;0.054645;0.054645,prompt-79,
80,200,43.761018,"2,4",2,0.054645;0.054645;0.573770;0.207650;0.054645;0.054645,prompt-80,
81,200,44.064820,"2,4",2,0.054645;0.054645;0.573770;0.207650;0.054645;0.054645,prompt-81,
82,200,43.485500,"2,1",2,0.054645;0.054645;0.573770;0.207650;0.054645;0.054645,prompt-82,
83,200,44.033773,"1,4",1,0.054645;0.573770;0.207650;0.054645;0.054645;0.054645,prompt-83,
84,200,43.070058,"5,1",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-84,
85,200,41.500644,"5,0",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-85,
86,200,41.077067,"1,5",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-86,
87,200,41.952234,"5,1",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-87,
88,200,42.040531,"1,2",1,0.054645;0.573770;0.207650;0.054645;0.054645;0.054645,prompt-88,
89,200,44.096561,"2,4",2,0.054645;0.054645;0.573770;0.207650;0.054645;0.054645,prompt-89,
90,200,42.999536,"3,0",2,0.054645;0.054645;0.573770;0.207650;0.054645;0.054645,prompt-90,
91,200,42.797686,"3,2",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-91,
92,200,43.764706,"3,4",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-92,
93,200,45.838881,"4,3",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-93,
94,200,43.221093,"1,3",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-94,
95,200,44.100088,"3,4",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-95,
