LAST SEEN   TYPE     REASON              OBJECT                             MESSAGE
12s         Normal   Scheduled           pod/expert-0-84f9464596-wml99      Successfully assigned moe-live-scale45-markov-20260611t131718z-hda/expert-0-84f9464596-wml99 to emu-worker-1
14s         Normal   Scheduled           pod/frontend-68849b855b-qfq9l      Successfully assigned moe-live-scale45-markov-20260611t131718z-hda/frontend-68849b855b-qfq9l to emu-worker-1
10s         Normal   Scheduled           pod/expert-2-84b758f7d8-tfqzb      Successfully assigned moe-live-scale45-markov-20260611t131718z-hda/expert-2-84b758f7d8-tfqzb to emu-worker-9
14s         Normal   Scheduled           pod/tokenizer-9b6769ddb-q7zss      Successfully assigned moe-live-scale45-markov-20260611t131718z-hda/tokenizer-9b6769ddb-q7zss to emu-worker-1
9s          Normal   Scheduled           pod/expert-5-5b8d6b6f76-fs9k2      Successfully assigned moe-live-scale45-markov-20260611t131718z-hda/expert-5-5b8d6b6f76-fs9k2 to emu-worker-6
11s         Normal   Scheduled           pod/expert-1-6f9f65844d-7zlmr      Successfully assigned moe-live-scale45-markov-20260611t131718z-hda/expert-1-6f9f65844d-7zlmr to emu-worker-1
12s         Normal   Scheduled           pod/cache-589b7c46fb-8frzg         Successfully assigned moe-live-scale45-markov-20260611t131718z-hda/cache-589b7c46fb-8frzg to emu-worker-8
13s         Normal   Scheduled           pod/aggregator-6df8c89f66-xrtzh    Successfully assigned moe-live-scale45-markov-20260611t131718z-hda/aggregator-6df8c89f66-xrtzh to emu-worker-1
10s         Normal   Scheduled           pod/expert-3-7fcf9cd788-xtpmn      Successfully assigned moe-live-scale45-markov-20260611t131718z-hda/expert-3-7fcf9cd788-xtpmn to emu-worker-10
13s         Normal   Scheduled           pod/router-5cfcb749f8-qbtxk        Successfully assigned moe-live-scale45-markov-20260611t131718z-hda/router-5cfcb749f8-qbtxk to emu-worker-1
9s          Normal   Scheduled           pod/expert-4-64994445d4-mtzmf      Successfully assigned moe-live-scale45-markov-20260611t131718z-hda/expert-4-64994445d4-mtzmf to emu-worker-3
14s         Normal   SuccessfulCreate    replicaset/aggregator-6df8c89f66   Created pod: aggregator-6df8c89f66-xrtzh
14s         Normal   ScalingReplicaSet   deployment/frontend                Scaled up replica set frontend-68849b855b from 0 to 1
14s         Normal   SuccessfulCreate    replicaset/tokenizer-9b6769ddb     Created pod: tokenizer-9b6769ddb-q7zss
14s         Normal   SuccessfulCreate    replicaset/router-5cfcb749f8       Created pod: router-5cfcb749f8-qbtxk
14s         Normal   ScalingReplicaSet   deployment/router                  Scaled up replica set router-5cfcb749f8 from 0 to 1
14s         Normal   ScalingReplicaSet   deployment/aggregator              Scaled up replica set aggregator-6df8c89f66 from 0 to 1
14s         Normal   SuccessfulCreate    replicaset/frontend-68849b855b     Created pod: frontend-68849b855b-qfq9l
14s         Normal   ScalingReplicaSet   deployment/tokenizer               Scaled up replica set tokenizer-9b6769ddb from 0 to 1
13s         Normal   ScalingReplicaSet   deployment/expert-0                Scaled up replica set expert-0-84f9464596 from 0 to 1
13s         Normal   ScalingReplicaSet   deployment/cache                   Scaled up replica set cache-589b7c46fb from 0 to 1
13s         Normal   SuccessfulCreate    replicaset/cache-589b7c46fb        Created pod: cache-589b7c46fb-8frzg
12s         Normal   ScalingReplicaSet   deployment/expert-1                Scaled up replica set expert-1-6f9f65844d from 0 to 1
12s         Normal   SuccessfulCreate    replicaset/expert-1-6f9f65844d     Created pod: expert-1-6f9f65844d-7zlmr
12s         Normal   SuccessfulCreate    replicaset/expert-0-84f9464596     Created pod: expert-0-84f9464596-wml99
11s         Normal   Pulled              pod/frontend-68849b855b-qfq9l      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
11s         Normal   SuccessfulCreate    replicaset/expert-3-7fcf9cd788     Created pod: expert-3-7fcf9cd788-xtpmn
11s         Normal   Pulled              pod/tokenizer-9b6769ddb-q7zss      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
11s         Normal   SuccessfulCreate    replicaset/expert-2-84b758f7d8     Created pod: expert-2-84b758f7d8-tfqzb
11s         Normal   ScalingReplicaSet   deployment/expert-2                Scaled up replica set expert-2-84b758f7d8 from 0 to 1
11s         Normal   Created             pod/tokenizer-9b6769ddb-q7zss      Container created
11s         Normal   Started             pod/tokenizer-9b6769ddb-q7zss      Container started
11s         Normal   ScalingReplicaSet   deployment/expert-3                Scaled up replica set expert-3-7fcf9cd788 from 0 to 1
10s         Normal   ScalingReplicaSet   deployment/expert-5                Scaled up replica set expert-5-5b8d6b6f76 from 0 to 1
10s         Normal   Pulled              pod/cache-589b7c46fb-8frzg         Container image "python:3.11-slim" already present on machine and can be accessed by the pod
10s         Normal   Started             pod/frontend-68849b855b-qfq9l      Container started
10s         Normal   Created             pod/frontend-68849b855b-qfq9l      Container created
10s         Normal   Created             pod/cache-589b7c46fb-8frzg         Container created
10s         Normal   Started             pod/cache-589b7c46fb-8frzg         Container started
10s         Normal   SuccessfulCreate    replicaset/expert-4-64994445d4     Created pod: expert-4-64994445d4-mtzmf
