LAST SEEN   TYPE      REASON              OBJECT                           MESSAGE
16s         Normal    Scheduled           pod/expert-0-77db65857d-fdg4f    Successfully assigned moe-live-scale45-markov-20260611t131718z-policy2/expert-0-77db65857d-fdg4f to emu-worker-1
10s         Normal    Scheduled           pod/expert-3-57cb8c7c98-22t7k    Successfully assigned moe-live-scale45-markov-20260611t131718z-policy2/expert-3-57cb8c7c98-22t7k to emu-worker-2
19s         Normal    Scheduled           pod/tokenizer-5ff86b976-7sdqw    Successfully assigned moe-live-scale45-markov-20260611t131718z-policy2/tokenizer-5ff86b976-7sdqw to emu-worker-1
7s          Normal    Scheduled           pod/expert-5-6dfd96fff4-spxvd    Successfully assigned moe-live-scale45-markov-20260611t131718z-policy2/expert-5-6dfd96fff4-spxvd to emu-worker-4
20s         Normal    Scheduled           pod/frontend-75f9d468b6-fjq4m    Successfully assigned moe-live-scale45-markov-20260611t131718z-policy2/frontend-75f9d468b6-fjq4m to emu-worker-1
9s          Normal    Scheduled           pod/expert-4-6db85b7454-26pbz    Successfully assigned moe-live-scale45-markov-20260611t131718z-policy2/expert-4-6db85b7454-26pbz to emu-worker-7
17s         Normal    Scheduled           pod/aggregator-d87f74cb-gmbhp    Successfully assigned moe-live-scale45-markov-20260611t131718z-policy2/aggregator-d87f74cb-gmbhp to emu-worker-1
17s         Normal    Scheduled           pod/cache-5bd7c6d8db-8mr74       Successfully assigned moe-live-scale45-markov-20260611t131718z-policy2/cache-5bd7c6d8db-8mr74 to emu-worker-9
13s         Normal    Scheduled           pod/expert-1-5d946df866-tp6hh    Successfully assigned moe-live-scale45-markov-20260611t131718z-policy2/expert-1-5d946df866-tp6hh to emu-worker-1
11s         Normal    Scheduled           pod/expert-2-6bf95ff4c4-qx9lw    Successfully assigned moe-live-scale45-markov-20260611t131718z-policy2/expert-2-6bf95ff4c4-qx9lw to emu-worker-8
18s         Normal    Scheduled           pod/router-7cbc66cf6d-cg6wq      Successfully assigned moe-live-scale45-markov-20260611t131718z-policy2/router-7cbc66cf6d-cg6wq to emu-worker-1
21s         Normal    SuccessfulCreate    replicaset/frontend-75f9d468b6   Created pod: frontend-75f9d468b6-fjq4m
21s         Normal    ScalingReplicaSet   deployment/frontend              Scaled up replica set frontend-75f9d468b6 from 0 to 1
21s         Normal    ScalingReplicaSet   deployment/tokenizer             Scaled up replica set tokenizer-5ff86b976 from 0 to 1
20s         Normal    ScalingReplicaSet   deployment/router                Scaled up replica set router-7cbc66cf6d from 0 to 1
