NAME                          READY   STATUS    RESTARTS   AGE   IP                NODE            NOMINATED NODE   READINESS GATES
aggregator-6c6dcdb59c-9frl5   1/1     Running   0          11s   192.168.65.35     emu-worker-1    <none>           <none>
cache-f8d8877f5-l7zts         1/1     Running   0          11s   192.168.99.232    emu-worker-6    <none>           <none>
expert-0-749cc4957-8jz2x      1/1     Running   0          11s   192.168.65.41     emu-worker-1    <none>           <none>
expert-1-6bb57f5645-dc9q5     1/1     Running   0          10s   192.168.65.40     emu-worker-1    <none>           <none>
expert-2-6d999b465f-8hkh4     1/1     Running   0          10s   192.168.173.172   emu-worker-8    <none>           <none>
expert-3-cf8454487-rbg6g      1/1     Running   0          10s   192.168.137.230   emu-worker-2    <none>           <none>
expert-4-7d4fd78879-ng29l     1/1     Running   0          10s   192.168.135.121   emu-worker-4    <none>           <none>
expert-5-8b79949f-htrvl       1/1     Running   0          8s    192.168.71.90     emu-worker-9    <none>           <none>
frontend-578487b49c-ljm8p     1/1     Running   0          13s   192.168.42.112    emu-worker-3    <none>           <none>
router-74d974449c-v96k4       1/1     Running   0          12s   192.168.65.30     emu-worker-1    <none>           <none>
tokenizer-b8bdbd7f7-cccsh     1/1     Running   0          13s   192.168.82.225    emu-worker-10   <none>           <none>
