application,window,query,timestamp,iso_time,series,value,metric_json
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273144,2026-06-12T14:05:44+00:00,,1.5774174703953583,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273174,2026-06-12T14:06:14+00:00,,1.5904272340039916,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273204,2026-06-12T14:06:44+00:00,,1.6246302783343096,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273234,2026-06-12T14:07:14+00:00,,1.5985771074830595,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273264,2026-06-12T14:07:44+00:00,,1.64613877909039,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273294,2026-06-12T14:08:14+00:00,,1.631699389612259,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273324,2026-06-12T14:08:44+00:00,,1.6398361573088367,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273354,2026-06-12T14:09:14+00:00,,1.6093881678834838,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273384,2026-06-12T14:09:44+00:00,,1.566108057812291,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273414,2026-06-12T14:10:14+00:00,,1.627209123862652,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273444,2026-06-12T14:10:44+00:00,,1.663568579302377,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273474,2026-06-12T14:11:14+00:00,,1.6660680282788976,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273504,2026-06-12T14:11:44+00:00,,1.625362643331537,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273534,2026-06-12T14:12:14+00:00,,1.5394734562544359,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273564,2026-06-12T14:12:44+00:00,,1.6063835550458343,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273594,2026-06-12T14:13:14+00:00,,1.5737003704091368,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273624,2026-06-12T14:13:44+00:00,,1.60712668890898,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273654,2026-06-12T14:14:14+00:00,,1.6864932823798726,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273684,2026-06-12T14:14:44+00:00,,1.639781062292926,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273714,2026-06-12T14:15:14+00:00,,1.5503673711732189,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273744,2026-06-12T14:15:44+00:00,,1.59016979826488,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273774,2026-06-12T14:16:14+00:00,,1.6143563350076158,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273804,2026-06-12T14:16:44+00:00,,1.6796814946847867,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273834,2026-06-12T14:17:14+00:00,,1.6129769289265243,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273864,2026-06-12T14:17:44+00:00,,1.5932758872523822,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273894,2026-06-12T14:18:14+00:00,,1.5810143246679969,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273924,2026-06-12T14:18:44+00:00,,1.6579282925103633,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273954,2026-06-12T14:19:14+00:00,,1.6750750309161577,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781273984,2026-06-12T14:19:44+00:00,,1.6160097911106666,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781274014,2026-06-12T14:20:14+00:00,,1.6729843581152943,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781274044,2026-06-12T14:20:44+00:00,,1.657132885383256,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781274074,2026-06-12T14:21:14+00:00,,1.613941850603317,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781274104,2026-06-12T14:21:44+00:00,,1.5786829990834452,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781274134,2026-06-12T14:22:14+00:00,,1.5764836455780467,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781274164,2026-06-12T14:22:44+00:00,,1.669857269643868,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781274194,2026-06-12T14:23:14+00:00,,1.6488668328318967,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781274224,2026-06-12T14:23:44+00:00,,1.6172191400697034,{}
online-boutique,online-boutique-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T140744Z,cluster_cpu_cores,1781274254,2026-06-12T14:24:14+00:00,,1.6298386661988513,{}
