NAME                                     READY   STATUS    RESTARTS   AGE     IP                NODE            NOMINATED NODE   READINESS GATES
adservice-596ffcb48b-vgszl               2/2     Running   0          3m35s   192.168.135.99    emu-worker-4    <none>           <none>
cartservice-677fccb565-bkdgd             2/2     Running   0          3m35s   192.168.137.194   emu-worker-2    <none>           <none>
checkoutservice-7f6c57f578-d2gtp         2/2     Running   0          3m35s   192.168.222.31    emu-worker-7    <none>           <none>
currencyservice-c5994dff6-4sv8b          2/2     Running   0          3m34s   192.168.42.83     emu-worker-3    <none>           <none>
emailservice-56bcfddd6b-jxhlf            2/2     Running   0          3m34s   192.168.99.211    emu-worker-6    <none>           <none>
frontend-fb5dd4c9-r2mqk                  2/2     Running   0          3m34s   192.168.65.15     emu-worker-1    <none>           <none>
loadgenerator-cf48c4fd9-nlkp8            2/2     Running   0          3m31s   192.168.65.17     emu-worker-1    <none>           <none>
paymentservice-778bf4764b-9gp8p          2/2     Running   0          3m33s   192.168.82.197    emu-worker-10   <none>           <none>
productcatalogservice-77596c6658-jqgwm   2/2     Running   0          3m32s   192.168.99.210    emu-worker-6    <none>           <none>
recommendationservice-698b757cc8-jmxrc   2/2     Running   0          3m32s   192.168.222.32    emu-worker-7    <none>           <none>
redis-cart-c89bbfd94-vmm7j               2/2     Running   0          3m31s   192.168.71.72     emu-worker-9    <none>           <none>
shippingservice-68b96d774-9nx8m          2/2     Running   0          3m32s   192.168.137.196   emu-worker-2    <none>           <none>
