benchmark,run_id,step,time_s,policy,latency_ms,p95_ms,active_edge_count,request_mix_entropy,gda_total_time_ms
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,202,202.000,cga,81.464814,81.464814,14,2.435739,0.008566
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,202,202.000,hda,76.802852,76.802852,14,2.435739,0.008566
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,203,203.000,kubernetes-default,80.267619,80.267619,14,2.434135,0.011922
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,203,203.000,cga,77.795907,77.795907,14,2.434135,0.011922
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,203,203.000,hda,76.259929,76.259929,14,2.434135,0.011922
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,204,204.000,kubernetes-default,82.665763,82.665763,14,2.432457,0.015839
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,204,204.000,cga,78.383241,78.383241,14,2.432457,0.015839
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,204,204.000,hda,72.200369,72.200369,14,2.432457,0.015839
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,205,205.000,kubernetes-default,87.213775,87.213775,14,2.430709,0.012104
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,205,205.000,cga,75.861443,75.861443,14,2.430709,0.012104
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,205,205.000,hda,74.461230,74.461230,14,2.430709,0.012104
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,206,206.000,kubernetes-default,80.481207,80.481207,14,2.428892,0.008477
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,206,206.000,cga,80.966453,80.966453,14,2.428892,0.008477
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,206,206.000,hda,76.725754,76.725754,14,2.428892,0.008477
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,207,207.000,kubernetes-default,83.583569,83.583569,11,2.427008,0.008866
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,207,207.000,cga,83.633425,83.633425,11,2.427008,0.008866
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,207,207.000,hda,72.597500,72.597500,11,2.427008,0.008866
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,208,208.000,kubernetes-default,89.994812,89.994812,14,2.425059,0.011783
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,208,208.000,cga,80.855687,80.855687,14,2.425059,0.011783
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,208,208.000,hda,79.502195,79.502195,14,2.425059,0.011783
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,209,209.000,kubernetes-default,81.846845,81.846845,14,2.423046,0.008636
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,209,209.000,cga,77.175665,77.175665,14,2.423046,0.008636
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,209,209.000,hda,76.736713,76.736713,14,2.423046,0.008636
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,210,210.000,kubernetes-default,84.031429,84.031429,14,2.420973,0.009007
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,210,210.000,cga,79.186943,79.186943,14,2.420973,0.009007
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,210,210.000,hda,76.500503,76.500503,14,2.420973,0.009007
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,211,211.000,kubernetes-default,81.072718,81.072718,14,2.418840,0.008927
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,211,211.000,cga,78.502846,78.502846,14,2.418840,0.008927
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,211,211.000,hda,68.560744,68.560744,14,2.418840,0.008927
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,212,212.000,kubernetes-default,76.364188,76.364188,14,2.416649,0.008626
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,212,212.000,cga,76.342501,76.342501,14,2.416649,0.008626
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,212,212.000,hda,71.299401,71.299401,14,2.416649,0.008626
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,213,213.000,kubernetes-default,82.440699,82.440699,14,2.414401,0.008866
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,213,213.000,cga,76.621192,76.621192,14,2.414401,0.008866
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,213,213.000,hda,76.772770,76.772770,14,2.414401,0.008866
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,214,214.000,kubernetes-default,83.397387,83.397387,11,2.412098,0.008566
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,214,214.000,cga,79.202925,79.202925,11,2.412098,0.008566
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,214,214.000,hda,77.140213,77.140213,11,2.412098,0.008566
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,215,215.000,kubernetes-default,82.534569,82.534569,11,2.409741,0.012073
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,215,215.000,cga,76.162228,76.162228,11,2.409741,0.012073
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,215,215.000,hda,77.847810,77.847810,11,2.409741,0.012073
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,216,216.000,kubernetes-default,88.559836,88.559836,14,2.407331,0.015870
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,216,216.000,cga,82.034604,82.034604,14,2.407331,0.015870
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,216,216.000,hda,74.606957,74.606957,14,2.407331,0.015870
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,217,217.000,kubernetes-default,82.106165,82.106165,14,2.404871,0.013275
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,217,217.000,cga,78.072990,78.072990,14,2.404871,0.013275
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,217,217.000,hda,77.727555,77.727555,14,2.404871,0.013275
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,218,218.000,kubernetes-default,85.063907,85.063907,11,2.402360,0.008806
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,218,218.000,cga,77.481217,77.481217,11,2.402360,0.008806
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,218,218.000,hda,78.040943,78.040943,11,2.402360,0.008806
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,219,219.000,kubernetes-default,80.363117,80.363117,11,2.399799,0.008926
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,219,219.000,cga,76.298846,76.298846,11,2.399799,0.008926
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,219,219.000,hda,72.865958,72.865958,11,2.399799,0.008926
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,220,220.000,kubernetes-default,89.025978,89.025978,14,2.397190,0.008677
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,220,220.000,cga,82.425626,82.425626,14,2.397190,0.008677
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,220,220.000,hda,74.733456,74.733456,14,2.397190,0.008677
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,221,221.000,kubernetes-default,88.105726,88.105726,11,2.394534,0.026802
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,221,221.000,cga,77.962573,77.962573,11,2.394534,0.026802
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,221,221.000,hda,80.186246,80.186246,11,2.394534,0.026802
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,222,222.000,kubernetes-default,79.123129,79.123129,11,2.391831,0.009038
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,222,222.000,cga,77.532168,77.532168,11,2.391831,0.009038
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,222,222.000,hda,76.396165,76.396165,11,2.391831,0.009038
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,223,223.000,kubernetes-default,82.489357,82.489357,11,2.389082,0.008836
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,223,223.000,cga,74.210694,74.210694,11,2.389082,0.008836
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,223,223.000,hda,74.237361,74.237361,11,2.389082,0.008836
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,224,224.000,kubernetes-default,81.746979,81.746979,11,2.386288,0.008767
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,224,224.000,cga,81.468166,81.468166,11,2.386288,0.008767
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,224,224.000,hda,77.868715,77.868715,11,2.386288,0.008767
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,225,225.000,kubernetes-default,81.117600,81.117600,11,2.383449,0.009086
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,225,225.000,cga,78.306802,78.306802,11,2.383449,0.009086
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,225,225.000,hda,75.844508,75.844508,11,2.383449,0.009086
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,226,226.000,kubernetes-default,79.678689,79.678689,11,2.380566,0.008737
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,226,226.000,cga,76.407322,76.407322,11,2.380566,0.008737
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,226,226.000,hda,76.082574,76.082574,11,2.380566,0.008737
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,227,227.000,kubernetes-default,84.860293,84.860293,11,2.377640,0.012473
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,227,227.000,cga,74.388301,74.388301,11,2.377640,0.012473
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,227,227.000,hda,71.201890,71.201890,11,2.377640,0.012473
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,228,228.000,kubernetes-default,84.438910,84.438910,11,2.374670,0.012033
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,228,228.000,cga,76.237699,76.237699,11,2.374670,0.012033
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,228,228.000,hda,72.770522,72.770522,11,2.374670,0.012033
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,229,229.000,kubernetes-default,84.694380,84.694380,11,2.371657,0.012293
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,229,229.000,cga,80.977151,80.977151,11,2.371657,0.012293
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,229,229.000,hda,69.050769,69.050769,11,2.371657,0.012293
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,230,230.000,kubernetes-default,79.626661,79.626661,11,2.368602,0.011803
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,230,230.000,cga,78.745043,78.745043,11,2.368602,0.011803
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,230,230.000,hda,73.681979,73.681979,11,2.368602,0.011803
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,231,231.000,kubernetes-default,78.856083,78.856083,11,2.365505,0.008467
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,231,231.000,cga,71.756217,71.756217,11,2.365505,0.008467
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,231,231.000,hda,75.392504,75.392504,11,2.365505,0.008467
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,232,232.000,kubernetes-default,79.834601,79.834601,11,2.362366,0.008686
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,232,232.000,cga,67.860661,67.860661,11,2.362366,0.008686
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,232,232.000,hda,72.821697,72.821697,11,2.362366,0.008686
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,233,233.000,kubernetes-default,82.599933,82.599933,11,2.359186,0.008896
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,233,233.000,cga,78.943506,78.943506,11,2.359186,0.008896
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,233,233.000,hda,76.536153,76.536153,11,2.359186,0.008896
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,234,234.000,kubernetes-default,81.894727,81.894727,11,2.355964,0.012614
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,234,234.000,cga,73.447351,73.447351,11,2.355964,0.012614
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,234,234.000,hda,74.528239,74.528239,11,2.355964,0.012614
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,235,235.000,kubernetes-default,87.240899,87.240899,11,2.352701,0.008466
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,235,235.000,cga,76.662880,76.662880,11,2.352701,0.008466
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,235,235.000,hda,74.557390,74.557390,11,2.352701,0.008466
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,236,236.000,kubernetes-default,77.504297,77.504297,11,2.349398,0.008296
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,236,236.000,cga,75.777317,75.777317,11,2.349398,0.008296
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,236,236.000,hda,68.490077,68.490077,11,2.349398,0.008296
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,237,237.000,kubernetes-default,79.882306,79.882306,11,2.346053,0.008666
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,237,237.000,cga,73.407523,73.407523,11,2.346053,0.008666
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,237,237.000,hda,68.063475,68.063475,11,2.346053,0.008666
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,238,238.000,kubernetes-default,83.535138,83.535138,11,2.342669,0.013536
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,238,238.000,cga,74.124208,74.124208,11,2.342669,0.013536
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,238,238.000,hda,74.380356,74.380356,11,2.342669,0.013536
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,239,239.000,kubernetes-default,75.620516,75.620516,11,2.339244,0.008577
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,239,239.000,cga,72.652868,72.652868,11,2.339244,0.008577
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,239,239.000,hda,71.277438,71.277438,11,2.339244,0.008577
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,240,240.000,kubernetes-default,83.688619,83.688619,11,2.335779,0.012243
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,240,240.000,cga,76.422378,76.422378,11,2.335779,0.012243
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,240,240.000,hda,66.818778,66.818778,11,2.335779,0.012243
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,241,241.000,kubernetes-default,80.759588,80.759588,11,2.332275,0.014328
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,241,241.000,cga,80.947690,80.947690,11,2.332275,0.014328
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,241,241.000,hda,71.539493,71.539493,11,2.332275,0.014328
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,242,242.000,kubernetes-default,77.964145,77.964145,11,2.328731,0.011932
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,242,242.000,cga,75.384265,75.384265,11,2.328731,0.011932
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,242,242.000,hda,71.703871,71.703871,11,2.328731,0.011932
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,243,243.000,kubernetes-default,84.523602,84.523602,11,2.325148,0.011972
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,243,243.000,cga,82.808868,82.808868,11,2.325148,0.011972
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,243,243.000,hda,73.104715,73.104715,11,2.325148,0.011972
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,244,244.000,kubernetes-default,81.313935,81.313935,11,2.321525,0.008476
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,244,244.000,cga,77.541547,77.541547,11,2.321525,0.008476
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,244,244.000,hda,70.372534,70.372534,11,2.321525,0.008476
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,245,245.000,kubernetes-default,81.567727,81.567727,11,2.317864,0.008517
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,245,245.000,cga,73.914405,73.914405,11,2.317864,0.008517
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,245,245.000,hda,70.644533,70.644533,11,2.317864,0.008517
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,246,246.000,kubernetes-default,81.001379,81.001379,11,2.314165,0.008947
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,246,246.000,cga,78.053547,78.053547,11,2.314165,0.008947
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,246,246.000,hda,72.714504,72.714504,11,2.314165,0.008947
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,247,247.000,kubernetes-default,76.134636,76.134636,11,2.310427,0.011791
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,247,247.000,cga,83.248494,83.248494,11,2.310427,0.011791
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,247,247.000,hda,70.673531,70.673531,11,2.310427,0.011791
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,248,248.000,kubernetes-default,76.592382,76.592382,11,2.306652,0.008606
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,248,248.000,cga,73.441515,73.441515,11,2.306652,0.008606
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,248,248.000,hda,70.256675,70.256675,11,2.306652,0.008606
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,249,249.000,kubernetes-default,74.381447,74.381447,11,2.302838,0.009127
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,249,249.000,cga,72.735170,72.735170,11,2.302838,0.009127
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,249,249.000,hda,71.131488,71.131488,11,2.302838,0.009127
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,250,250.000,kubernetes-default,77.767675,77.767675,11,2.298988,0.008906
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,250,250.000,cga,73.341098,73.341098,11,2.298988,0.008906
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,250,250.000,hda,64.870169,64.870169,11,2.298988,0.008906
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,251,251.000,kubernetes-default,72.384513,72.384513,11,2.295101,0.008626
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,251,251.000,cga,75.761157,75.761157,11,2.295101,0.008626
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,251,251.000,hda,70.426167,70.426167,11,2.295101,0.008626
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,252,252.000,kubernetes-default,77.579625,77.579625,11,2.291178,0.008697
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,252,252.000,cga,71.927792,71.927792,11,2.291178,0.008697
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,252,252.000,hda,70.839630,70.839630,11,2.291178,0.008697
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,253,253.000,kubernetes-default,84.072228,84.072228,11,2.287219,0.013716
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,253,253.000,cga,75.461029,75.461029,11,2.287219,0.013716
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,253,253.000,hda,71.590515,71.590515,11,2.287219,0.013716
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,254,254.000,kubernetes-default,81.086427,81.086427,11,2.283225,0.009077
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,254,254.000,cga,71.569265,71.569265,11,2.283225,0.009077
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,254,254.000,hda,70.487483,70.487483,11,2.283225,0.009077
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,255,255.000,kubernetes-default,80.953697,80.953697,11,2.279195,0.008936
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,255,255.000,cga,75.679072,75.679072,11,2.279195,0.008936
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,255,255.000,hda,78.900874,78.900874,11,2.279195,0.008936
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,256,256.000,kubernetes-default,79.590376,79.590376,10,2.275132,0.008567
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,256,256.000,cga,77.893829,77.893829,10,2.275132,0.008567
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,256,256.000,hda,76.379710,76.379710,10,2.275132,0.008567
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,257,257.000,kubernetes-default,83.963952,83.963952,11,2.271035,0.008858
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,257,257.000,cga,75.745691,75.745691,11,2.271035,0.008858
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,257,257.000,hda,75.069302,75.069302,11,2.271035,0.008858
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,258,258.000,kubernetes-default,80.554652,80.554652,11,2.266904,0.008947
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,258,258.000,cga,75.549463,75.549463,11,2.266904,0.008947
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,258,258.000,hda,66.686035,66.686035,11,2.266904,0.008947
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,259,259.000,kubernetes-default,81.592212,81.592212,10,2.262741,0.008677
online-boutique,online-boutique-longmix-stageB-scale45-replica5-sinusoidal-steps500-20260612T140712Z,259,259.000,cga,72.350782,72.350782,10,2.262741,0.008677
