LAST SEEN   TYPE      REASON              OBJECT                             MESSAGE
8s          Normal    Scheduled           pod/frontend-774977cb44-fx6w4      Successfully assigned moe-sidecar-s5-20260523t171503z-policy1/frontend-774977cb44-fx6w4 to emu-worker-1
8s          Normal    Scheduled           pod/cache-745b886958-27mvd         Successfully assigned moe-sidecar-s5-20260523t171503z-policy1/cache-745b886958-27mvd to emu-worker-1
8s          Normal    Scheduled           pod/tokenizer-55fbd75ff6-hkllh     Successfully assigned moe-sidecar-s5-20260523t171503z-policy1/tokenizer-55fbd75ff6-hkllh to emu-worker-1
8s          Normal    Scheduled           pod/expert-0-69c5f845c6-w6v2z      Successfully assigned moe-sidecar-s5-20260523t171503z-policy1/expert-0-69c5f845c6-w6v2z to emu-worker-1
7s          Normal    Scheduled           pod/expert-2-547fd98b4f-cx6vd      Successfully assigned moe-sidecar-s5-20260523t171503z-policy1/expert-2-547fd98b4f-cx6vd to emu-worker-3
7s          Normal    Scheduled           pod/expert-3-74c6776cc9-7j6ln      Successfully assigned moe-sidecar-s5-20260523t171503z-policy1/expert-3-74c6776cc9-7j6ln to emu-worker-4
8s          Normal    Scheduled           pod/aggregator-7dcddf8fd6-xwjv5    Successfully assigned moe-sidecar-s5-20260523t171503z-policy1/aggregator-7dcddf8fd6-xwjv5 to emu-worker-1
8s          Normal    Scheduled           pod/router-7478847dc4-5jl44        Successfully assigned moe-sidecar-s5-20260523t171503z-policy1/router-7478847dc4-5jl44 to emu-worker-1
8s          Normal    Scheduled           pod/expert-1-f6c5f585d-ks5ww       Successfully assigned moe-sidecar-s5-20260523t171503z-policy1/expert-1-f6c5f585d-ks5ww to emu-worker-1
9s          Normal    SuccessfulCreate    replicaset/tokenizer-55fbd75ff6    Created pod: tokenizer-55fbd75ff6-hkllh
9s          Normal    ScalingReplicaSet   deployment/cache                   Scaled up replica set cache-745b886958 from 0 to 1
9s          Normal    SuccessfulCreate    replicaset/frontend-774977cb44     Created pod: frontend-774977cb44-fx6w4
9s          Normal    ScalingReplicaSet   deployment/frontend                Scaled up replica set frontend-774977cb44 from 0 to 1
9s          Normal    ScalingReplicaSet   deployment/tokenizer               Scaled up replica set tokenizer-55fbd75ff6 from 0 to 1
9s          Normal    ScalingReplicaSet   deployment/aggregator              Scaled up replica set aggregator-7dcddf8fd6 from 0 to 1
9s          Normal    SuccessfulCreate    replicaset/aggregator-7dcddf8fd6   Created pod: aggregator-7dcddf8fd6-xwjv5
