distinct_worker_nodes_used_mean,errors_ci95_high,errors_ci95_low,errors_mean,errors_n,errors_stddev,p50_latency_ms_ci95_high,p50_latency_ms_ci95_low,p50_latency_ms_mean,p50_latency_ms_n,p50_latency_ms_stddev,p95_latency_ms_ci95_high,p95_latency_ms_ci95_low,p95_latency_ms_mean,p95_latency_ms_n,p95_latency_ms_stddev,p99_latency_ms_ci95_high,p99_latency_ms_ci95_low,p99_latency_ms_mean,p99_latency_ms_n,p99_latency_ms_stddev,pod_count_mean,policy,repetitions,requests_per_repetition,rollout_ready_time_ms_ci95_high,rollout_ready_time_ms_ci95_low,rollout_ready_time_ms_mean,rollout_ready_time_ms_n,rollout_ready_time_ms_stddev,scale,scheduler_decision_time_ms_ci95_high,scheduler_decision_time_ms_ci95_low,scheduler_decision_time_ms_mean,scheduler_decision_time_ms_n,scheduler_decision_time_ms_stddev,sla_ms,sla_violation_rate_ci95_high,sla_violation_rate_ci95_low,sla_violation_rate_mean,sla_violation_rate_n,sla_violation_rate_stddev,sla_violations_ci95_high,sla_violations_ci95_low,sla_violations_mean,sla_violations_n,sla_violations_stddev,success_ci95_high,success_ci95_low,success_mean,success_n,success_stddev,throughput_rps_ci95_high,throughput_rps_ci95_low,throughput_rps_mean,throughput_rps_n,throughput_rps_stddev
4.6,0.0,0.0,0.0,5,0.0,76.87476933933794,32.87542606703937,54.9471294041723,5,29.173838050181374,167.10668643936515,94.71601396799088,130.911350203678,5,47.378207270625936,171.73192561604083,98.7985351588577,135.26523038744926,5,48.69587781861803,8.0,kubernetes,5,90,8066.986682033166,5232.346383295953,6597.197915567085,5,1826.713180508673,scale20,0.0,0.0,0.0,5,0.0,150.0,0.06888888888888889,0.01111111111111111,0.04,5,0.037350525142159134,6.2,1.0,3.6,5,3.361547262794322,90.0,90.0,90.0,5,0.0,198.5563131856858,107.45843248330982,153.0073728344978,5,60.83403636925492
1.0,0.0,0.0,0.0,5,0.0,59.41403079777956,25.12827394530177,42.271152371540666,5,21.768994181466994,130.80753260292113,84.69366319477558,104.94732242077589,5,31.041043367078288,151.7749896273017,90.6287644058466,121.20187701657414,5,39.330875556602784,8.0,policy1,5,90,8317.799092317,5498.995992401615,6908.397542359307,5,1808.3226216755543,scale20,0.0,0.0,0.0,5,0.0,150.0,0.04444444444444444,0.0,0.017777777777777778,5,0.02897423291201177,4.0,0.0,1.6,5,2.6076809620810595,90.0,90.0,90.0,5,0.0,202.05318208673103,127.90187307053343,164.97752757863222,5,48.50211509943588
3.6,0.0,0.0,0.0,5,0.0,57.676997780799866,24.16091193445027,39.61270176805556,5,21.31910499988854,123.6917095258832,86.41206929460168,101.61501849070191,5,23.704791295641815,137.25295807234943,89.61874637752771,109.45523623377085,5,32.66271164166561,8.0,kubernetes,5,90,4877.248177723959,4326.944662304595,4604.0782934986055,5,346.8779850256538,scale30,0.0,0.0,0.0,5,0.0,150.0,0.02888888888888889,0.0,0.011111111111111112,5,0.019245008972987525,2.6,0.0,1.0,5,1.7320508075688772,90.0,90.0,90.0,5,0.0,195.03101919945095,134.3323891782472,165.95802874111652,5,40.141330858186464
1.0,0.0,0.0,0.0,5,0.0,57.625354221090674,28.43177099712193,43.18649000488222,5,18.8585528668449,110.04060423001647,82.50639494508505,97.76106518693268,5,17.22422804925031,136.66694941930473,93.1907155085355,114.92883246392012,5,27.42090535471948,8.0,policy1,5,90,6589.357160590589,4360.967836063355,5439.362730598077,5,1390.153774730136,scale30,0.0,0.0,0.0,5,0.0,150.0,0.006666666666666666,0.0,0.0022222222222222222,5,0.004969039949999533,0.6,0.0,0.2,5,0.4472135954999579,90.0,90.0,90.0,5,0.0,205.71524236144882,132.69821795291585,164.07571548554384,5,47.26049194314446
3.0,5.8,0.0,2.6,5,3.714835124201342,67.25749736651778,20.724975038319826,43.991236202418804,5,29.469323190806683,150.44846651144326,47.12195252068341,98.78520951606333,5,65.15847722224383,153.73109024949372,49.12320342846215,102.71228603087366,5,67.31503881521867,8.0,kubernetes,5,90,6474.818755779415,4543.369416007772,5400.605061789975,5,1261.8786589050849,scale45,0.0,0.0,0.0,5,0.0,150.0,0.07777777777777777,0.0,0.03333333333333333,5,0.04969039949999532,7.0,0.0,3.0,5,4.47213595499958,90.0,84.2,87.4,5,3.714835124201342,134.7856291875672,41.48331000477883,88.13446959617303,5,61.18621119116371
1.0,0.0,0.0,0.0,5,0.0,61.795437429100275,27.48935418203473,44.6423958055675,5,21.457990293217847,621.1525237653404,84.85655346885324,272.3719767294824,5,388.89091921817874,662.1182281523943,97.15214530006051,301.9243094138801,5,404.3702766237522,8.0,policy1,5,90,5763.056569825858,4140.42520141229,4935.602113232017,5,1042.5860332510365,scale45,0.0,0.0,0.0,5,0.0,150.0,0.06,0.0044444444444444444,0.02888888888888889,5,0.03651483716701108,5.4,0.4,2.6,5,3.286335345030997,90.0,90.0,90.0,5,0.0,197.9741832196956,93.163769891415,142.771794771975,5,67.24298781754017
