LAST SEEN   TYPE     REASON              OBJECT                            MESSAGE
3s          Normal   Scheduled           pod/expert-0-db8b5964b-zxz7p      Successfully assigned policy2-policy3-live-20260603t082241z-scale10-default/expert-0-db8b5964b-zxz7p to emu-worker-6
3s          Normal   Scheduled           pod/frontend-7844cd5db8-kwdq8     Successfully assigned policy2-policy3-live-20260603t082241z-scale10-default/frontend-7844cd5db8-kwdq8 to emu-worker-6
3s          Normal   Scheduled           pod/expert-2-5f7b9459c8-zwdxz     Successfully assigned policy2-policy3-live-20260603t082241z-scale10-default/expert-2-5f7b9459c8-zwdxz to emu-worker-9
3s          Normal   Scheduled           pod/tokenizer-5b47bc5488-75t4s    Successfully assigned policy2-policy3-live-20260603t082241z-scale10-default/tokenizer-5b47bc5488-75t4s to emu-worker-9
3s          Normal   Scheduled           pod/expert-3-65f468c4f6-684bn     Successfully assigned policy2-policy3-live-20260603t082241z-scale10-default/expert-3-65f468c4f6-684bn to emu-worker-2
3s          Normal   Scheduled           pod/router-6bc4b4549d-jsqtb       Successfully assigned policy2-policy3-live-20260603t082241z-scale10-default/router-6bc4b4549d-jsqtb to emu-worker-10
3s          Normal   Scheduled           pod/cache-5f7ffd48cd-ztw6m        Successfully assigned policy2-policy3-live-20260603t082241z-scale10-default/cache-5f7ffd48cd-ztw6m to emu-worker-8
3s          Normal   Scheduled           pod/expert-4-7c66769978-6tr52     Successfully assigned policy2-policy3-live-20260603t082241z-scale10-default/expert-4-7c66769978-6tr52 to emu-worker-1
3s          Normal   Scheduled           pod/expert-5-84b844fbd-mzhzb      Successfully assigned policy2-policy3-live-20260603t082241z-scale10-default/expert-5-84b844fbd-mzhzb to emu-worker-8
3s          Normal   Scheduled           pod/aggregator-fbbc99d5d-zl5q8    Successfully assigned policy2-policy3-live-20260603t082241z-scale10-default/aggregator-fbbc99d5d-zl5q8 to emu-worker-2
3s          Normal   Scheduled           pod/expert-1-6ddc9944dd-wr68z     Successfully assigned policy2-policy3-live-20260603t082241z-scale10-default/expert-1-6ddc9944dd-wr68z to emu-worker-7
4s          Normal   ScalingReplicaSet   deployment/aggregator             Scaled up replica set aggregator-fbbc99d5d from 0 to 1
4s          Normal   ScalingReplicaSet   deployment/frontend               Scaled up replica set frontend-7844cd5db8 from 0 to 1
4s          Normal   SuccessfulCreate    replicaset/frontend-7844cd5db8    Created pod: frontend-7844cd5db8-kwdq8
4s          Normal   ScalingReplicaSet   deployment/tokenizer              Scaled up replica set tokenizer-5b47bc5488 from 0 to 1
4s          Normal   SuccessfulCreate    replicaset/router-6bc4b4549d      Created pod: router-6bc4b4549d-jsqtb
4s          Normal   ScalingReplicaSet   deployment/router                 Scaled up replica set router-6bc4b4549d from 0 to 1
4s          Normal   SuccessfulCreate    replicaset/tokenizer-5b47bc5488   Created pod: tokenizer-5b47bc5488-75t4s
3s          Normal   ScalingReplicaSet   deployment/expert-5               Scaled up replica set expert-5-84b844fbd from 0 to 1
3s          Normal   ScalingReplicaSet   deployment/expert-4               Scaled up replica set expert-4-7c66769978 from 0 to 1
3s          Normal   Created             pod/expert-1-6ddc9944dd-wr68z     Container created
3s          Normal   Started             pod/expert-1-6ddc9944dd-wr68z     Container started
3s          Normal   SuccessfulCreate    replicaset/expert-1-6ddc9944dd    Created pod: expert-1-6ddc9944dd-wr68z
3s          Normal   ScalingReplicaSet   deployment/expert-1               Scaled up replica set expert-1-6ddc9944dd from 0 to 1
3s          Normal   ScalingReplicaSet   deployment/expert-0               Scaled up replica set expert-0-db8b5964b from 0 to 1
3s          Normal   Pulled              pod/aggregator-fbbc99d5d-zl5q8    Container image "python:3.11-slim" already present on machine and can be accessed by the pod
3s          Normal   Created             pod/aggregator-fbbc99d5d-zl5q8    Container created
3s          Normal   Started             pod/tokenizer-5b47bc5488-75t4s    Container started
3s          Normal   SuccessfulCreate    replicaset/expert-2-5f7b9459c8    Created pod: expert-2-5f7b9459c8-zwdxz
3s          Normal   ScalingReplicaSet   deployment/expert-2               Scaled up replica set expert-2-5f7b9459c8 from 0 to 1
3s          Normal   SuccessfulCreate    replicaset/expert-0-db8b5964b     Created pod: expert-0-db8b5964b-zxz7p
3s          Normal   Created             pod/tokenizer-5b47bc5488-75t4s    Container created
3s          Normal   Pulled              pod/tokenizer-5b47bc5488-75t4s    Container image "python:3.11-slim" already present on machine and can be accessed by the pod
3s          Normal   Started             pod/aggregator-fbbc99d5d-zl5q8    Container started
3s          Normal   SuccessfulCreate    replicaset/expert-3-65f468c4f6    Created pod: expert-3-65f468c4f6-684bn
3s          Normal   ScalingReplicaSet   deployment/expert-3               Scaled up replica set expert-3-65f468c4f6 from 0 to 1
3s          Normal   SuccessfulCreate    replicaset/aggregator-fbbc99d5d   Created pod: aggregator-fbbc99d5d-zl5q8
3s          Normal   Pulled              pod/cache-5f7ffd48cd-ztw6m        Container image "python:3.11-slim" already present on machine and can be accessed by the pod
3s          Normal   Started             pod/router-6bc4b4549d-jsqtb       Container started
3s          Normal   Created             pod/router-6bc4b4549d-jsqtb       Container created
3s          Normal   SuccessfulCreate    replicaset/expert-4-7c66769978    Created pod: expert-4-7c66769978-6tr52
3s          Normal   Pulled              pod/expert-1-6ddc9944dd-wr68z     Container image "python:3.11-slim" already present on machine and can be accessed by the pod
3s          Normal   Pulled              pod/router-6bc4b4549d-jsqtb       Container image "python:3.11-slim" already present on machine and can be accessed by the pod
3s          Normal   Created             pod/cache-5f7ffd48cd-ztw6m        Container created
3s          Normal   Started             pod/cache-5f7ffd48cd-ztw6m        Container started
3s          Normal   SuccessfulCreate    replicaset/cache-5f7ffd48cd       Created pod: cache-5f7ffd48cd-ztw6m
3s          Normal   SuccessfulCreate    replicaset/expert-5-84b844fbd     Created pod: expert-5-84b844fbd-mzhzb
3s          Normal   Pulled              pod/expert-0-db8b5964b-zxz7p      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
3s          Normal   ScalingReplicaSet   deployment/cache                  Scaled up replica set cache-5f7ffd48cd from 0 to 1
3s          Normal   Pulled              pod/frontend-7844cd5db8-kwdq8     Container image "python:3.11-slim" already present on machine and can be accessed by the pod
3s          Normal   Created             pod/frontend-7844cd5db8-kwdq8     Container created
3s          Normal   Started             pod/frontend-7844cd5db8-kwdq8     Container started
2s          Normal   Pulled              pod/expert-4-7c66769978-6tr52     Container image "python:3.11-slim" already present on machine and can be accessed by the pod
2s          Normal   Created             pod/expert-2-5f7b9459c8-zwdxz     Container created
2s          Normal   Pulled              pod/expert-5-84b844fbd-mzhzb      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
2s          Normal   Created             pod/expert-0-db8b5964b-zxz7p      Container created
2s          Normal   Started             pod/expert-4-7c66769978-6tr52     Container started
2s          Normal   Created             pod/expert-4-7c66769978-6tr52     Container created
2s          Normal   Started             pod/expert-3-65f468c4f6-684bn     Container started
2s          Normal   Started             pod/expert-5-84b844fbd-mzhzb      Container started
2s          Normal   Created             pod/expert-5-84b844fbd-mzhzb      Container created
2s          Normal   Created             pod/expert-3-65f468c4f6-684bn     Container created
2s          Normal   Pulled              pod/expert-3-65f468c4f6-684bn     Container image "python:3.11-slim" already present on machine and can be accessed by the pod
2s          Normal   Started             pod/expert-2-5f7b9459c8-zwdxz     Container started
2s          Normal   Started             pod/expert-0-db8b5964b-zxz7p      Container started
2s          Normal   Pulled              pod/expert-2-5f7b9459c8-zwdxz     Container image "python:3.11-slim" already present on machine and can be accessed by the pod
