NAME                         READY   STATUS    RESTARTS   AGE   IP               NODE            NOMINATED NODE   READINESS GATES
aggregator-f9dcb67f-4vvq4    1/1     Running   0          5s    192.168.65.38    emu-worker-1    <none>           <none>
cache-574bc59fdf-z6h4b       1/1     Running   0          5s    192.168.82.247   emu-worker-10   <none>           <none>
expert-0-856b95cc97-5hzrd    1/1     Running   0          5s    192.168.65.43    emu-worker-1    <none>           <none>
expert-1-7b67758d75-srxvp    1/1     Running   0          5s    192.168.65.44    emu-worker-1    <none>           <none>
expert-2-5454d9848f-ltp95    1/1     Running   0          5s    192.168.42.75    emu-worker-3    <none>           <none>
expert-3-69cc77b45f-bj648    1/1     Running   0          5s    192.168.222.19   emu-worker-7    <none>           <none>
expert-4-5b66fb66bf-97df5    1/1     Running   0          5s    192.168.99.203   emu-worker-6    <none>           <none>
expert-5-5779c6cf8c-wjb2x    1/1     Running   0          5s    192.168.135.92   emu-worker-4    <none>           <none>
frontend-54dcc65bc7-466jb    1/1     Running   0          6s    192.168.65.42    emu-worker-1    <none>           <none>
router-68dfc6f547-rk89r      1/1     Running   0          5s    192.168.65.41    emu-worker-1    <none>           <none>
tokenizer-778df47f8c-vnhdm   1/1     Running   0          6s    192.168.65.40    emu-worker-1    <none>           <none>
