NAME                          READY   STATUS    RESTARTS   AGE   IP                NODE            NOMINATED NODE   READINESS GATES
aggregator-7bf95c68b7-f4wdh   1/1     Running   0          6s    192.168.65.28     emu-worker-1    <none>           <none>
cache-7c48688cdc-js6nm        1/1     Running   0          5s    192.168.82.244    emu-worker-10   <none>           <none>
expert-0-745cdf9fcc-7wwgp     1/1     Running   0          5s    192.168.65.32     emu-worker-1    <none>           <none>
expert-1-cdff99499-k5s5r      1/1     Running   0          5s    192.168.65.29     emu-worker-1    <none>           <none>
expert-2-69cc8d7cbc-vlc2g     1/1     Running   0          5s    192.168.135.91    emu-worker-4    <none>           <none>
expert-3-675f79c985-mmg6n     1/1     Running   0          5s    192.168.137.238   emu-worker-2    <none>           <none>
expert-4-6f7bfd5dff-7psrx     1/1     Running   0          5s    192.168.71.122    emu-worker-9    <none>           <none>
expert-5-5d4ffbb78f-hcng5     1/1     Running   0          4s    192.168.173.189   emu-worker-8    <none>           <none>
frontend-7866db9c65-h7n84     1/1     Running   0          6s    192.168.65.30     emu-worker-1    <none>           <none>
router-5d84f5757f-hz7bl       1/1     Running   0          6s    192.168.65.33     emu-worker-1    <none>           <none>
tokenizer-6d6c4d4b4c-h7tqd    1/1     Running   0          6s    192.168.65.31     emu-worker-1    <none>           <none>
