LAST SEEN   TYPE     REASON              OBJECT                             MESSAGE
5s          Normal   Scheduled           pod/expert-0-7dd7f88579-rgzn8      Successfully assigned policy2-policy3-live-20260603t082241z-scale10-policy1/expert-0-7dd7f88579-rgzn8 to emu-worker-1
5s          Normal   Scheduled           pod/expert-3-cb45b5c68-c7bsl       Successfully assigned policy2-policy3-live-20260603t082241z-scale10-policy1/expert-3-cb45b5c68-c7bsl to emu-worker-3
4s          Normal   Scheduled           pod/expert-4-567f8d647d-qbv95      Successfully assigned policy2-policy3-live-20260603t082241z-scale10-policy1/expert-4-567f8d647d-qbv95 to emu-worker-7
6s          Normal   Scheduled           pod/tokenizer-6d9585698f-pmdzp     Successfully assigned policy2-policy3-live-20260603t082241z-scale10-policy1/tokenizer-6d9585698f-pmdzp to emu-worker-1
5s          Normal   Scheduled           pod/expert-2-847f5bd7c4-wlqmc      Successfully assigned policy2-policy3-live-20260603t082241z-scale10-policy1/expert-2-847f5bd7c4-wlqmc to emu-worker-10
4s          Normal   Scheduled           pod/expert-5-7b4d69cbd8-7grbb      Successfully assigned policy2-policy3-live-20260603t082241z-scale10-policy1/expert-5-7b4d69cbd8-7grbb to emu-worker-6
5s          Normal   Scheduled           pod/cache-64f575468c-m7zv2         Successfully assigned policy2-policy3-live-20260603t082241z-scale10-policy1/cache-64f575468c-m7zv2 to emu-worker-1
5s          Normal   Scheduled           pod/aggregator-5d7c674ccf-hwx8z    Successfully assigned policy2-policy3-live-20260603t082241z-scale10-policy1/aggregator-5d7c674ccf-hwx8z to emu-worker-1
5s          Normal   Scheduled           pod/expert-1-7f549559f7-rw9nx      Successfully assigned policy2-policy3-live-20260603t082241z-scale10-policy1/expert-1-7f549559f7-rw9nx to emu-worker-1
6s          Normal   Scheduled           pod/router-656c45f887-5q6tq        Successfully assigned policy2-policy3-live-20260603t082241z-scale10-policy1/router-656c45f887-5q6tq to emu-worker-1
