steps,mean_query_latency_ms,p95_query_latency_ms,mean_build_time_ms,p95_build_time_ms,mean_total_time_ms,p95_total_time_ms,mean_active_edges,max_active_edges
500,0.000000,0.000000,0.010653,0.018737,0.010653,0.018737,9.046000,14
