benchmark,run_id,namespace,scale,replica_level,replica_config,workload_mode,repeat,policy,policy_display_name,step,time_s,evidence_type,request_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count,latency_ms,p50_ms,p95_ms,p99_ms,throughput_rps,error_rate,sla_ms,sla_pressure,sla_violation_ratio,worker_nodes_selected,actual_app_pods,ready_app_pods,non_empty_worker_nodes,pod_node_occupancy_ratio,pod_restarts,total_pods,cluster_cpu_utilization,cluster_memory_utilization,top_node_cpu_utilization
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,kubernetes-default,K8s default,0,0.000,replay,mixed,0.978681,0.000000,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.014948,0.014948,7,7,0,68.246682,68.246682,68.246682,68.246682,120.000000,0.000000,113.447368,0.601571,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,cga,CGA,0,0.000,replay,mixed,0.978681,0.000000,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.014948,0.014948,7,7,0,63.198781,63.198781,63.198781,63.198781,120.000000,0.000000,113.447368,0.557076,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,hda,HDA,0,0.000,replay,mixed,0.978681,0.000000,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.014948,0.014948,7,7,0,54.554645,54.554645,54.554645,54.554645,120.000000,0.000000,113.447368,0.480881,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,kubernetes-default,K8s default,1,1.000,replay,mixed,0.976378,0.002354,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.010670,0.010670,7,7,0,67.335928,67.335928,67.335928,67.335928,120.000000,0.000000,113.447368,0.593543,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,cga,CGA,1,1.000,replay,mixed,0.976378,0.002354,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.010670,0.010670,7,7,0,57.589911,57.589911,57.589911,57.589911,120.000000,0.000000,113.447368,0.507635,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,hda,HDA,1,1.000,replay,mixed,0.976378,0.002354,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.010670,0.010670,7,7,0,55.129429,55.129429,55.129429,55.129429,120.000000,0.000000,113.447368,0.485947,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,kubernetes-default,K8s default,2,2.000,replay,mixed,0.974189,0.002242,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.009618,0.009618,7,7,0,66.268886,66.268886,66.268886,66.268886,120.000000,0.000000,113.447368,0.584138,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,cga,CGA,2,2.000,replay,mixed,0.974189,0.002242,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.009618,0.009618,7,7,0,62.585041,62.585041,62.585041,62.585041,120.000000,0.000000,113.447368,0.551666,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,hda,HDA,2,2.000,replay,mixed,0.974189,0.002242,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.009618,0.009618,7,7,0,58.844352,58.844352,58.844352,58.844352,120.000000,0.000000,113.447368,0.518693,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,kubernetes-default,K8s default,3,3.000,replay,mixed,0.966759,0.007627,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.009257,0.009257,7,7,0,66.450372,66.450372,66.450372,66.450372,120.000000,0.000000,113.447368,0.585737,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,cga,CGA,3,3.000,replay,mixed,0.966759,0.007627,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.009257,0.009257,7,7,0,59.185946,59.185946,59.185946,59.185946,120.000000,0.000000,113.447368,0.521704,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,hda,HDA,3,3.000,replay,mixed,0.966759,0.007627,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.009257,0.009257,7,7,0,55.190631,55.190631,55.190631,55.190631,120.000000,0.000000,113.447368,0.486487,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,kubernetes-default,K8s default,4,4.000,replay,mixed,1.002093,0.035261,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.008706,0.008706,7,7,0,66.376992,66.376992,66.376992,66.376992,120.000000,0.000000,113.447368,0.585091,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,cga,CGA,4,4.000,replay,mixed,1.002093,0.035261,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.008706,0.008706,7,7,0,64.445017,64.445017,64.445017,64.445017,120.000000,0.000000,113.447368,0.568061,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,hda,HDA,4,4.000,replay,mixed,1.002093,0.035261,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.008706,0.008706,7,7,0,59.574754,59.574754,59.574754,59.574754,120.000000,0.000000,113.447368,0.525131,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,kubernetes-default,K8s default,5,5.000,replay,mixed,0.934081,0.458286,7,1.012248,0.800000,0.347958,0.133792,,,0.000000,0.009187,0.009187,7,7,0,109.754583,109.754583,109.754583,109.754583,120.000000,0.000000,139.447368,0.787068,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,cga,CGA,5,5.000,replay,mixed,0.934081,0.458286,7,1.012248,0.800000,0.347958,0.133792,,,0.000000,0.009187,0.009187,7,7,0,105.801288,105.801288,105.801288,105.801288,120.000000,0.000000,139.447368,0.758718,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,hda,HDA,5,5.000,replay,mixed,0.934081,0.458286,7,1.012248,0.800000,0.347958,0.133792,,,0.000000,0.009187,0.009187,7,7,0,96.108881,96.108881,96.108881,96.108881,120.000000,0.000000,139.447368,0.689213,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,kubernetes-default,K8s default,6,6.000,replay,mixed,0.952292,0.635494,7,1.440440,0.500000,0.467762,1.918165,,,0.000000,0.008907,0.008907,7,7,0,100.060244,100.060244,100.060244,100.060244,120.000000,0.000000,119.947368,0.834201,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,cga,CGA,6,6.000,replay,mixed,0.952292,0.635494,7,1.440440,0.500000,0.467762,1.918165,,,0.000000,0.008907,0.008907,7,7,0,92.036797,92.036797,92.036797,92.036797,120.000000,0.000000,119.947368,0.767310,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,hda,HDA,6,6.000,replay,mixed,0.952292,0.635494,7,1.440440,0.500000,0.467762,1.918165,,,0.000000,0.008907,0.008907,7,7,0,87.329308,87.329308,87.329308,87.329308,120.000000,0.000000,119.947368,0.728064,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,kubernetes-default,K8s default,7,7.000,replay,mixed,0.985291,0.033492,7,1.440440,0.000000,0.467762,1.918165,,,0.000000,0.013545,0.013545,7,7,0,73.212037,73.212037,73.212037,73.212037,120.000000,0.000000,119.947368,0.610368,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,cga,CGA,7,7.000,replay,mixed,0.985291,0.033492,7,1.440440,0.000000,0.467762,1.918165,,,0.000000,0.013545,0.013545,7,7,0,70.206929,70.206929,70.206929,70.206929,120.000000,0.000000,119.947368,0.585314,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,hda,HDA,7,7.000,replay,mixed,0.985291,0.033492,7,1.440440,0.000000,0.467762,1.918165,,,0.000000,0.013545,0.013545,7,7,0,63.536428,63.536428,63.536428,63.536428,120.000000,0.000000,119.947368,0.529703,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,kubernetes-default,K8s default,8,8.000,replay,mixed,0.943147,0.042773,7,1.440440,0.000000,0.467762,1.918165,,,0.000000,0.009828,0.009828,7,7,0,72.407961,72.407961,72.407961,72.407961,120.000000,0.000000,119.947368,0.603664,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,cga,CGA,8,8.000,replay,mixed,0.943147,0.042773,7,1.440440,0.000000,0.467762,1.918165,,,0.000000,0.009828,0.009828,7,7,0,69.379449,69.379449,69.379449,69.379449,120.000000,0.000000,119.947368,0.578416,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,hda,HDA,8,8.000,replay,mixed,0.943147,0.042773,7,1.440440,0.000000,0.467762,1.918165,,,0.000000,0.009828,0.009828,7,7,0,66.340754,66.340754,66.340754,66.340754,120.000000,0.000000,119.947368,0.553082,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,kubernetes-default,K8s default,9,9.000,replay,mixed,0.993439,0.050624,7,1.440440,0.000000,0.467762,1.918165,,,0.000000,0.009379,0.009379,7,7,0,76.345843,76.345843,76.345843,76.345843,120.000000,0.000000,119.947368,0.636495,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,cga,CGA,9,9.000,replay,mixed,0.993439,0.050624,7,1.440440,0.000000,0.467762,1.918165,,,0.000000,0.009379,0.009379,7,7,0,68.731767,68.731767,68.731767,68.731767,120.000000,0.000000,119.947368,0.573016,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,hda,HDA,9,9.000,replay,mixed,0.993439,0.050624,7,1.440440,0.000000,0.467762,1.918165,,,0.000000,0.009379,0.009379,7,7,0,63.394296,63.394296,63.394296,63.394296,120.000000,0.000000,119.947368,0.528518,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,kubernetes-default,K8s default,10,10.000,replay,mixed,0.967814,0.025794,7,1.440440,0.000000,0.467762,1.918165,,,0.000000,0.010700,0.010700,7,7,0,72.598491,72.598491,72.598491,72.598491,120.000000,0.000000,119.947368,0.605253,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,cga,CGA,10,10.000,replay,mixed,0.967814,0.025794,7,1.440440,0.000000,0.467762,1.918165,,,0.000000,0.010700,0.010700,7,7,0,70.108658,70.108658,70.108658,70.108658,120.000000,0.000000,119.947368,0.584495,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,hda,HDA,10,10.000,replay,mixed,0.967814,0.025794,7,1.440440,0.000000,0.467762,1.918165,,,0.000000,0.010700,0.010700,7,7,0,65.496053,65.496053,65.496053,65.496053,120.000000,0.000000,119.947368,0.546040,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,kubernetes-default,K8s default,11,11.000,replay,mixed,1.017496,0.048828,7,1.440440,0.000000,0.467762,1.918165,,,0.000000,0.009497,0.009497,7,7,0,76.132723,76.132723,76.132723,76.132723,120.000000,0.000000,119.947368,0.634718,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,cga,CGA,11,11.000,replay,mixed,1.017496,0.048828,7,1.440440,0.000000,0.467762,1.918165,,,0.000000,0.009497,0.009497,7,7,0,69.227970,69.227970,69.227970,69.227970,120.000000,0.000000,119.947368,0.577153,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,hda,HDA,11,11.000,replay,mixed,1.017496,0.048828,7,1.440440,0.000000,0.467762,1.918165,,,0.000000,0.009497,0.009497,7,7,0,70.074046,70.074046,70.074046,70.074046,120.000000,0.000000,119.947368,0.584207,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,kubernetes-default,K8s default,12,12.000,replay,mixed,0.962578,0.053974,7,1.440440,0.000000,0.467762,1.918165,,,0.000000,0.009108,0.009108,7,7,0,78.485301,78.485301,78.485301,78.485301,120.000000,0.000000,119.947368,0.654331,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,cga,CGA,12,12.000,replay,mixed,0.962578,0.053974,7,1.440440,0.000000,0.467762,1.918165,,,0.000000,0.009108,0.009108,7,7,0,71.844863,71.844863,71.844863,71.844863,120.000000,0.000000,119.947368,0.598970,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,hda,HDA,12,12.000,replay,mixed,0.962578,0.053974,7,1.440440,0.000000,0.467762,1.918165,,,0.000000,0.009108,0.009108,7,7,0,70.390635,70.390635,70.390635,70.390635,120.000000,0.000000,119.947368,0.586846,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,kubernetes-default,K8s default,13,13.000,replay,mixed,1.020955,0.057179,7,1.440440,0.000000,0.467762,1.918165,,,0.000000,0.009027,0.009027,7,7,0,77.318145,77.318145,77.318145,77.318145,120.000000,0.000000,119.947368,0.644601,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageC-scale20-replica1-markov-steps500-20260612T140717Z,idyn-ob-scale20-replica1,scale20,replica1,adservice=1;cartservice=1;checkoutservice=1;currencyservice=1;emailservice=1;frontend=1;paymentservice=1;productcatalogservice=1;recommendationservice=1;redis-cart=1;shippingservice=1,markov,stageC,cga,CGA,13,13.000,replay,mixed,1.020955,0.057179,7,1.440440,0.000000,0.467762,1.918165,,,0.000000,0.009027,0.009027,7,7,0,74.219733,74.219733,74.219733,74.219733,120.000000,0.000000,119.947368,0.618769,0.000000,20,,,,,,,,,
