policy,policy_display_name,step,time_s,evidence_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
kubernetes-default,K8s default,0,0.000,replay/model/control-plane,0.912956,0.000000,15,1.386925,0.000000,0.259093,0.378020,,,113.534696,142.852562,0.794768,0.000000
cga,CGA,0,0.000,replay/model/control-plane,0.912956,0.000000,15,1.386925,0.000000,0.259093,0.378020,,,109.270676,142.852562,0.764919,0.000000
hda,HDA,0,0.000,replay/model/control-plane,0.912956,0.000000,15,1.386925,0.000000,0.259093,0.378020,,,100.240494,142.852562,0.701706,0.000000
kubernetes-default,K8s default,1,5.000,replay/model/control-plane,0.924022,0.011762,15,1.386405,0.000000,0.259149,0.367612,,,115.162615,142.815041,0.806376,0.000000
cga,CGA,1,5.000,replay/model/control-plane,0.924022,0.011762,15,1.386405,0.000000,0.259149,0.367612,,,109.242171,142.815041,0.764921,0.000000
hda,HDA,1,5.000,replay/model/control-plane,0.924022,0.011762,15,1.386405,0.000000,0.259149,0.367612,,,103.811744,142.815041,0.726896,0.000000
kubernetes-default,K8s default,2,10.000,replay/model/control-plane,0.953115,0.030308,15,1.385884,0.000000,0.259198,0.357219,,,119.301758,142.777276,0.835579,0.000000
cga,CGA,2,10.000,replay/model/control-plane,0.953115,0.030308,15,1.385884,0.000000,0.259198,0.357219,,,110.378811,142.777276,0.773084,0.000000
hda,HDA,2,10.000,replay/model/control-plane,0.953115,0.030308,15,1.385884,0.000000,0.259198,0.357219,,,108.240875,142.777276,0.758110,0.000000
kubernetes-default,K8s default,3,15.000,replay/model/control-plane,0.983261,0.030438,15,1.385362,0.000000,0.259240,0.346845,,,120.103011,142.739270,0.841415,0.000000
cga,CGA,3,15.000,replay/model/control-plane,0.983261,0.030438,15,1.385362,0.000000,0.259240,0.346845,,,115.858153,142.739270,0.811677,0.000000
hda,HDA,3,15.000,replay/model/control-plane,0.983261,0.030438,15,1.385362,0.000000,0.259240,0.346845,,,105.067374,142.739270,0.736079,0.000000
kubernetes-default,K8s default,4,20.000,replay/model/control-plane,0.929781,0.054611,15,1.384841,0.000000,0.259275,0.336495,,,118.971793,142.701025,0.833714,0.000000
cga,CGA,4,20.000,replay/model/control-plane,0.929781,0.054611,15,1.384841,0.000000,0.259275,0.336495,,,111.195980,142.701025,0.779223,0.000000
hda,HDA,4,20.000,replay/model/control-plane,0.929781,0.054611,15,1.384841,0.000000,0.259275,0.336495,,,106.390096,142.701025,0.745545,0.000000
kubernetes-default,K8s default,5,25.000,replay/model/control-plane,0.928188,0.003359,15,1.384320,0.000000,0.259303,0.326175,,,119.100211,142.662541,0.834839,0.000000
cga,CGA,5,25.000,replay/model/control-plane,0.928188,0.003359,15,1.384320,0.000000,0.259303,0.326175,,,109.867833,142.662541,0.770124,0.000000
hda,HDA,5,25.000,replay/model/control-plane,0.928188,0.003359,15,1.384320,0.000000,0.259303,0.326175,,,105.063168,142.662541,0.736445,0.000000
kubernetes-default,K8s default,6,30.000,replay/model/control-plane,0.941149,0.013532,15,1.383799,0.000000,0.259324,0.315889,,,116.308320,142.623821,0.815490,0.000000
cga,CGA,6,30.000,replay/model/control-plane,0.941149,0.013532,15,1.383799,0.000000,0.259324,0.315889,,,113.937889,142.623821,0.798870,0.000000
hda,HDA,6,30.000,replay/model/control-plane,0.941149,0.013532,15,1.383799,0.000000,0.259324,0.315889,,,103.891752,142.623821,0.728432,0.000000
kubernetes-default,K8s default,7,35.000,replay/model/control-plane,0.994748,0.053647,15,1.383279,0.000000,0.259359,0.305644,,,119.389913,142.584865,0.837325,0.000000
cga,CGA,7,35.000,replay/model/control-plane,0.994748,0.053647,15,1.383279,0.000000,0.259359,0.305644,,,114.517458,142.584865,0.803153,0.000000
hda,HDA,7,35.000,replay/model/control-plane,0.994748,0.053647,15,1.383279,0.000000,0.259359,0.305644,,,112.044804,142.584865,0.785811,0.000000
