policy,policy_display_name,evidence_type,steps,mean_latency_ms,mean_sla_violation_ratio,max_sla_violation_ratio,mean_request_mix_entropy,mean_active_edge_count,migration_count_available,policy_decision_time_available
cga,CGA,replay,500,82.258861,0.000000,0.000000,1.418624,8.126000,False,False
hda,HDA,replay,500,78.842821,0.000000,0.000000,1.418624,8.126000,False,False
kubernetes-default,K8s default,replay,500,87.616996,0.000000,0.000000,1.418624,8.126000,False,False
