policy,policy_name,objective_cost,router_node,expert0_node,expert1_node,placement
policy1,policy1-callgraph-traffic-affinity,1.040000000,node-a,node-b,node-c,"{\"aggregator\": \"node-c\", \"expert-0\": \"node-b\", \"expert-1\": \"node-c\", \"frontend\": \"node-a\", \"router\": \"node-a\"}"
policy2,policy2-latency-critical-path,1.749900000,node-b,node-c,node-b,"{\"aggregator\": \"node-c\", \"expert-0\": \"node-c\", \"expert-1\": \"node-b\", \"frontend\": \"node-a\", \"router\": \"node-b\"}"
policy3,policy3-bandwidth-payload-aware,0.001271020,node-b,node-b,node-c,"{\"aggregator\": \"node-c\", \"expert-0\": \"node-b\", \"expert-1\": \"node-c\", \"frontend\": \"node-a\", \"router\": \"node-b\"}"
policy4,policy4-hybrid-dynamics,1.161621959,node-b,node-b,node-c,"{\"aggregator\": \"node-c\", \"expert-0\": \"node-b\", \"expert-1\": \"node-c\", \"frontend\": \"node-a\", \"router\": \"node-b\"}"
